Gene	p avg	Name
TVP23B	0.037442659789784574	trans-golgi network vesicle protein 23 homolog B
ZNF512B	0.03746845271992192	zinc finger protein 512B
CCDC163P	0.03747899110496298	CCDC163 homolog
ECE1	0.03752561170309985	endothelin converting enzyme 1
ENO1	0.03755	enolase 1
ETFA	0.03755	electron transfer flavoprotein subunit alpha
SYN1	0.03757478923996965	synapsin I
ARL6IP4	0.037590000000000005	ADP ribosylation factor like GTPase 6 interacting protein 4
BVES	0.03759996031127525	blood vessel epicardial substance
RFX3	0.037608815485942235	regulatory factor X3
UBXN11	0.03765	UBX domain protein 11
AQP6	0.03770514616959207	aquaporin 6
DEPTOR	0.03771275366050963	DEP domain containing MTOR interacting protein
FBXO38	0.037739953691749414	F-box protein 38
C19orf18	0.03774	chromosome 19 open reading frame 18
FAM122C	0.03777938780563554	PABIR family member 3
SLBP	0.03780063067332249	stem-loop binding protein
MOV10	0.037831000482897434	Mov10 RISC complex RNA helicase
ARMC2	0.03783214569364471	armadillo repeat containing 2
RASGEF1A	0.037849999999999995	RasGEF domain family member 1A
NPAS3	0.037849999999999995	neuronal PAS domain protein 3
MANBAL	0.03787845053976364	mannosidase beta like
ZNF365	0.03789917969414073	zinc finger protein 365
RBM15B	0.03791787768065002	RNA binding motif protein 15B
SNX18	0.03792105760952118	sorting nexin 18
PLEC	0.03795	plectin
AP1M2	0.03797310974372764	adaptor related protein complex 1 subunit mu 2
PHLPP1	0.03799105577017241	PH domain and leucine rich repeat protein phosphatase 1
NUMA1	0.03802202306078148	nuclear mitotic apparatus protein 1
PSMD9	0.03803942667055984	proteasome 26S subunit, non-ATPase 9
ZNF112	0.038048331119082464	zinc finger protein 112
XAF1	0.03805	XIAP associated factor 1
CYB5R1	0.038079999999999996	cytochrome b5 reductase 1
FOLR4	0.03808457323299728	IZUMO1 receptor, JUNO
COG3	0.03809015695913637	component of oligomeric golgi complex 3
TMEM129	0.0381	transmembrane protein 129, E3 ubiquitin ligase
FGF21	0.03813272432941513	fibroblast growth factor 21
ZER1	0.03813963208393463	zyg-11 related cell cycle regulator
KIAA1671	0.03814917137350102	KIAA1671
CARD14	0.03815324737940901	caspase recruitment domain family member 14
RPL26	0.03817113496991984	ribosomal protein L26
C11orf57	0.03818979419971263	NKAP domain containing 1
RFXANK	0.03821720043357481	regulatory factor X associated ankyrin containing protein
ABCC8	0.03825	ATP binding cassette subfamily C member 8
C12orf65	0.03830865	mitochondrial translation release factor in rescue
PSD4	0.03836350011749433	pleckstrin and Sec7 domain containing 4
ESPN	0.0384	espin
DCAF16	0.03843876003460781	DDB1 and CUL4 associated factor 16
NRG2	0.03845	neuregulin 2
SLC16A6	0.038454999999999996	solute carrier family 16 member 6
ZNF79	0.0385	zinc finger protein 79
LAD1	0.03850004355149416	ladinin 1
PIAS4	0.03858029973630761	protein inhibitor of activated STAT 4
RFXAP	0.038584414635994733	regulatory factor X associated protein
LGALS9C	0.03859510195017349	galectin 9C
PLEKHH1	0.038599999999999995	pleckstrin homology, MyTH4 and FERM domain containing H1
IGSF3	0.038616	immunoglobulin superfamily member 3
RASSF4	0.038655	Ras association domain family member 4
ZNF701	0.03867	zinc finger protein 701
CHRNB1	0.03868429385472736	cholinergic receptor nicotinic beta 1 subunit
WASF1	0.038709363931994936	WASP family member 1
CLEC4E	0.038715000000000006	C-type lectin domain family 4 member E
GHITM	0.038809099393823744	growth hormone inducible transmembrane protein
ADAMTS2	0.03883007875407697	ADAM metallopeptidase with thrombospondin type 1 motif 2
CTNNA2	0.038866078226096945	catenin alpha 2
PERP	0.03889020523175478	p53 apoptosis effector related to PMP22
FAM90A1	0.038900000000000004	family with sequence similarity 90 member A1
ERICH6B	0.038939738680813504	glutamate rich 6B
INO80	0.03895873690532032	INO80 complex ATPase subunit
IL1RL1	0.03899896827639764	interleukin 1 receptor like 1
MAGED2	0.039	MAGE family member D2
LSM14A	0.03903965310283598	LSM14A mRNA processing body assembly factor
DXO	0.039064190382180404	decapping exoribonuclease
LRRC8C	0.03909	leucine rich repeat containing 8 VRAC subunit C
KRTAP9-8	0.03910267120890573	keratin associated protein 9-8
CCDC28B	0.0391057	coiled-coil domain containing 28B
CCDC142	0.03915	coiled-coil domain containing 142
EXOC3	0.03915213679995632	exocyst complex component 3
KRT40	0.039271170506636234	keratin 40
LOC100996291	0.03928097048725367	
ADRA2B	0.0393	adrenoceptor alpha 2B
DQX1	0.03930951468750778	DEAQ-box RNA dependent ATPase 1
SNX15	0.03933240186115572	sorting nexin 15
MBD3L1	0.03934232057926469	methyl-CpG binding domain protein 3 like 1
S100A2	0.03934853034175736	S100 calcium binding protein A2
ATF6	0.039349999999999996	activating transcription factor 6
CHD6	0.039365000000000004	chromodomain helicase DNA binding protein 6
HSPB8	0.0393683376650747	heat shock protein family B (small) member 8
PSMB8	0.03936870863850747	proteasome 20S subunit beta 8
FAM166A	0.03940228685556386	family with sequence similarity 166 member A
DDX52	0.03942	DExD-box helicase 52
CXCL5	0.039439999999999996	C-X-C motif chemokine ligand 5
TM9SF4	0.039467405863280444	transmembrane 9 superfamily member 4
NFKBID	0.03946827604401576	NFKB inhibitor delta
C17orf96	0.03947672446251685	elongin BC and polycomb repressive complex 2 associated protein
NIFK	0.03949544173288774	nucleolar protein interacting with the FHA domain of MKI67
IMMP2L	0.0395	inner mitochondrial membrane peptidase subunit 2
GABPB1-AS1	0.03950020661498817	GABPB1 antisense RNA 1
FRG1	0.03953343774637333	FSHD region gene 1
TGIF2LY	0.03958727459387487	TGFB induced factor homeobox 2 like Y-linked
CDC42BPG	0.03958755306671688	CDC42 binding protein kinase gamma
CD300LB	0.039599999999999996	CD300 molecule like family member b
LRRC29	0.039659506596932875	leucine rich repeat containing 29
ALKBH6	0.039667832001435366	alkB homolog 6
LINC00884	0.03969723815264145	ATP13A3 divergent transcript
GRID1	0.03972327441235728	glutamate ionotropic receptor delta type subunit 1
C5	0.03976623872169588	complement C5
MIER1	0.03976791092878679	MIER1 transcriptional regulator
MX2	0.03978633401808792	MX dynamin like GTPase 2
SNHG9	0.03980616682638234	small nucleolar RNA host gene 9
TRPV2	0.03981	transient receptor potential cation channel subfamily V member 2
GRK6	0.03985	G protein-coupled receptor kinase 6
MAP7D1	0.039863536963963504	MAP7 domain containing 1
BRD7P3	0.03986962193979786	bromodomain containing 7 pseudogene 3
ALDH6A1	0.039875	aldehyde dehydrogenase 6 family member A1
CAND2	0.039879478965678124	cullin associated and neddylation dissociated 2 (putative)
HMGN2	0.03988231317105629	high mobility group nucleosomal binding domain 2
MAU2	0.03989207724106723	MAU2 sister chromatid cohesion factor
GCHFR	0.0399	GTP cyclohydrolase I feedback regulator
TREML2	0.039922227608453736	triggering receptor expressed on myeloid cells like 2
ZBTB6	0.039931986230149576	zinc finger and BTB domain containing 6
KIR2DS4	0.0399493149851185	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
NCK1	0.03995085440017004	NCK adaptor protein 1
ATPAF2	0.04004336162690306	ATP synthase mitochondrial F1 complex assembly factor 2
SPATA6	0.04006778963563749	spermatogenesis associated 6
CABS1	0.040074604680825215	calcium binding protein, spermatid associated 1
OARD1	0.04012053290368603	O-acyl-ADP-ribose deacylase 1
APLF	0.04014222794949361	aprataxin and PNKP like factor
LRRC49	0.04014685030329332	leucine rich repeat containing 49
MAP1LC3C	0.04019601463500855	microtubule associated protein 1 light chain 3 gamma
LSM6	0.0402	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated
HTR3B	0.04021312128407484	5-hydroxytryptamine receptor 3B
PTPN23	0.040217198286919074	protein tyrosine phosphatase non-receptor type 23
LAP3	0.040231681565396554	leucine aminopeptidase 3
THAP1	0.04025766499714099	THAP domain containing 1
LINC00649	0.04029797851868289	long intergenic non-protein coding RNA 649
ZFP1	0.04029963381478453	ZFP1 zinc finger protein
HRSP12	0.0403	reactive intermediate imine deaminase A homolog
PAX2	0.04031	paired box 2
DSC3	0.04031654228530326	desmocollin 3
TTC9	0.040330000000000005	tetratricopeptide repeat domain 9
FAM156B	0.04034894530129468	family with sequence similarity 156 member B
ZNF519	0.04035	zinc finger protein 519
FGF12	0.04035	fibroblast growth factor 12
SPG7	0.04035	SPG7 matrix AAA peptidase subunit, paraplegin
FAM117A	0.040361670190440166	family with sequence similarity 117 member A
CCDC28A	0.04042809802928853	coiled-coil domain containing 28A
OR4C45	0.0404324477770603	olfactory receptor family 4 subfamily C member 45 (gene/pseudogene)
PHF10	0.04043520481059423	PHD finger protein 10
KIAA0586	0.04043980384405288	KIAA0586
ARAP1	0.040459999999999996	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
ERCC1	0.04053601895396464	ERCC excision repair 1, endonuclease non-catalytic subunit
SH2D6	0.04055	SH2 domain containing 6
CYP39A1	0.04055	cytochrome P450 family 39 subfamily A member 1
CCDC112	0.04056977182251957	coiled-coil domain containing 112
GPR133	0.04058773213681983	adhesion G protein-coupled receptor D1
WTAP	0.04060175434017306	WT1 associated protein
ZFAND2A	0.040612382780297517	zinc finger AN1-type containing 2A
GPR179	0.040651813526218473	G protein-coupled receptor 179
RPF1	0.04065331130424464	ribosome production factor 1 homolog
CD40	0.040679725281202055	CD40 molecule
GPR1	0.04071032676789325	chemerin chemokine-like receptor 2
MAN2B2	0.040733294366787604	mannosidase alpha class 2B member 2
MYO7A	0.04073457182860844	myosin VIIA
ATR	0.040738953449778	ATR serine/threonine kinase
RNH1	0.04075363647088555	ribonuclease/angiogenin inhibitor 1
CLYBL	0.04075785481013451	citramalyl-CoA lyase
RPL13P5	0.04077	ribosomal protein L13 pseudogene 5
ZNFX1	0.04079765677930024	zinc finger NFX1-type containing 1
SSPO	0.0408	SCO-spondin, pseudogene
ZNF253	0.040806321521559843	zinc finger protein 253
ACOT7	0.040808477617825266	acyl-CoA thioesterase 7
ITGB4	0.040828714056411856	integrin subunit beta 4
C16orf72	0.04084	chromosome 16 open reading frame 72
MOB2	0.040843158393715835	MOB kinase activator 2
FN3K	0.040850500000000005	fructosamine 3 kinase
RBM42	0.04086679285321749	RNA binding motif protein 42
BRIX1	0.04090348875782406	biogenesis of ribosomes BRX1
ASTN2	0.040932277518035076	astrotactin 2
LINC01107	0.040934805466491545	long intergenic non-protein coding RNA 1107
PLEKHM1P	0.040999999999999995	pleckstrin homology and RUN domain containing M1 pseudogene 1
FMNL1	0.041	formin like 1
SLC18A1	0.04103131830156022	solute carrier family 18 member A1
PMS1	0.041051884176253904	PMS1 homolog 1, mismatch repair system component
ARHGAP22	0.0411	Rho GTPase activating protein 22
SCHIP1	0.0411025	schwannomin interacting protein 1
HOXA10	0.04111541679621538	homeobox A10
C14orf183	0.04120365362574123	long intergenic non-protein coding RNA 1599
LAPTM5	0.04120614730336562	lysosomal protein transmembrane 5
CD48	0.04121797318503573	CD48 molecule
HOXA9	0.04122248781039035	homeobox A9
RNF111	0.041230677332992065	ring finger protein 111
SLC16A9	0.041249999999999995	solute carrier family 16 member 9
IMPA1	0.041249999999999995	inositol monophosphatase 1
COL13A1	0.04127012717363798	collagen type XIII alpha 1 chain
KBTBD7	0.041284392004941585	kelch repeat and BTB domain containing 7
LOC643387	0.04135	
TPD52L1	0.04137543775144403	TPD52 like 1
WDR1	0.04138215239192704	WD repeat domain 1
CENPT	0.04139117164191385	centromere protein T
FUT7	0.0414	fucosyltransferase 7
ITGA5	0.04142075936311048	integrin subunit alpha 5
RNF40	0.041482911679232876	ring finger protein 40
PPM1A	0.04148905406142816	protein phosphatase, Mg2+/Mn2+ dependent 1A
ZNF765	0.04153814443680731	zinc finger protein 765
ZNF652	0.041550000000000004	zinc finger protein 652
ZNF689	0.041571158678995454	zinc finger protein 689
TUBGCP2	0.04158194060069206	tubulin gamma complex associated protein 2
KLC1	0.041594300588863806	kinesin light chain 1
SOX10	0.04165	SRY-box transcription factor 10
RAB22A	0.041656906927564	RAB22A, member RAS oncogene family
PTPLA	0.041679	3-hydroxyacyl-CoA dehydratase 1
SARS	0.0416945	seryl-tRNA synthetase 1
FOXK1	0.041786466282121584	forkhead box K1
KRI1	0.0417982678989121	KRI1 homolog
CAPN8	0.041819999999999996	calpain 8
RNF11	0.04182082483051505	ring finger protein 11
TPRXL	0.041847028167280226	tetrapeptide repeat homeobox like (pseudogene)
CR1L	0.04185	complement C3b/C4b receptor 1 like
TESK2	0.04185077088674583	testis associated actin remodelling kinase 2
ASNSD1	0.04190364109682142	asparagine synthetase domain containing 1
TBC1D3B	0.0419058988384195	TBC1 domain family member 3B
LINC00476	0.04194472508439756	ERCC6L2 antisense RNA 1
IL17RB	0.04195	interleukin 17 receptor B
WDR36	0.04200007349818324	WD repeat domain 36
CCDC90B	0.04202962480687267	coiled-coil domain containing 90B
ALOX15	0.042045	arachidonate 15-lipoxygenase
TMED10	0.04207076582392371	transmembrane p24 trafficking protein 10
TMEM99	0.042075	KRT10 antisense RNA 1
ZBTB9	0.04208555300911078	zinc finger and BTB domain containing 9
YARS	0.04209295304121797	tyrosyl-tRNA synthetase 1
ZNF841	0.042093343824219635	zinc finger protein 841
KIAA2018	0.04212191060935877	upstream transcription factor family member 3
SOX11	0.04214410231235584	SRY-box transcription factor 11
HDAC1	0.04217709759302469	histone deacetylase 1
TFEB	0.04218739846736776	transcription factor EB
COQ6	0.04222600639730317	coenzyme Q6, monooxygenase
CCL3	0.042249999999999996	C-C motif chemokine ligand 3
PLA2G4A	0.042275	phospholipase A2 group IVA
ZNF347	0.0423	zinc finger protein 347
SNX29	0.04234341557831684	sorting nexin 29
KIF9	0.04235	kinesin family member 9
SELK	0.0424	selenoprotein K
SYNGR1	0.042409028507086756	synaptogyrin 1
LUC7L2	0.04241522442409028	LUC7 like 2, pre-mRNA splicing factor
HERC2P2	0.042424777084981075	HERC2 pseudogene 2
KIAA1467	0.04245	family with sequence similarity 234 member B
L3MBTL2	0.04251061797153331	L3MBTL histone methyl-lysine binding protein 2
PSD3	0.04252534426308783	pleckstrin and Sec7 domain containing 3
AMD1	0.042545000000000006	adenosylmethionine decarboxylase 1
GUCY1A2	0.04255	guanylate cyclase 1 soluble subunit alpha 2
RHBG	0.04255826840827134	Rh family B glycoprotein
LOC284581	0.04257688762257397	uncharacterized LOC284581(LOC284581)
ZIK1	0.04258685439817851	zinc finger protein interacting with K protein 1
DNAJB9	0.0425973358143811	DnaJ heat shock protein family (Hsp40) member B9
GDAP2	0.042643809483944674	ganglioside induced differentiation associated protein 2
NDUFA7	0.04264552418430945	NADH:ubiquinone oxidoreductase subunit A7
EFNA2	0.04265	ephrin A2
TRPM6	0.04265	transient receptor potential cation channel subfamily M member 6
SLC16A11	0.04267	solute carrier family 16 member 11
ARVCF	0.0426953693955547	ARVCF delta catenin family member
AFG3L2	0.0427	AFG3 like matrix AAA peptidase subunit 2
OR56A1	0.042749999999999996	olfactory receptor family 56 subfamily A member 1
TRAM1	0.042801844327850766	translocation associated membrane protein 1
NKX2-2	0.04280645480414709	NK2 homeobox 2
ARHGAP40	0.042826686207688744	Rho GTPase activating protein 40
OTUD6B	0.04285	OTU deubiquitinase 6B
TEPP	0.042883398441181386	testis, prostate and placenta expressed
PROCR	0.04291330419959313	protein C receptor
SPRYD3	0.04293319827354699	SPRY domain containing 3
SLC25A36	0.042943030537687596	solute carrier family 25 member 36
FLJ37453	0.04295	SPEN antisense RNA 1
TNFSF10	0.0429815	TNF superfamily member 10
PUS3	0.043	pseudouridine synthase 3
PLEKHM1	0.04301852555359338	pleckstrin homology and RUN domain containing M1
GABPA	0.04304043174279176	GA binding protein transcription factor subunit alpha
SMIM11	0.043059851633663354	small integral membrane protein 11
PF4	0.04306169574659209	platelet factor 4
ZCCHC17	0.043064349231526876	zinc finger CCHC-type containing 17
TBC1D3C	0.04308993912185911	TBC1 domain family member 3C
NAGS	0.043177506045976144	N-acetylglutamate synthase
CD37	0.0432	CD37 molecule
C16orf45	0.04325	bMERB domain containing 1
TMEM200C	0.04325674995609344	transmembrane protein 200C
ZNF708	0.04333177703181408	zinc finger protein 708
DRD3	0.043378734299926995	dopamine receptor D3
ADCK2	0.043384977799110144	aarF domain containing kinase 2
PDE11A	0.0434	phosphodiesterase 11A
PRB2	0.04341272382474532	proline rich protein BstNI subfamily 2
AP2A2	0.04341273439856143	adaptor related protein complex 2 subunit alpha 2
GSTCD	0.04341871126341204	glutathione S-transferase C-terminal domain containing
GRM7	0.04359929113650133	glutamate metabotropic receptor 7
LNPEP	0.04364216911708183	leucyl and cystinyl aminopeptidase
UFC1	0.04364617474440213	ubiquitin-fold modifier conjugating enzyme 1
GOLT1B	0.04365202770837783	golgi transport 1B
TWISTNB	0.04367540471161409	RNA polymerase I subunit F
IGF2BP2	0.0437	insulin like growth factor 2 mRNA binding protein 2
B3GNT3	0.043723594468883215	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
ERBB4	0.04373810843803947	erb-b2 receptor tyrosine kinase 4
PSMD6	0.04373886673125914	proteasome 26S subunit, non-ATPase 6
TEP1	0.04375595120204293	telomerase associated protein 1
CELSR2	0.04377070822489327	cadherin EGF LAG seven-pass G-type receptor 2
LINC01001	0.043798372678022876	long intergenic non-protein coding RNA 1001
SLK	0.04384426352050457	STE20 like kinase
GADL1	0.04387817405631621	glutamate decarboxylase like 1
CHDH	0.04388082677189769	choline dehydrogenase
ANKRD30B	0.04389728847100092	ankyrin repeat domain 30B
LY75	0.04390307301468487	lymphocyte antigen 75
FGFR2	0.043930000000000004	fibroblast growth factor receptor 2
NUP62CL	0.043932438986616536	nucleoporin 62 C-terminal like
LZIC	0.043941097237016426	leucine zipper and CTNNBIP1 domain containing
PTCD3	0.04394362897942337	pentatricopeptide repeat domain 3
WNT3	0.04397415439506963	Wnt family member 3
SMARCD1	0.04399909709807259	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
LRTOMT	0.04401132371341743	leucine rich transmembrane and O-methyltransferase domain containing
DPY30	0.044021833602767256	dpy-30 histone methyltransferase complex regulatory subunit
LYRM4	0.04414272460426617	LYR motif containing 4
NME6	0.04415	NME/NM23 nucleoside diphosphate kinase 6
HOXB5	0.044182041357317514	homeobox B5
CCDC107	0.04420585361437335	coiled-coil domain containing 107
PRNP	0.04434199770033344	prion protein
TIMM22	0.04435	translocase of inner mitochondrial membrane 22
PITPNM2	0.044355	phosphatidylinositol transfer protein membrane associated 2
TMEM126B	0.04436285546905618	transmembrane protein 126B
TOMM34	0.044449999999999996	translocase of outer mitochondrial membrane 34
FUS	0.04454236277700156	FUS RNA binding protein
AGAP3	0.044542806758213885	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
LOC643355	0.04455593101494225	
STAM2	0.044575000000000004	signal transducing adaptor molecule 2
SLC35A1	0.04465	solute carrier family 35 member A1
G6PD	0.04466	glucose-6-phosphate dehydrogenase
RNF152	0.0447	ring finger protein 152
TMPRSS5	0.044705	transmembrane serine protease 5
B3GALNT2	0.04472104926104675	beta-1,3-N-acetylgalactosaminyltransferase 2
SPINT1	0.044735	serine peptidase inhibitor, Kunitz type 1
LONP2	0.04474564561442666	lon peptidase 2, peroxisomal
THPO	0.044745846971941755	thrombopoietin
CYSLTR1	0.04476	cysteinyl leukotriene receptor 1
NHSL2	0.04476047404560857	NHS like 2
LRRC61	0.04477021984908682	leucine rich repeat containing 61
NKX2-1	0.0447899774609955	NK2 homeobox 1
SLC47A1	0.044817950303940146	solute carrier family 47 member 1
PARD6B	0.044902634634293496	par-6 family cell polarity regulator beta
APEH	0.04491	acylaminoacyl-peptide hydrolase
TBC1D25	0.044944028887345035	TBC1 domain family member 25
ARMCX4	0.04495492194463665	armadillo repeat containing X-linked 4
TMEM14A	0.04495791413496935	transmembrane protein 14A
SYTL2	0.045	synaptotagmin like 2
RAB23	0.04503137612358883	RAB23, member RAS oncogene family
MED8	0.04504904279939644	mediator complex subunit 8
MBD1	0.04505572003480049	methyl-CpG binding domain protein 1
CYP4V2	0.04507555341845268	cytochrome P450 family 4 subfamily V member 2
SERPINB7	0.045098	serpin family B member 7
TUBB6	0.0451	tubulin beta 6 class V
SOCS4	0.045147338060759254	suppressor of cytokine signaling 4
MTCP1	0.04516	mature T cell proliferation 1
PSMD5	0.04516602191104072	proteasome 26S subunit, non-ATPase 5
ACTG1	0.045174529046964125	actin gamma 1
LATS1	0.04522140237624457	large tumor suppressor kinase 1
TRAM2	0.04525209561232035	translocation associated membrane protein 2
OR10G9	0.04527569771712754	olfactory receptor family 10 subfamily G member 9
LOC100132215	0.045288760164924766	
NOMO1	0.045291262386221005	NODAL modulator 1
NOSTRIN	0.0453	nitric oxide synthase trafficking
TTC30A	0.04533	tetratricopeptide repeat domain 30A
ELOVL4	0.045369999999999994	ELOVL fatty acid elongase 4
ZNF138	0.04538238907895549	zinc finger protein 138
C19orf66	0.045389440703459544	shiftless antiviral inhibitor of ribosomal frameshifting
C2orf78	0.04541043330190247	chromosome 2 open reading frame 78
NEDD4	0.04542276986147796	NEDD4 E3 ubiquitin protein ligase
STK10	0.0454321341769464	serine/threonine kinase 10
MRPL20	0.045455515795775205	mitochondrial ribosomal protein L20
PTPN6	0.04547	protein tyrosine phosphatase non-receptor type 6
LONP1	0.045496434793554204	lon peptidase 1, mitochondrial
WFDC6	0.045568092537085485	WAP four-disulfide core domain 6
USP40	0.04558422941675859	ubiquitin specific peptidase 40
LOC90246	0.0456	uncharacterized LOC90246(LOC90246)
POLK	0.045612639504313046	DNA polymerase kappa
ARL13B	0.04562414773017199	ADP ribosylation factor like GTPase 13B
CD97	0.045665784002415485	adhesion G protein-coupled receptor E5
ACVR1	0.04567199820506817	activin A receptor type 1
GBGT1	0.04569288127812676	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)
PCDHB13	0.0457	protocadherin beta 13
CYP4F62P	0.04570219383422734	cytochrome P450 family 4 subfamily F member 62, pseudogene
MAT1A	0.045722500000000006	methionine adenosyltransferase 1A
CEP350	0.045760263138428806	centrosomal protein 350
IMPDH1	0.04581322096575201	inosine monophosphate dehydrogenase 1
ATP13A5	0.0458606	ATPase 13A5
ELK4	0.04586287147454693	ETS transcription factor ELK4
EHD2	0.04591904826791699	EH domain containing 2
CTRL	0.04592748401252483	chymotrypsin like
IL31RA	0.04593960859121668	interleukin 31 receptor A
CPSF6	0.045954823480132356	cleavage and polyadenylation specific factor 6
ATP2B3	0.04598478276939573	ATPase plasma membrane Ca2+ transporting 3
TAOK2	0.04598835979550694	TAO kinase 2
HACL1	0.04599802140167742	2-hydroxyacyl-CoA lyase 1
SSC5D	0.046	scavenger receptor cysteine rich family member with 5 domains
MMP12	0.046015	matrix metallopeptidase 12
MIOS	0.04605	meiosis regulator for oocyte development
ZNF497	0.046052344395782235	zinc finger protein 497
BCL2L10	0.04606	BCL2 like 10
DBN1	0.0461	drebrin 1
ZNF718	0.046116793555803705	zinc finger protein 718
DNAJB5	0.046137459896205414	DnaJ heat shock protein family (Hsp40) member B5
PRTG	0.04615	protogenin
S100A8	0.046173386913920006	S100 calcium binding protein A8
NUDT10	0.04617767723051079	nudix hydrolase 10
CASC8	0.04625429714858947	cancer susceptibility 8
FUT3	0.046264009429583	fucosyltransferase 3 (Lewis blood group)
ELK1	0.04626920553131532	ETS transcription factor ELK1
IL31	0.046273831181297936	interleukin 31
ANKRD1	0.04628444261208268	ankyrin repeat domain 1
POLR3A	0.046293259961580416	RNA polymerase III subunit A
TMEM14C	0.04632066219644212	transmembrane protein 14C
CABIN1	0.046328532795175105	calcineurin binding protein 1
CENPW	0.04635	centromere protein W
EP300	0.04636283866149908	E1A binding protein p300
CMPK1	0.046363737315517364	cytidine/uridine monophosphate kinase 1
LPCAT4	0.04637902295436396	lysophosphatidylcholine acyltransferase 4
C18orf21	0.04642	chromosome 18 open reading frame 21
ZNF611	0.04643	zinc finger protein 611
GJB3	0.04644	gap junction protein beta 3
EMR2	0.04646014212826186	adhesion G protein-coupled receptor E2
RBM8A	0.046482017462896714	RNA binding motif protein 8A
CAPN10	0.04648941624695564	calpain 10
PCDHB12	0.04650610072309606	protocadherin beta 12
COX4I1	0.046515808050977825	cytochrome c oxidase subunit 4I1
NTRK2	0.04652	neurotrophic receptor tyrosine kinase 2
CAMTA2	0.046527850382707694	calmodulin binding transcription activator 2
PPM1J	0.04654146245242187	protein phosphatase, Mg2+/Mn2+ dependent 1J
LINC00261	0.046546868193941875	long intergenic non-protein coding RNA 261
ZNF592	0.04655908589337496	zinc finger protein 592
ANKS4B	0.046605	ankyrin repeat and sterile alpha motif domain containing 4B
TMEM136	0.046628004871708005	TLC domain containing 5
OR4F15	0.04663644389728625	olfactory receptor family 4 subfamily F member 15
KGFLP1	0.046643205074913104	fibroblast growth factor 7 pseudogene 6
TECTA	0.046765	tectorin alpha
PGM2	0.046799999999999994	phosphoglucomutase 2
ICA1	0.0468	islet cell autoantigen 1
RPS6KB1	0.04685	ribosomal protein S6 kinase B1
FOXC2	0.04685963124749755	forkhead box C2
LINC00665	0.04688905740038294	long intergenic non-protein coding RNA 665
COL6A3	0.046900000000000004	collagen type VI alpha 3 chain
FBXO6	0.04693164848820369	F-box protein 6
C11orf49	0.04701157343045446	centriolar satellite-associated tubulin polyglutamylase complex regulator 1
TSPAN3	0.04702231460926691	tetraspanin 3
FAM129C	0.047028	niban apoptosis regulator 3
PPP1R14A	0.04703426996455781	protein phosphatase 1 regulatory inhibitor subunit 14A
GPR78	0.04710185564485621	G protein-coupled receptor 78
NBPF22P	0.04712601775209273	NBPF member 22, pseudogene
SLC23A3	0.04719	solute carrier family 23 member 3
KBTBD4	0.04719008170889035	kelch repeat and BTB domain containing 4
ACE	0.0471972758079187	angiotensin I converting enzyme
LCMT2	0.0472	leucine carboxyl methyltransferase 2
ARHGEF5	0.04720506103666794	Rho guanine nucleotide exchange factor 5
IPO9	0.047228375015709353	importin 9
LOC647323	0.047276849062586335	
IMPA2	0.04728823255288521	inositol monophosphatase 2
LIPE	0.047290163021622304	lipase E, hormone sensitive type
LBP	0.0473	lipopolysaccharide binding protein
ZNF57	0.04733852522934575	zinc finger protein 57
MRPL4	0.04734504150471178	mitochondrial ribosomal protein L4
IL20RB	0.047394742164842234	interleukin 20 receptor subunit beta
ZG16	0.04739669076785938	zymogen granule protein 16
CELSR1	0.04743	cadherin EGF LAG seven-pass G-type receptor 1
NBPF14	0.04744163076288131	NBPF member 14
SLC47A2	0.04748911777103108	solute carrier family 47 member 2
TMEM2	0.04750905474940631	cell migration inducing hyaluronidase 2
DNAJC1	0.047555	DnaJ heat shock protein family (Hsp40) member C1
DNASE2	0.047556818371969414	deoxyribonuclease 2, lysosomal
KCNQ5	0.047558353655788345	potassium voltage-gated channel subfamily Q member 5
RRP1	0.04757197769790407	ribosomal RNA processing 1
AASDHPPT	0.04757736621149086	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
DNAJC13	0.047625143939671696	DnaJ heat shock protein family (Hsp40) member C13
TOM1	0.047633043834157646	target of myb1 membrane trafficking protein
SLC24A4	0.047686323956065015	solute carrier family 24 member 4
NMNAT3	0.04768809819462069	nicotinamide nucleotide adenylyltransferase 3
MAT2A	0.04769836814687773	methionine adenosyltransferase 2A
LRRC14B	0.047705	leucine rich repeat containing 14B
CSF2RA	0.04770525563062232	colony stimulating factor 2 receptor subunit alpha
UBALD1	0.047723267193404126	UBA like domain containing 1
KLF9	0.047779999999999996	Kruppel like factor 9
CRCP	0.0478020024710009	CGRP receptor component
SCRN2	0.0478089515111051	secernin 2
UBASH3B	0.04785	ubiquitin associated and SH3 domain containing B
DCLRE1B	0.047950000000000007	DNA cross-link repair 1B
CCDC94	0.04795248308393442	YJU2 splicing factor homolog
TERF1	0.04796198450651357	telomeric repeat binding factor 1
