Gene	r	p	Name
DDX52	0.254	0.00474	DExD-box helicase 52
RPA3	-0.254	0.00476	replication protein A3
PIK3C2A	0.254	0.00477	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
RPS6KB1	0.254	0.00478	ribosomal protein S6 kinase B1
PEX11A	0.338	0.00482	peroxisomal biogenesis factor 11 alpha
ALG11	0.254	0.00483	ALG11 alpha-1,2-mannosyltransferase
GTPBP3	-0.254	0.00483	GTP binding protein 3, mitochondrial
FBXO9	0.253	0.00485	F-box protein 9
ABHD4	0.253	0.00486	abhydrolase domain containing 4, N-acyl phospholipase B
RPTOR	-0.253	0.00486	regulatory associated protein of MTOR complex 1
HDGF	-0.253	0.00492	heparin binding growth factor
AKR7A2	-0.253	0.00492	aldo-keto reductase family 7 member A2
PPOX	-0.253	0.00496	protoporphyrinogen oxidase
TM9SF2	0.253	0.00496	transmembrane 9 superfamily member 2
POLDIP2	0.253	0.005	DNA polymerase delta interacting protein 2
RSBN1	-0.253	0.00501	round spermatid basic protein 1
GPCPD1	0.253	0.00501	glycerophosphocholine phosphodiesterase 1
SNX7	-0.253	0.00501	sorting nexin 7
CLPTM1	0.252	0.00503	CLPTM1 regulator of GABA type A receptor forward trafficking
STX6	0.252	0.00504	syntaxin 6
EXOC2	0.252	0.00504	exocyst complex component 2
ABCF2	0.252	0.00504	ATP binding cassette subfamily F member 2
SLC34A2	0.287	0.00505	solute carrier family 34 member 2
ZDHHC13	0.252	0.00507	zinc finger DHHC-type palmitoyltransferase 13
TMTC3	0.252	0.00507	transmembrane O-mannosyltransferase targeting cadherins 3
ZMPSTE24	0.252	0.00508	zinc metallopeptidase STE24
RHOF	0.334	0.00508	ras homolog family member F, filopodia associated
HTT	0.252	0.0051	huntingtin
HID1	0.252	0.00512	HID1 domain containing
ZNF787	-0.252	0.00513	zinc finger protein 787
CABIN1	0.252	0.00517	calcineurin binding protein 1
HEATR5A	0.252	0.00519	HEAT repeat containing 5A
UBE2G2	0.251	0.00521	ubiquitin conjugating enzyme E2 G2
UTP11	0.261	0.00522	UTP11 small subunit processome component
C12orf10	-0.251	0.00525	MYG1 exonuclease
CAB39L	0.251	0.00525	calcium binding protein 39 like
EIF2AK4	0.251	0.00527	eukaryotic translation initiation factor 2 alpha kinase 4
HM13	0.251	0.0053	histocompatibility minor 13
NEDD4	0.251	0.00532	NEDD4 E3 ubiquitin protein ligase
DNMT3A	0.251	0.00533	DNA methyltransferase 3 alpha
RTN4	0.251	0.00536	reticulon 4
KMO	0.288	0.00542	kynurenine 3-monooxygenase
EIF4ENIF1	0.25	0.00548	eukaryotic translation initiation factor 4E nuclear import factor 1
PTK6	0.283	0.0055	protein tyrosine kinase 6
ATP13A3	0.25	0.00552	ATPase 13A3
GBF1	0.25	0.00556	golgi brefeldin A resistant guanine nucleotide exchange factor 1
MCRIP1	-0.25	0.00556	MAPK regulated corepressor interacting protein 1
C20orf24	0.249	0.00564	RAB5 interacting factor
RFFL	0.276	0.00564	ring finger and FYVE like domain containing E3 ubiquitin protein ligase
ABCD3	0.249	0.00564	ATP binding cassette subfamily D member 3
SNX5	-0.249	0.00565	sorting nexin 5
CDC42BPG	0.249	0.00565	CDC42 binding protein kinase gamma
UBA2	-0.249	0.00567	ubiquitin like modifier activating enzyme 2
RAVER1	-0.249	0.00572	ribonucleoprotein, PTB binding 1
RALB	0.249	0.00573	RAS like proto-oncogene B
MTDH	0.249	0.00576	metadherin
MARCHF2	0.249	0.00577	membrane associated ring-CH-type finger 2
ATP13A1	0.248	0.00585	ATPase 13A1
SEC24B	0.248	0.00592	SEC24 homolog B, COPII coat complex component
BPIFB1	0.255	0.00594	BPI fold containing family B member 1
SLC12A4	0.248	0.00597	solute carrier family 12 member 4
CHD1L	-0.247	0.00601	chromodomain helicase DNA binding protein 1 like
TMEM214	0.247	0.00601	transmembrane protein 214
ATP2B4	0.247	0.00602	ATPase plasma membrane Ca2+ transporting 4
ALG8	0.383	0.00604	ALG8 alpha-1,3-glucosyltransferase
LMAN1	0.247	0.00605	lectin, mannose binding 1
ILVBL	0.247	0.00605	ilvB acetolactate synthase like
ZNF414	-0.247	0.0061	zinc finger protein 414
EDEM3	0.247	0.0061	ER degradation enhancing alpha-mannosidase like protein 3
SEMA4C	0.247	0.00617	semaphorin 4C
FAM134C	0.247	0.0062	reticulophagy regulator family member 3
TBCB	-0.246	0.00622	tubulin folding cofactor B
LZTFL1	-0.246	0.00622	leucine zipper transcription factor like 1
PCYOX1	0.246	0.00629	prenylcysteine oxidase 1
MGST2	0.254	0.00631	microsomal glutathione S-transferase 2
MRFAP1	-0.246	0.00632	Morf4 family associated protein 1
RHBDD2	0.255	0.00633	rhomboid domain containing 2
LGALS8	0.246	0.00634	galectin 8
TXNRD3	-0.246	0.00638	thioredoxin reductase 3
JMJD4	0.282	0.00638	jumonji domain containing 4
VEZT	0.254	0.00638	vezatin, adherens junctions transmembrane protein
NIT2	-0.246	0.00639	nitrilase family member 2
KDM6A	0.246	0.0064	lysine demethylase 6A
SAE1	-0.245	0.00644	SUMO1 activating enzyme subunit 1
STT3A	0.245	0.00645	STT3 oligosaccharyltransferase complex catalytic subunit A
TOR1A	0.245	0.00647	torsin family 1 member A
FOCAD	0.245	0.00648	focadhesin
IBTK	0.245	0.00652	inhibitor of Bruton tyrosine kinase
COPB2	0.245	0.00654	COPI coat complex subunit beta 2
AP2S1	0.245	0.00657	adaptor related protein complex 2 subunit sigma 1
ITGB3	0.253	0.00662	integrin subunit beta 3
VIMP	0.245	0.00664	selenoprotein S
WRAP53	-0.244	0.00671	WD repeat containing antisense to TP53
SGPP1	0.244	0.00676	sphingosine-1-phosphate phosphatase 1
EXOC3	0.244	0.00679	exocyst complex component 3
KCTD18	-0.244	0.00679	potassium channel tetramerization domain containing 18
ZNF865	0.328	0.00679	zinc finger protein 865
LZTS2	0.244	0.0068	leucine zipper tumor suppressor 2
PPP6C	0.244	0.00682	protein phosphatase 6 catalytic subunit
MTHFR	0.244	0.00684	methylenetetrahydrofolate reductase
SAPCD2	0.323	0.00685	suppressor APC domain containing 2
PDRG1	-0.244	0.00686	p53 and DNA damage regulated 1
HEXIM1	-0.243	0.0069	HEXIM P-TEFb complex subunit 1
HERC1	0.243	0.00691	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
NAA20	0.243	0.00694	N-alpha-acetyltransferase 20, NatB catalytic subunit
SLC5A6	0.243	0.00695	solute carrier family 5 member 6
RAB6C	0.243	0.007	RAB6C, member RAS oncogene family
SAR1A	0.243	0.00703	secretion associated Ras related GTPase 1A
DFFA	-0.243	0.00703	DNA fragmentation factor subunit alpha
AGPAT2	0.251	0.00704	1-acylglycerol-3-phosphate O-acyltransferase 2
PLGRKT	0.243	0.00705	plasminogen receptor with a C-terminal lysine
IL6ST	-0.242	0.00714	interleukin 6 cytokine family signal transducer
RASGRP2	0.267	0.00718	RAS guanyl releasing protein 2
TMED5	0.242	0.0072	transmembrane p24 trafficking protein 5
DUSP4	0.308	0.00728	dual specificity phosphatase 4
RPS6	0.242	0.00734	ribosomal protein S6
TMEM87A	0.242	0.00735	transmembrane protein 87A
COMT	0.242	0.00735	catechol-O-methyltransferase
PSEN1	0.26	0.00739	presenilin 1
VPS18	0.241	0.00741	VPS18 core subunit of CORVET and HOPS complexes
PCDHB8	0.247	0.00741	protocadherin beta 8
VPS41	0.241	0.00744	VPS41 subunit of HOPS complex
ZNF806	0.241	0.00746	zinc finger protein 285C, pseudogene
GTF2H1	0.241	0.00748	general transcription factor IIH subunit 1
AGPAT1	0.241	0.00762	1-acylglycerol-3-phosphate O-acyltransferase 1
CD46	0.241	0.00762	CD46 molecule
TFAP2E	0.268	0.00764	transcription factor AP-2 epsilon
NCKAP1	0.24	0.00764	NCK associated protein 1
CYB5B	0.24	0.00764	cytochrome b5 type B
SEMA4B	0.24	0.00767	semaphorin 4B
ARHGEF10L	-0.24	0.0077	Rho guanine nucleotide exchange factor 10 like
ARL3	-0.24	0.00772	ADP ribosylation factor like GTPase 3
S100P	0.24	0.00778	S100 calcium binding protein P
PGRMC2	0.24	0.0078	progesterone receptor membrane component 2
BAZ1B	0.24	0.00782	bromodomain adjacent to zinc finger domain 1B
DMPK	0.282	0.00786	DM1 protein kinase
COX6C	-0.239	0.00794	cytochrome c oxidase subunit 6C
PTTG1IP	0.239	0.00802	PTTG1 interacting protein
NBAS	0.239	0.00802	NBAS subunit of NRZ tethering complex
IGF2BP3	-0.239	0.00807	insulin like growth factor 2 mRNA binding protein 3
KLRG2	0.256	0.00808	killer cell lectin like receptor G2
KIAA0368	0.239	0.00813	Ecm29 proteasome adaptor and scaffold
EMC9	0.264	0.00817	ER membrane protein complex subunit 9
GNAI3	0.238	0.00818	G protein subunit alpha i3
RPL8	0.238	0.00821	ribosomal protein L8
C8orf44-SGK3	-0.238	0.00821	C8orf44-SGK3 readthrough
AHCYL1	-0.238	0.00824	adenosylhomocysteinase like 1
SECISBP2	0.238	0.00826	SECIS binding protein 2
FAM174B	0.29	0.00829	family with sequence similarity 174 member B
AP4B1	0.246	0.00834	adaptor related protein complex 4 subunit beta 1
TMEM57	0.238	0.00835	macoilin 1
FADS2	0.238	0.00835	fatty acid desaturase 2
FABP3	-0.238	0.00836	fatty acid binding protein 3
MCOLN3	0.238	0.00839	mucolipin TRP cation channel 3
DEGS1	0.238	0.00839	delta 4-desaturase, sphingolipid 1
MPI	-0.237	0.00854	mannose phosphate isomerase
ALG12	0.334	0.00854	ALG12 alpha-1,6-mannosyltransferase
REST	0.237	0.00855	RE1 silencing transcription factor
CBX1	-0.237	0.00858	chromobox 1
CHID1	0.237	0.00863	chitinase domain containing 1
SELP	0.245	0.00864	selectin P
TMX1	0.237	0.00865	thioredoxin related transmembrane protein 1
C5orf15	0.288	0.00866	chromosome 5 open reading frame 15
TRIM28	-0.237	0.00867	tripartite motif containing 28
RASSF8	-0.272	0.0087	Ras association domain family member 8
USP28	0.237	0.00872	ubiquitin specific peptidase 28
AP4E1	0.236	0.00873	adaptor related protein complex 4 subunit epsilon 1
MANEA	0.288	0.00874	mannosidase endo-alpha
OSGEPL1	0.243	0.00877	O-sialoglycoprotein endopeptidase like 1
ZADH2	-0.236	0.0088	prostaglandin reductase 3
AGRN	0.236	0.00881	agrin
LUC7L	-0.236	0.00886	LUC7 like
B4GALT4	0.236	0.00894	beta-1,4-galactosyltransferase 4
RNF185	0.236	0.00895	ring finger protein 185
DYNLT1	0.235	0.00903	dynein light chain Tctex-type 1
MIER3	0.272	0.00905	MIER family member 3
LAD1	0.235	0.00911	ladinin 1
LPCAT2	0.235	0.00914	lysophosphatidylcholine acyltransferase 2
FAM3B	0.369	0.00916	FAM3 metabolism regulating signaling molecule B
CYP51A1	0.235	0.00917	cytochrome P450 family 51 subfamily A member 1
KIAA0907	-0.235	0.00919	KH domain containing 4, pre-mRNA splicing factor
POFUT2	0.235	0.00921	protein O-fucosyltransferase 2
ESD	-0.235	0.00922	esterase D
CPLX2	-0.333	0.00924	complexin 2
CYFIP1	0.234	0.00935	cytoplasmic FMR1 interacting protein 1
MAGEA4	0.242	0.00937	MAGE family member A4
RANBP3	-0.234	0.00939	RAN binding protein 3
TMX3	0.234	0.00947	thioredoxin related transmembrane protein 3
COX20	-0.243	0.00949	cytochrome c oxidase assembly factor COX20
COPA	0.234	0.0095	COPI coat complex subunit alpha
OLA1	0.234	0.0095	Obg like ATPase 1
C17orf49	-0.234	0.00952	chromosome 17 open reading frame 49
CHAD	-0.234	0.00953	chondroadherin
SMDT1	0.285	0.00954	single-pass membrane protein with aspartate rich tail 1
ZNF467	0.247	0.00956	zinc finger protein 467
CASP14	0.234	0.00962	caspase 14
C14orf169	-0.234	0.00962	ribosomal oxygenase 1
GCN1	0.234	0.00962	GCN1 activator of EIF2AK4
KLHDC7A	0.239	0.00963	kelch domain containing 7A
FAM126B	0.24	0.00965	family with sequence similarity 126 member B
CSNK1G3	0.241	0.00966	casein kinase 1 gamma 3
HAGH	-0.233	0.00971	hydroxyacylglutathione hydrolase
MSL3	0.233	0.00974	MSL complex subunit 3
RAB2B	0.233	0.00977	RAB2B, member RAS oncogene family
RPL36A	0.25	0.0098	ribosomal protein L36a
ITGA2B	0.25	0.00986	integrin subunit alpha 2b
PIN1	-0.233	0.0099	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
DNMT1	-0.233	0.00991	DNA methyltransferase 1
B4GALT3	0.241	0.00992	beta-1,4-galactosyltransferase 3
IPO9	0.233	0.00993	importin 9
DOHH	-0.233	0.00997	deoxyhypusine hydroxylase
LRRC59	0.232	0.00998	leucine rich repeat containing 59
AKR1B1	-0.232	0.00999	aldo-keto reductase family 1 member B
DCPS	-0.232	0.01	decapping enzyme, scavenger
ACTR8	0.232	0.01	actin related protein 8
EEF1D	0.232	0.0101	eukaryotic translation elongation factor 1 delta
PEX13	0.248	0.0101	peroxisomal biogenesis factor 13
CD276	0.232	0.0101	CD276 molecule
CNNM4	0.232	0.0101	cyclin and CBS domain divalent metal cation transport mediator 4
SDHB	-0.232	0.0103	succinate dehydrogenase complex iron sulfur subunit B
CACNG6	0.239	0.0104	calcium voltage-gated channel auxiliary subunit gamma 6
NAA25	0.231	0.0104	N-alpha-acetyltransferase 25, NatB auxiliary subunit
TM9SF4	0.231	0.0104	transmembrane 9 superfamily member 4
RSAD2	0.313	0.0104	radical S-adenosyl methionine domain containing 2
ADAP2	-0.231	0.0105	ArfGAP with dual PH domains 2
UBAC2	0.231	0.0105	UBA domain containing 2
ARL5B	0.231	0.0105	ADP ribosylation factor like GTPase 5B
ERGIC2	0.231	0.0106	ERGIC and golgi 2
PARD6G	-0.231	0.0106	par-6 family cell polarity regulator gamma
MSMO1	0.246	0.0106	methylsterol monooxygenase 1
RPS8	0.231	0.0106	ribosomal protein S8
ACSL3	0.231	0.0106	acyl-CoA synthetase long chain family member 3
THNSL1	-0.231	0.0106	threonine synthase like 1
IBA57	-0.23	0.0107	iron-sulfur cluster assembly factor IBA57
AK2	-0.23	0.0107	adenylate kinase 2
UEVLD	0.23	0.0108	UEV and lactate/malate dehyrogenase domains
ATP2B1	0.23	0.0108	ATPase plasma membrane Ca2+ transporting 1
NUDT6	-0.23	0.0108	nudix hydrolase 6
DAD1	0.245	0.0109	defender against cell death 1
RPL23A	0.23	0.0109	ribosomal protein L23a
CEP164	0.248	0.0109	centrosomal protein 164
SUGP1	-0.23	0.0109	SURP and G-patch domain containing 1
HMOX2	0.23	0.011	heme oxygenase 2
TCAF1	0.229	0.011	TRPM8 channel associated factor 1
KIAA0391	0.229	0.011	protein only RNase P catalytic subunit
WDR77	-0.229	0.011	WD repeat domain 77
MICAL3	0.229	0.0111	microtubule associated monooxygenase, calponin and LIM domain containing 3
HINT2	-0.229	0.0111	histidine triad nucleotide binding protein 2
PPM1H	-0.229	0.0111	protein phosphatase, Mg2+/Mn2+ dependent 1H
ABCF3	0.229	0.0112	ATP binding cassette subfamily F member 3
DUS3L	-0.229	0.0113	dihydrouridine synthase 3 like
BRAT1	0.229	0.0113	BRCA1 associated ATM activator 1
LCN2	0.228	0.0115	lipocalin 2
ARFGEF3	0.228	0.0115	ARFGEF family member 3
RAB1A	0.228	0.0115	RAB1A, member RAS oncogene family
ZNF207	-0.228	0.0116	zinc finger protein 207
PROM2	0.228	0.0116	prominin 2
ITFG1	0.227	0.0117	integrin alpha FG-GAP repeat containing 1
LMNB2	-0.228	0.0117	lamin B2
RPL7A	0.228	0.0117	ribosomal protein L7a
UBA6	0.227	0.0118	ubiquitin like modifier activating enzyme 6
HNRNPM	-0.227	0.0118	heterogeneous nuclear ribonucleoprotein M
GDAP1	-0.227	0.0118	ganglioside induced differentiation associated protein 1
PDIA4	0.227	0.0119	protein disulfide isomerase family A member 4
SPATA18	-0.227	0.0119	spermatogenesis associated 18
RAB11FIP1	0.227	0.0119	RAB11 family interacting protein 1
C10orf76	0.227	0.012	armadillo like helical domain containing 3
DDRGK1	0.227	0.012	DDRGK domain containing 1
MBOAT7	0.227	0.012	membrane bound O-acyltransferase domain containing 7
PLEKHS1	0.226	0.0121	pleckstrin homology domain containing S1
EDARADD	0.234	0.0121	EDAR associated death domain
ARL6IP5	0.226	0.0121	ADP ribosylation factor like GTPase 6 interacting protein 5
HEATR3	0.227	0.0121	HEAT repeat containing 3
TIMM8B	-0.227	0.0121	translocase of inner mitochondrial membrane 8 homolog B
THEM6	0.226	0.0121	thioesterase superfamily member 6
ESRP2	0.227	0.0121	epithelial splicing regulatory protein 2
GLTP	0.226	0.0121	glycolipid transfer protein
ASCC3	0.227	0.0121	activating signal cointegrator 1 complex subunit 3
MCUB	0.274	0.0122	mitochondrial calcium uniporter dominant negative subunit beta
TTC19	-0.226	0.0123	tetratricopeptide repeat domain 19
TAPBPL	0.226	0.0123	TAP binding protein like
CD320	-0.274	0.0123	CD320 molecule
DYNC2H1	-0.226	0.0123	dynein cytoplasmic 2 heavy chain 1
PLXNB2	0.226	0.0124	plexin B2
SLMAP	0.226	0.0124	sarcolemma associated protein
ABI2	-0.226	0.0124	abl interactor 2
DIP2B	0.225	0.0126	disco interacting protein 2 homolog B
ALDH18A1	0.225	0.0126	aldehyde dehydrogenase 18 family member A1
KALRN	0.225	0.0126	kalirin RhoGEF kinase
METAP1	0.225	0.0127	methionyl aminopeptidase 1
MRPL41	-0.225	0.0127	mitochondrial ribosomal protein L41
SLC4A7	-0.225	0.0127	solute carrier family 4 member 7
ITGA3	0.225	0.0127	integrin subunit alpha 3
PIN4	-0.225	0.0128	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
CADPS2	0.225	0.0128	calcium dependent secretion activator 2
PCBP1	-0.225	0.0128	poly(rC) binding protein 1
PEA15	-0.225	0.0128	proliferation and apoptosis adaptor protein 15
NR2C2AP	-0.225	0.0128	nuclear receptor 2C2 associated protein
VAMP7	0.225	0.0128	vesicle associated membrane protein 7
ZNF629	-0.225	0.0129	zinc finger protein 629
TPCN1	0.231	0.0129	two pore segment channel 1
EIF3K	0.224	0.013	eukaryotic translation initiation factor 3 subunit K
USP38	0.261	0.013	ubiquitin specific peptidase 38
XPO7	0.224	0.013	exportin 7
COX11	-0.224	0.013	cytochrome c oxidase copper chaperone COX11
HLA-DQB1	-0.224	0.013	major histocompatibility complex, class II, DQ beta 1
TARBP1	-0.224	0.013	TAR (HIV-1) RNA binding protein 1
BOD1	-0.224	0.0131	biorientation of chromosomes in cell division 1
TBC1D10A	0.224	0.0131	TBC1 domain family member 10A
DUSP23	-0.224	0.0131	dual specificity phosphatase 23
RAB34	0.224	0.0131	RAB34, member RAS oncogene family
CORO2A	0.224	0.0131	coronin 2A
DDAH1	-0.224	0.0131	dimethylarginine dimethylaminohydrolase 1
NFATC2IP	-0.224	0.0132	nuclear factor of activated T cells 2 interacting protein
SIAH2	-0.224	0.0132	siah E3 ubiquitin protein ligase 2
ATP5S	-0.224	0.0132	distal membrane arm assembly component 2 like
MAP4K3	0.224	0.0133	mitogen-activated protein kinase kinase kinase kinase 3
YIPF5	0.223	0.0134	Yip1 domain family member 5
NPEPPS	-0.223	0.0134	aminopeptidase puromycin sensitive
C21orf33	-0.223	0.0134	glutamine amidotransferase class 1 domain containing 3
BRMS1L	-0.223	0.0134	BRMS1 like transcriptional repressor
NAB2	-0.223	0.0135	NGFI-A binding protein 2
S100A1	-0.223	0.0135	S100 calcium binding protein A1
ZNF655	0.231	0.0135	zinc finger protein 655
SRSF5	-0.223	0.0135	serine and arginine rich splicing factor 5
COQ3	-0.223	0.0136	coenzyme Q3, methyltransferase
URI1	-0.223	0.0137	URI1 prefoldin like chaperone
IKZF3	0.223	0.0137	IKAROS family zinc finger 3
RANBP9	0.223	0.0137	RAN binding protein 9
C4orf3	0.259	0.0137	chromosome 4 open reading frame 3
IARS	0.223	0.0137	isoleucyl-tRNA synthetase 1
PARG	0.222	0.0138	poly(ADP-ribose) glycohydrolase
SHANK3	0.222	0.0138	SH3 and multiple ankyrin repeat domains 3
FAM104A	-0.281	0.014	family with sequence similarity 104 member A
SACM1L	0.222	0.014	SAC1 like phosphatidylinositide phosphatase
CPSF3	0.222	0.0141	cleavage and polyadenylation specific factor 3
KDM4B	-0.222	0.0141	lysine demethylase 4B
EMC1	0.222	0.0141	ER membrane protein complex subunit 1
ARHGAP24	-0.222	0.0141	Rho GTPase activating protein 24
TMEM63C	0.259	0.0142	transmembrane protein 63C
KDM6B	0.229	0.0142	lysine demethylase 6B
LZIC	-0.221	0.0143	leucine zipper and CTNNBIP1 domain containing
EME1	0.317	0.0143	essential meiotic structure-specific endonuclease 1
RPL18A	0.221	0.0143	ribosomal protein L18a
DTX2	0.221	0.0143	deltex E3 ubiquitin ligase 2
PGLS	-0.221	0.0144	6-phosphogluconolactonase
RABGAP1	0.221	0.0144	RAB GTPase activating protein 1
PLEKHG3	0.221	0.0145	pleckstrin homology and RhoGEF domain containing G3
SNAP47	0.228	0.0145	synaptosome associated protein 47
RPAP1	0.221	0.0145	RNA polymerase II associated protein 1
TMCC1	0.221	0.0145	transmembrane and coiled-coil domain family 1
TOP2A	0.221	0.0145	DNA topoisomerase II alpha
SSR1	0.221	0.0145	signal sequence receptor subunit 1
ALDH4A1	0.221	0.0145	aldehyde dehydrogenase 4 family member A1
AP4S1	0.258	0.0146	adaptor related protein complex 4 subunit sigma 1
SCYL1	0.221	0.0146	SCY1 like pseudokinase 1
CD14	-0.22	0.0147	CD14 molecule
ACSS1	0.22	0.0147	acyl-CoA synthetase short chain family member 1
CSF1	-0.286	0.0147	colony stimulating factor 1
CARMIL1	0.22	0.0148	capping protein regulator and myosin 1 linker 1
CHCHD7	-0.22	0.0148	coiled-coil-helix-coiled-coil-helix domain containing 7
PEBP1	-0.22	0.0149	phosphatidylethanolamine binding protein 1
C12orf75	0.245	0.0149	chromosome 12 open reading frame 75
MLEC	0.22	0.015	malectin
POLR2K	-0.22	0.015	RNA polymerase II, I and III subunit K
CD82	0.269	0.015	CD82 molecule
CINP	-0.22	0.015	cyclin dependent kinase 2 interacting protein
PEX3	0.22	0.015	peroxisomal biogenesis factor 3
CCNY	0.22	0.015	cyclin Y
RPL18	0.219	0.0151	ribosomal protein L18
GGCX	0.22	0.0151	gamma-glutamyl carboxylase
CASC4	0.22	0.0151	golgi membrane protein 2
LYPLA1	-0.219	0.0152	lysophospholipase 1
ZGRF1	0.345	0.0153	zinc finger GRF-type containing 1
SLC38A1	0.226	0.0153	solute carrier family 38 member 1
PGRMC1	0.219	0.0153	progesterone receptor membrane component 1
CCT8	0.219	0.0154	chaperonin containing TCP1 subunit 8
SPATA5	-0.219	0.0154	spermatogenesis associated 5
SLC12A9	0.219	0.0154	solute carrier family 12 member 9
TPRN	0.219	0.0155	taperin
TECPR1	0.219	0.0156	tectonin beta-propeller repeat containing 1
INPP5A	0.218	0.0156	inositol polyphosphate-5-phosphatase A
PPP2R5C	0.226	0.0156	protein phosphatase 2 regulatory subunit B'gamma
MAGEC1	0.268	0.0157	MAGE family member C1
COPRS	-0.218	0.0157	coordinator of PRMT5 and differentiation stimulator
GDPD1	0.218	0.0157	glycerophosphodiester phosphodiesterase domain containing 1
G3BP2	0.218	0.0157	G3BP stress granule assembly factor 2
ENG	0.218	0.0158	endoglin
PLA2G12A	0.218	0.0159	phospholipase A2 group XIIA
CSAD	-0.218	0.0159	cysteine sulfinic acid decarboxylase
FOXP4	0.218	0.0159	forkhead box P4
UNC13D	0.218	0.0159	unc-13 homolog D
CMTM4	0.243	0.016	CKLF like MARVEL transmembrane domain containing 4
ALKBH2	-0.225	0.016	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase
TSPAN14	0.218	0.016	tetraspanin 14
RPS25	0.218	0.016	ribosomal protein S25
ABCC5	0.279	0.0161	ATP binding cassette subfamily C member 5
PTDSS1	0.217	0.0161	phosphatidylserine synthase 1
DOK1	-0.217	0.0161	docking protein 1
LURAP1L	0.26	0.0162	leucine rich adaptor protein 1 like
CISD2	0.217	0.0163	CDGSH iron sulfur domain 2
FHIT	-0.217	0.0164	fragile histidine triad diadenosine triphosphatase
HOMER3	0.217	0.0164	homer scaffold protein 3
C16orf58	0.217	0.0164	RUS family member 1
LITAF	0.217	0.0165	lipopolysaccharide induced TNF factor
CYTIP	0.23	0.0167	cytohesin 1 interacting protein
BOLA1	-0.216	0.0167	bolA family member 1
ETNK2	0.222	0.0167	ethanolamine kinase 2
CCZ1	0.216	0.0167	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated
RYBP	0.216	0.0168	RING1 and YY1 binding protein
SARS2	-0.216	0.0168	seryl-tRNA synthetase 2, mitochondrial
TIMM10	-0.216	0.0168	translocase of inner mitochondrial membrane 10
AFF2	0.296	0.0168	AF4/FMR2 family member 2
TRA2B	-0.216	0.0169	transformer 2 beta homolog
QDPR	-0.216	0.0169	quinoid dihydropteridine reductase
EMC3	0.216	0.0169	ER membrane protein complex subunit 3
DNAJC10	0.216	0.017	DnaJ heat shock protein family (Hsp40) member C10
CRACR2A	0.223	0.017	calcium release activated channel regulator 2A
ATP6V1C2	0.231	0.0171	ATPase H+ transporting V1 subunit C2
ASCC1	0.215	0.0172	activating signal cointegrator 1 complex subunit 1
AP1G1	0.215	0.0172	adaptor related protein complex 1 subunit gamma 1
UROD	-0.215	0.0172	uroporphyrinogen decarboxylase
DYNC1LI1	-0.215	0.0173	dynein cytoplasmic 1 light intermediate chain 1
CDK7	0.215	0.0173	cyclin dependent kinase 7
SFXN2	-0.215	0.0173	sideroflexin 2
DNAJB11	0.215	0.0174	DnaJ heat shock protein family (Hsp40) member B11
IMPA1	-0.215	0.0174	inositol monophosphatase 1
N4BP3	0.215	0.0175	NEDD4 binding protein 3
MACC1	0.215	0.0175	MET transcriptional regulator MACC1
DBT	-0.215	0.0175	dihydrolipoamide branched chain transacylase E2
SYMPK	0.215	0.0176	symplekin scaffold protein
SCO1	-0.214	0.0177	synthesis of cytochrome C oxidase 1
BAP1	-0.214	0.0177	BRCA1 associated protein 1
C1QBP	-0.214	0.0178	complement C1q binding protein
PRPS1	-0.214	0.0178	phosphoribosyl pyrophosphate synthetase 1
ICMT	0.249	0.0179	isoprenylcysteine carboxyl methyltransferase
DCAF16	-0.24	0.0179	DDB1 and CUL4 associated factor 16
PTOV1	-0.229	0.0179	PTOV1 extended AT-hook containing adaptor protein
TMEM55B	0.214	0.0179	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1
SEC22B	0.214	0.018	SEC22 homolog B, vesicle trafficking protein
CHMP7	0.214	0.018	charged multivesicular body protein 7
FAF2	0.214	0.0181	Fas associated factor family member 2
DIP2C	0.214	0.0181	disco interacting protein 2 homolog C
OAS2	0.213	0.0182	2'-5'-oligoadenylate synthetase 2
GNA11	0.213	0.0182	G protein subunit alpha 11
THUMPD1	-0.213	0.0183	THUMP domain containing 1
ENO2	-0.213	0.0183	enolase 2
SEC23B	0.213	0.0183	SEC23 homolog B, COPII coat complex component
FBXO45	0.213	0.0184	F-box protein 45
ATG16L1	0.213	0.0184	autophagy related 16 like 1
RPAIN	-0.22	0.0185	RPA interacting protein
OXLD1	-0.213	0.0186	oxidoreductase like domain containing 1
GSTM2	-0.213	0.0186	glutathione S-transferase mu 2
CFAP58	0.245	0.0186	cilia and flagella associated protein 58
KLK5	-0.269	0.0187	kallikrein related peptidase 5
CLK2	0.243	0.0187	CDC like kinase 2
MDK	0.213	0.0188	midkine
DHX33	-0.212	0.0188	DEAH-box helicase 33
TSSC4	-0.212	0.0189	tumor suppressing subtransferable candidate 4
PFAS	-0.212	0.0189	phosphoribosylformylglycinamidine synthase
F5	0.212	0.0191	coagulation factor V
RFXAP	-0.219	0.0192	regulatory factor X associated protein
