Gene	p avg	Name
HMGN4	0.0515	high mobility group nucleosomal binding domain 4
LARP1	0.05159999999999999	La ribonucleoprotein 1, translational regulator
FGL2	0.0516	fibrinogen like 2
ARV1	0.051655	ARV1 homolog, fatty acid homeostasis modulator
OSBP	0.05185	oxysterol binding protein
ADCK1	0.05195	aarF domain containing kinase 1
DHRS4	0.052	dehydrogenase/reductase 4
PHKA1	0.05205	phosphorylase kinase regulatory subunit alpha 1
TTC38	0.052149999999999995	tetratricopeptide repeat domain 38
AHCYL1	0.05217	adenosylhomocysteinase like 1
RRAGC	0.052199999999999996	Ras related GTP binding C
TMEM165	0.0522	transmembrane protein 165
MID2	0.05225	midline 2
PITPNM1	0.0523	phosphatidylinositol transfer protein membrane associated 1
SNIP1	0.052435	Smad nuclear interacting protein 1
EMC3	0.05245	ER membrane protein complex subunit 3
CSTA	0.05245	cystatin A
BAZ1A	0.0525	bromodomain adjacent to zinc finger domain 1A
CCDC58	0.052523049999999995	mitochondrial matrix import factor 23
ZNF22	0.0526	zinc finger protein 22
IRF2BP1	0.0527	interferon regulatory factor 2 binding protein 1
YEATS4	0.052754999999999996	YEATS domain containing 4
LANCL1	0.052849999999999994	LanC like 1
USP48	0.0529	ubiquitin specific peptidase 48
CDKN2A	0.052950000000000004	cyclin dependent kinase inhibitor 2A
RPL22L1	0.052950000000000004	ribosomal protein L22 like 1
CPNE1	0.052995	copine 1
ATP2C2	0.0530124	ATPase secretory pathway Ca2+ transporting 2
PRR14L	0.05305	proline rich 14 like
HYOU1	0.0532	hypoxia up-regulated 1
IL6ST	0.05327	interleukin 6 cytokine family signal transducer
DIP2C	0.053500000000000006	disco interacting protein 2 homolog C
KNOP1	0.053500000000000006	lysine rich nucleolar protein 1
REST	0.053625	RE1 silencing transcription factor
ATG16L1	0.05375	autophagy related 16 like 1
RGS3	0.0538	regulator of G protein signaling 3
OCRL	0.0538	OCRL inositol polyphosphate-5-phosphatase
RFX3	0.053849999999999995	regulatory factor X3
DNAJC13	0.05387	DnaJ heat shock protein family (Hsp40) member C13
RPS6KB1	0.05389	ribosomal protein S6 kinase B1
PPFIBP2	0.0539	PPFIA binding protein 2
CDK5RAP2	0.053985	CDK5 regulatory subunit associated protein 2
PFDN6	0.05399999999999999	prefoldin subunit 6
CSNK2A1	0.054	casein kinase 2 alpha 1
CLSTN3	0.05406	calsyntenin 3
DHRS7	0.054099999999999995	dehydrogenase/reductase 7
GTF2IRD1	0.0541	GTF2I repeat domain containing 1
SETD7	0.0542	SET domain containing 7, histone lysine methyltransferase
ATXN10	0.05435	ataxin 10
ZKSCAN5	0.054400000000000004	zinc finger with KRAB and SCAN domains 5
HSPBAP1	0.05443	HSPB1 associated protein 1
IDE	0.05445	insulin degrading enzyme
CERS2	0.05450000000000001	ceramide synthase 2
POLRMT	0.05450000000000001	RNA polymerase mitochondrial
EIF4G1	0.05455	eukaryotic translation initiation factor 4 gamma 1
TIMM9	0.0547	translocase of inner mitochondrial membrane 9
PSPC1	0.05475	paraspeckle component 1
TCEA2	0.054849999999999996	transcription elongation factor A2
GRB2	0.054939999999999996	growth factor receptor bound protein 2
FUBP3	0.05495	far upstream element binding protein 3
SNRNP27	0.055138	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
ZNF195	0.055349999999999996	zinc finger protein 195
HSP90AB1	0.055349999999999996	heat shock protein 90 alpha family class B member 1
NTN1	0.05545	netrin 1
ING5	0.05545	inhibitor of growth family member 5
BCKDHB	0.05545	branched chain keto acid dehydrogenase E1 subunit beta
EIF1AD	0.0555	eukaryotic translation initiation factor 1A domain containing
NCOA1	0.055575	nuclear receptor coactivator 1
SAFB	0.0556	scaffold attachment factor B
THADA	0.055776	THADA armadillo repeat containing
TMA16	0.055795	translation machinery associated 16 homolog
PRPF39	0.0558	pre-mRNA processing factor 39
MYH14	0.056	myosin heavy chain 14
NFIC	0.05605	nuclear factor I C
IPO7	0.0564	importin 7
ARHGEF35	0.05645	Rho guanine nucleotide exchange factor 35
OSBPL1A	0.0565	oxysterol binding protein like 1A
DAAM1	0.0565	dishevelled associated activator of morphogenesis 1
NOMO2	0.056549999999999996	NODAL modulator 2
SREBF1	0.05655	sterol regulatory element binding transcription factor 1
COQ3	0.05655	coenzyme Q3, methyltransferase
TNIK	0.0565545	TRAF2 and NCK interacting kinase
TRIM3	0.0566	tripartite motif containing 3
FMR1	0.0567	fragile X messenger ribonucleoprotein 1
OPTN	0.0569035	optineurin
VPS18	0.057205	VPS18 core subunit of CORVET and HOPS complexes
SCML2	0.057249999999999995	Scm polycomb group protein like 2
FECH	0.057350000000000005	ferrochelatase
NMNAT3	0.057499999999999996	nicotinamide nucleotide adenylyltransferase 3
RAB34	0.05755	RAB34, member RAS oncogene family
SETD1A	0.057550000000000004	SET domain containing 1A, histone lysine methyltransferase
LMAN2L	0.0577	lectin, mannose binding 2 like
FAM83F	0.0577	family with sequence similarity 83 member F
ASB13	0.0579	ankyrin repeat and SOCS box containing 13
CAPS	0.05795	calcyphosine
SPOP	0.05799	speckle type BTB/POZ protein
DDAH1	0.05805	dimethylarginine dimethylaminohydrolase 1
PLIN5	0.058050000000000004	perilipin 5
UHRF1BP1L	0.058140000000000004	UHRF1 binding protein 1 like
SPDEF	0.058199999999999995	SAM pointed domain containing ETS transcription factor
ALKBH8	0.058249999999999996	alkB homolog 8, tRNA methyltransferase
DESI1	0.05826	desumoylating isopeptidase 1
GPRC5C	0.05835	G protein-coupled receptor class C group 5 member C
PMS2	0.058515	PMS1 homolog 2, mismatch repair system component
HES1	0.058550000000000005	hes family bHLH transcription factor 1
CREB1	0.058699999999999995	cAMP responsive element binding protein 1
KHSRP	0.05875	KH-type splicing regulatory protein
FBXW11	0.05885	F-box and WD repeat domain containing 11
ADCK5	0.05896	aarF domain containing kinase 5
UBE2Z	0.059005699999999994	ubiquitin conjugating enzyme E2 Z
UNC119B	0.059050000000000005	unc-119 lipid binding chaperone B
WASF2	0.0591	WASP family member 2
TMEM230	0.05915	transmembrane protein 230
DTWD2	0.05925	DTW domain containing 2
RETSAT	0.05945	retinol saturase
ARRB2	0.0595	arrestin beta 2
PARD6B	0.05950254	par-6 family cell polarity regulator beta
RFXAP	0.0596	regulatory factor X associated protein
LIMCH1	0.0596	LIM and calponin homology domains 1
ENAH	0.0596	ENAH actin regulator
CDK7	0.059649999999999995	cyclin dependent kinase 7
TBC1D22B	0.05965	TBC1 domain family member 22B
TTC37	0.059699999999999996	tetratricopeptide repeat domain 37
WDTC1	0.059750000000000004	WD and tetratricopeptide repeats 1
UBXN6	0.05985	UBX domain protein 6
STYX	0.059899999999999995	serine/threonine/tyrosine interacting protein
RABGAP1L	0.059989999999999995	RAB GTPase activating protein 1 like
BCLAF1	0.06	BCL2 associated transcription factor 1
URGCP	0.060000000000000005	upregulator of cell proliferation
MROH1	0.060149999999999995	maestro heat like repeat family member 1
PGAM1	0.060200000000000004	phosphoglycerate mutase 1
ARL5B	0.06025	ADP ribosylation factor like GTPase 5B
PFN2	0.0603	profilin 2
FOXP4	0.06045	forkhead box P4
FAM110A	0.06045	family with sequence similarity 110 member A
GGCT	0.060501615	gamma-glutamylcyclotransferase
PHLDA2	0.06052505	pleckstrin homology like domain family A member 2
SERPINE2	0.06054999999999999	serpin family E member 2
SLC2A10	0.060649999999999996	solute carrier family 2 member 10
NCALD	0.061149999999999996	neurocalcin delta
SLC9A8	0.06125	solute carrier family 9 member A8
LRP5	0.06135	LDL receptor related protein 5
CUX1	0.061413499999999996	cut like homeobox 1
SEMA4D	0.06145	semaphorin 4D
PFKL	0.0616	phosphofructokinase, liver type
TANK	0.061649999999999996	TRAF family member associated NFKB activator
MRPL28	0.061649999999999996	mitochondrial ribosomal protein L28
LIMK2	0.061689999999999995	LIM domain kinase 2
RAD17	0.0617	RAD17 checkpoint clamp loader component
METTL2B	0.06175	methyltransferase 2B, methylcytidine
ARL6IP6	0.0618	ADP ribosylation factor like GTPase 6 interacting protein 6
AP4E1	0.061865	adaptor related protein complex 4 subunit epsilon 1
SLC25A3	0.062	solute carrier family 25 member 3
TCEB3	0.0621	elongin A
FABP3	0.06218	fatty acid binding protein 3
EXOG	0.06235	exo/endonuclease G
SEC24C	0.06255	SEC24 homolog C, COPII coat complex component
EFHD1	0.06275	EF-hand domain family member D1
CNTROB	0.06275	centrobin, centriole duplication and spindle assembly protein
RILPL2	0.06275	Rab interacting lysosomal protein like 2
SEC14L1	0.062775	SEC14 like lipid binding 1
NFATC1	0.06285	nuclear factor of activated T cells 1
RAB4A	0.062985	RAB4A, member RAS oncogene family
CMTM6	0.062985	CKLF like MARVEL transmembrane domain containing 6
ARHGEF5	0.063	Rho guanine nucleotide exchange factor 5
CDR2	0.063	cerebellar degeneration related protein 2
PEX3	0.063	peroxisomal biogenesis factor 3
PARD6G	0.06330000000000001	par-6 family cell polarity regulator gamma
GALK2	0.0633095	galactokinase 2
INTS8	0.063315	integrator complex subunit 8
TOR1B	0.0634	torsin family 1 member B
GNA11	0.0636	G protein subunit alpha 11
NUDT4	0.0636	nudix hydrolase 4
YWHAQ	0.06365	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
C5orf22	0.06367	chromosome 5 open reading frame 22
ZNF428	0.06375	zinc finger protein 428
STK25	0.06375	serine/threonine kinase 25
PAPSS1	0.0638	3'-phosphoadenosine 5'-phosphosulfate synthase 1
ZFAND5	0.0638	zinc finger AN1-type containing 5
GREB1	0.0639	growth regulating estrogen receptor binding 1
RPL5	0.06395	ribosomal protein L5
EPHX1	0.064	epoxide hydrolase 1
NTHL1	0.064079	nth like DNA glycosylase 1
PKNOX2	0.06415	PBX/knotted 1 homeobox 2
TBC1D1	0.06445	TBC1 domain family member 1
PTPN3	0.06459999999999999	protein tyrosine phosphatase non-receptor type 3
CENPV	0.0646	centromere protein V
SSU72	0.06465	SSU72 homolog, RNA polymerase II CTD phosphatase
CEP162	0.06475	centrosomal protein 162
RPS27L	0.06475	ribosomal protein S27 like
ZBTB38	0.065	zinc finger and BTB domain containing 38
MICALL2	0.06520000000000001	MICAL like 2
SPTBN1	0.06521	spectrin beta, non-erythrocytic 1
C2CD5	0.06559999999999999	C2 calcium dependent domain containing 5
PRRC2B	0.06565	proline rich coiled-coil 2B
CSNK1E	0.06565850000000001	casein kinase 1 epsilon
RABEP1	0.06575	rabaptin, RAB GTPase binding effector protein 1
MUC1	0.06584999999999999	mucin 1, cell surface associated
ENPP1	0.0659	ectonucleotide pyrophosphatase/phosphodiesterase 1
GIMAP2	0.0659	GTPase, IMAP family member 2
SLC5A6	0.065975	solute carrier family 5 member 6
CC2D2A	0.066	coiled-coil and C2 domain containing 2A
AVEN	0.06605	apoptosis and caspase activation inhibitor
PRADC1	0.06609999999999999	protease associated domain containing 1
NFYA	0.066125	nuclear transcription factor Y subunit alpha
RRAGB	0.0662	Ras related GTP binding B
SLAIN1	0.06625	SLAIN motif family member 1
LMBRD1	0.06643	LMBR1 domain containing 1
OGFRL1	0.06645	opioid growth factor receptor like 1
FTSJ1	0.06657	FtsJ RNA 2'-O-methyltransferase 1
DPH7	0.06659999999999999	diphthamide biosynthesis 7
GTF3C3	0.0666	general transcription factor IIIC subunit 3
VAPA	0.06665	VAMP associated protein A
LSM8	0.0667	LSM8 homolog, U6 small nuclear RNA associated
DNAJB2	0.0669	DnaJ heat shock protein family (Hsp40) member B2
RBM3	0.06695	RNA binding motif protein 3
CPN1	0.06705	carboxypeptidase N subunit 1
PARK7	0.067055	Parkinsonism associated deglycase
C19orf70	0.0672	mitochondrial contact site and cristae organizing system subunit 13
TPI1	0.06725	triosephosphate isomerase 1
UBAC2	0.06725	UBA domain containing 2
COL24A1	0.0673	collagen type XXIV alpha 1 chain
USP36	0.06735000000000001	ubiquitin specific peptidase 36
CCDC94	0.06739	YJU2 splicing factor homolog
USP13	0.06745000000000001	ubiquitin specific peptidase 13
QPCT	0.06755	glutaminyl-peptide cyclotransferase
TBC1D10A	0.06755	TBC1 domain family member 10A
CNOT7	0.0676	CCR4-NOT transcription complex subunit 7
PHACTR2	0.0676	phosphatase and actin regulator 2
CYBA	0.0677	cytochrome b-245 alpha chain
EIF2B5	0.06775	eukaryotic translation initiation factor 2B subunit epsilon
HEATR6	0.06775	HEAT repeat containing 6
GGA3	0.06776	golgi associated, gamma adaptin ear containing, ARF binding protein 3
STIM1	0.0678	stromal interaction molecule 1
TAF5	0.06785	TATA-box binding protein associated factor 5
SH2D3C	0.06789999999999999	SH2 domain containing 3C
PIK3C3	0.0679	phosphatidylinositol 3-kinase catalytic subunit type 3
DIMT1	0.06795	DIM1 rRNA methyltransferase and ribosome maturation factor
DGKD	0.0679515	diacylglycerol kinase delta
B4GALT3	0.06796	beta-1,4-galactosyltransferase 3
ETV3	0.068145	ETS variant transcription factor 3
TRPC1	0.06815	transient receptor potential cation channel subfamily C member 1
PPP1R14A	0.06815	protein phosphatase 1 regulatory inhibitor subunit 14A
CLPTM1L	0.068195	CLPTM1 like
RPL19	0.06835050000000001	ribosomal protein L19
ZMYM6	0.0684	zinc finger MYM-type containing 6
PGRMC2	0.0684	progesterone receptor membrane component 2
PARG	0.0684	poly(ADP-ribose) glycohydrolase
GPX8	0.06845	glutathione peroxidase 8 (putative)
USP25	0.06848	ubiquitin specific peptidase 25
SCFD2	0.0685	sec1 family domain containing 2
FAM160B1	0.06855	FHF complex subunit HOOK interacting protein 2A
S100A2	0.06855	S100 calcium binding protein A2
BOLA3	0.0686	bolA family member 3
GXYLT1	0.06869	glucoside xylosyltransferase 1
BAIAP2	0.06875	BAR/IMD domain containing adaptor protein 2
GLT8D2	0.06875	glycosyltransferase 8 domain containing 2
FN3KRP	0.06876	fructosamine 3 kinase related protein
AP4S1	0.0688	adaptor related protein complex 4 subunit sigma 1
SYF2	0.06885	SYF2 pre-mRNA splicing factor
TSHZ3	0.068855	teashirt zinc finger homeobox 3
ZNF804A	0.068895	zinc finger protein 804A
RASIP1	0.06899999999999999	Ras interacting protein 1
PPP1R14B	0.069	protein phosphatase 1 regulatory inhibitor subunit 14B
CD276	0.06905	CD276 molecule
ALCAM	0.0691645	activated leukocyte cell adhesion molecule
RNF11	0.06924999999999999	ring finger protein 11
GOLM1	0.0693	golgi membrane protein 1
SEC22A	0.0693	SEC22 homolog A, vesicle trafficking protein
CLK2	0.06935	CDC like kinase 2
RBBP8NL	0.06935	RBBP8 N-terminal like
BTBD1	0.06945	BTB domain containing 1
PICK1	0.06964999999999999	protein interacting with PRKCA 1
VEZF1	0.06965	vascular endothelial zinc finger 1
TEX2	0.06978000000000001	testis expressed 2
GCSH	0.06982500000000001	glycine cleavage system protein H
ABHD10	0.06985	abhydrolase domain containing 10, depalmitoylase
RSBN1L	0.06985	round spermatid basic protein 1 like
TNRC18	0.07005	trinucleotide repeat containing 18
RHBDD3	0.07005	rhomboid domain containing 3
DHFR	0.07005	dihydrofolate reductase
UBR2	0.07009	ubiquitin protein ligase E3 component n-recognin 2
CAPN7	0.07025	calpain 7
SUN2	0.07039999999999999	Sad1 and UNC84 domain containing 2
MAP3K5	0.0704	mitogen-activated protein kinase kinase kinase 5
POF1B	0.070572	POF1B actin binding protein
SOX10	0.0706	SRY-box transcription factor 10
CYP20A1	0.0706	cytochrome P450 family 20 subfamily A member 1
PPIL2	0.0708	peptidylprolyl isomerase like 2
EEF1G	0.070915	eukaryotic translation elongation factor 1 gamma
MAP2K6	0.07095	mitogen-activated protein kinase kinase 6
IFNGR1	0.07100000000000001	interferon gamma receptor 1
GUF1	0.07100000000000001	GTP binding elongation factor GUF1
KAT5	0.07105	lysine acetyltransferase 5
GOLGA4	0.0711	golgin A4
ATG5	0.07125	autophagy related 5
CKM	0.07125	creatine kinase, M-type
SFSWAP	0.0713	splicing factor SWAP
PCGF5	0.07135	polycomb group ring finger 5
HEXIM1	0.07145	HEXIM P-TEFb complex subunit 1
RAB11FIP1	0.07145	RAB11 family interacting protein 1
ZRANB2	0.0715	zinc finger RANBP2-type containing 2
DHRS7B	0.0715425	dehydrogenase/reductase 7B
GIGYF1	0.07164499999999999	GRB10 interacting GYF protein 1
DYNC1H1	0.07164999999999999	dynein cytoplasmic 1 heavy chain 1
PLEKHG4	0.07164999999999999	pleckstrin homology and RhoGEF domain containing G4
SPRED1	0.0717	sprouty related EVH1 domain containing 1
ARHGAP1	0.0717	Rho GTPase activating protein 1
NRBP1	0.0717	nuclear receptor binding protein 1
PFDN1	0.07175000000000001	prefoldin subunit 1
ERBB3	0.0718	erb-b2 receptor tyrosine kinase 3
GATSL2	0.07195	cytosolic arginine sensor for mTORC1 subunit 2
SMARCA5	0.07200000000000001	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
MARCHF1	0.07201999999999999	membrane associated ring-CH-type finger 1
TPD52L2	0.07205	TPD52 like 2
SULT2B1	0.0721	sulfotransferase family 2B member 1
FAF1	0.0721	Fas associated factor 1
HRAS	0.0722	HRas proto-oncogene, GTPase
RAB5B	0.07225500000000001	RAB5B, member RAS oncogene family
RB1CC1	0.0723	RB1 inducible coiled-coil 1
COL4A5	0.0723	collagen type IV alpha 5 chain
C5orf45	0.07235	MRN complex interacting protein
FBXW2	0.07235	F-box and WD repeat domain containing 2
TAX1BP1	0.07239999999999999	Tax1 binding protein 1
NNT	0.0724	nicotinamide nucleotide transhydrogenase
SSB	0.07245	small RNA binding exonuclease protection factor La
FAM168B	0.0724565	family with sequence similarity 168 member B
SRPRB	0.07252499999999999	SRP receptor subunit beta
MICAL3	0.07255	microtubule associated monooxygenase, calponin and LIM domain containing 3
ZC3H6	0.07264999999999999	zinc finger CCCH-type containing 6
ZNF358	0.0727	zinc finger protein 358
DDR1	0.0728	discoidin domain receptor tyrosine kinase 1
NUDT8	0.072925	nudix hydrolase 8
ATAD3B	0.073	ATPase family AAA domain containing 3B
RAB11FIP3	0.07305	RAB11 family interacting protein 3
ECI2	0.073055	enoyl-CoA delta isomerase 2
TRIP4	0.073095	thyroid hormone receptor interactor 4
TMEM9B	0.0731	TMEM9 domain family member B
ARMC2	0.07325	armadillo repeat containing 2
NRDC	0.07325000000000001	nardilysin convertase
ICA1L	0.0733	islet cell autoantigen 1 like
CDK11A	0.07335	cyclin dependent kinase 11A
EMB	0.0734	embigin
PLEKHF2	0.07350000000000001	pleckstrin homology and FYVE domain containing 2
RC3H2	0.07350000000000001	ring finger and CCCH-type domains 2
GLRX5	0.07350000000000001	glutaredoxin 5
PWP1	0.07355	PWP1 homolog, endonuclein
PPM1F	0.0736	protein phosphatase, Mg2+/Mn2+ dependent 1F
AUP1	0.0736165	AUP1 lipid droplet regulating VLDL assembly factor
EZR	0.07365	ezrin
RABL6	0.07365	RAB, member RAS oncogene family like 6
COG7	0.07365	component of oligomeric golgi complex 7
SNUPN	0.0737	snurportin 1
ACO2	0.07375000000000001	aconitase 2
B3GNT2	0.07385000000000001	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
SPTAN1	0.073855	spectrin alpha, non-erythrocytic 1
WASL	0.07395	WASP like actin nucleation promoting factor
GTF3C4	0.07400000000000001	general transcription factor IIIC subunit 4
RARG	0.07413	retinoic acid receptor gamma
STAU1	0.07415	staufen double-stranded RNA binding protein 1
APOD	0.07417	apolipoprotein D
IMPA2	0.0742	inositol monophosphatase 2
CPSF1	0.07425	cleavage and polyadenylation specific factor 1
CDKN1B	0.07435	cyclin dependent kinase inhibitor 1B
DYNC1I2	0.0744	dynein cytoplasmic 1 intermediate chain 2
RPL23A	0.07445	ribosomal protein L23a
SPATA20	0.07450150999999999	spermatogenesis associated 20
BTBD2	0.07455	BTB domain containing 2
FZD6	0.07455	frizzled class receptor 6
MET	0.0746	MET proto-oncogene, receptor tyrosine kinase
RAB11FIP2	0.0746	RAB11 family interacting protein 2
CHN1	0.07464	chimerin 1
LMNB1	0.07474499999999999	lamin B1
USP32	0.07475000000000001	ubiquitin specific peptidase 32
RIPK3	0.0748	receptor interacting serine/threonine kinase 3
NIF3L1	0.075	NGG1 interacting factor 3 like 1
SYT17	0.0752	synaptotagmin 17
SGPL1	0.075213	sphingosine-1-phosphate lyase 1
EIF2AK1	0.07522999999999999	eukaryotic translation initiation factor 2 alpha kinase 1
RMND1	0.07525	required for meiotic nuclear division 1 homolog
ELAVL1	0.07525	ELAV like RNA binding protein 1
GOLGB1	0.0753	golgin B1
RERG	0.075345	RAS like estrogen regulated growth inhibitor
DVL2	0.07544999999999999	dishevelled segment polarity protein 2
ZC3HAV1	0.07547	zinc finger CCCH-type containing, antiviral 1
ATP5S	0.0756	distal membrane arm assembly component 2 like
FASTKD5	0.07575000000000001	FAST kinase domains 5
ARF4	0.07595	ADP ribosylation factor 4
GRAMD1A	0.076	GRAM domain containing 1A
TTC31	0.0761	tetratricopeptide repeat domain 31
ZMYM2	0.07625	zinc finger MYM-type containing 2
MCU	0.0763	mitochondrial calcium uniporter
TYW3	0.07644999999999999	tRNA-yW synthesizing protein 3 homolog
SMARCAD1	0.07655	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
DOK1	0.07655	docking protein 1
KIAA1161	0.0766	myogenesis regulating glycosidase (putative)
ATP6V0A2	0.07665	ATPase H+ transporting V0 subunit a2
EIF5A	0.0766845	eukaryotic translation initiation factor 5A
TNIP2	0.07676999999999999	TNFAIP3 interacting protein 2
PPIC	0.07705000000000001	peptidylprolyl isomerase C
RBBP8	0.07719	RB binding protein 8, endonuclease
ING4	0.07719999999999999	inhibitor of growth family member 4
C1orf226	0.07721	chromosome 1 open reading frame 226
DBT	0.07725000000000001	dihydrolipoamide branched chain transacylase E2
RNMT	0.07735	RNA guanine-7 methyltransferase
PFN1	0.07735	profilin 1
ITGA9	0.07745	integrin subunit alpha 9
PPP4R2	0.07755	protein phosphatase 4 regulatory subunit 2
PIGQ	0.0776	phosphatidylinositol glycan anchor biosynthesis class Q
RPL10A	0.07775	ribosomal protein L10a
RABEPK	0.07775499999999999	Rab9 effector protein with kelch motifs
AP2M1	0.07782	adaptor related protein complex 2 subunit mu 1
ERCC5	0.0779	ERCC excision repair 5, endonuclease
TNFAIP3	0.07794999999999999	TNF alpha induced protein 3
MVK	0.077985	mevalonate kinase
MARK2	0.0780085	microtubule affinity regulating kinase 2
TBC1D2	0.07802485	TBC1 domain family member 2
ZNF521	0.07805000000000001	zinc finger protein 521
ELF3	0.0781	E74 like ETS transcription factor 3
VPS45	0.07835	vacuolar protein sorting 45 homolog
RPL14	0.0784	ribosomal protein L14
WDR76	0.07845	WD repeat domain 76
ZSCAN29	0.07846	zinc finger and SCAN domain containing 29
DIP2A	0.078558	disco interacting protein 2 homolog A
LENG8	0.0786	leukocyte receptor cluster member 8
ESD	0.07861	esterase D
ATG9A	0.07875	autophagy related 9A
WDR91	0.0788	WD repeat domain 91
GMPR	0.07880000000000001	guanosine monophosphate reductase
PNPO	0.0788915	pyridoxamine 5'-phosphate oxidase
TOR3A	0.07894999999999999	torsin family 3 member A
TMEM63A	0.079028	transmembrane protein 63A
THY1	0.07905	Thy-1 cell surface antigen
SCGB2A2	0.07908	secretoglobin family 2A member 2
LNPK	0.07909	lunapark, ER junction formation factor
PKM	0.0791	pyruvate kinase M1/2
MPHOSPH9	0.07915	M-phase phosphoprotein 9
MON2	0.07919999999999999	MON2 homolog, regulator of endosome-to-Golgi trafficking
MRPL45	0.0793	mitochondrial ribosomal protein L45
SERPINB5	0.07935	serpin family B member 5
SOCS6	0.0794	suppressor of cytokine signaling 6
TELO2	0.0795	telomere maintenance 2
CDK13	0.07952995	cyclin dependent kinase 13
ABLIM1	0.0796	actin binding LIM protein 1
TTC30A	0.0797	tetratricopeptide repeat domain 30A
GOLIM4	0.07975	golgi integral membrane protein 4
TNFSF12-TNFSF13	0.079795	TNFSF12-TNFSF13 readthrough
PTPRS	0.0798	protein tyrosine phosphatase receptor type S
GCDH	0.07984999999999999	glutaryl-CoA dehydrogenase
GNG7	0.08	G protein subunit gamma 7
LIMA1	0.08009999999999999	LIM domain and actin binding 1
SRP54	0.0802	signal recognition particle 54
SIRT1	0.08030000000000001	sirtuin 1
KYNU	0.08032500000000001	kynureninase
ACTN4	0.08035	actinin alpha 4
CLIP2	0.0804	CAP-Gly domain containing linker protein 2
KARS	0.0804	lysyl-tRNA synthetase 1
PNPLA6	0.0805	patatin like phospholipase domain containing 6
FBXO30	0.08065	F-box protein 30
TRA2A	0.0807	transformer 2 alpha homolog
GORASP2	0.0807	golgi reassembly stacking protein 2
FCGR3A	0.08075	Fc gamma receptor IIIa
RNASE3	0.080805	ribonuclease A family member 3
LNX2	0.0809	ligand of numb-protein X 2
GID8	0.080905	GID complex subunit 8 homolog
PIGH	0.08095	phosphatidylinositol glycan anchor biosynthesis class H
PTPN12	0.081	protein tyrosine phosphatase non-receptor type 12
FBXO11	0.0811	F-box protein 11
EFS	0.0811	embryonal Fyn-associated substrate
ARL8B	0.08115	ADP ribosylation factor like GTPase 8B
KBTBD6	0.08125	kelch repeat and BTB domain containing 6
RTF1	0.08135	RTF1 homolog, Paf1/RNA polymerase II complex component
HNRNPA3	0.0814	heterogeneous nuclear ribonucleoprotein A3
PRRC1	0.0814	proline rich coiled-coil 1
TRIM5	0.08149999999999999	tripartite motif containing 5
ANTXR2	0.08149999999999999	ANTXR cell adhesion molecule 2
BRAT1	0.08165	BRCA1 associated ATM activator 1
CEP85	0.0817	centrosomal protein 85
BAZ1B	0.08191	bromodomain adjacent to zinc finger domain 1B
TTI2	0.081915	TELO2 interacting protein 2
LAMA5	0.08195	laminin subunit alpha 5
GNL3L	0.08195000000000001	G protein nucleolar 3 like
LGALS9	0.08202065	galectin 9
UBA52	0.0821	ubiquitin A-52 residue ribosomal protein fusion product 1
ECHDC1	0.08215	ethylmalonyl-CoA decarboxylase 1
HAPLN1	0.0822	hyaluronan and proteoglycan link protein 1
MAP2K2	0.0824	mitogen-activated protein kinase kinase 2
PDSS2	0.0824455	decaprenyl diphosphate synthase subunit 2
TFAP4	0.08246	transcription factor AP-4
CDKN2AIPNL	0.08249999999999999	CDKN2A interacting protein N-terminal like
MIER3	0.082525	MIER family member 3
KLHL36	0.08255	kelch like family member 36
PLCH2	0.0826	phospholipase C eta 2
TBCE	0.08274999999999999	tubulin folding cofactor E
ABCG1	0.082785	ATP binding cassette subfamily G member 1
HIRIP3	0.08285000000000001	HIRA interacting protein 3
ZKSCAN1	0.08299999999999999	zinc finger with KRAB and SCAN domains 1
ARID4A	0.083	AT-rich interaction domain 4A
LENG9	0.08305	leukocyte receptor cluster member 9
KPNA1	0.08317000000000001	karyopherin subunit alpha 1
NRBP2	0.0832	nuclear receptor binding protein 2
SEC61A1	0.08325	SEC61 translocon subunit alpha 1
RAB10	0.08325550000000001	RAB10, member RAS oncogene family
RDH11	0.0833	retinol dehydrogenase 11
LONP1	0.08335000000000001	lon peptidase 1, mitochondrial
IGF1R	0.0834	insulin like growth factor 1 receptor
UEVLD	0.0834	UEV and lactate/malate dehyrogenase domains
MMGT1	0.0834	membrane magnesium transporter 1
AK3	0.08355000000000001	adenylate kinase 3
SDHB	0.08365	succinate dehydrogenase complex iron sulfur subunit B
LRRC41	0.08375350000000001	leucine rich repeat containing 41
FAM133A	0.08385000000000001	family with sequence similarity 133 member A
COPE	0.08388100000000001	COPI coat complex subunit epsilon
RINT1	0.0839	RAD50 interactor 1
CDCA8	0.08395	cell division cycle associated 8
FANCG	0.08405	FA complementation group G
TIMM8B	0.08405	translocase of inner mitochondrial membrane 8 homolog B
TRMT13	0.08405000000000001	tRNA methyltransferase 13 homolog
CHPF2	0.08415	chondroitin polymerizing factor 2
NR2F1	0.08415	nuclear receptor subfamily 2 group F member 1
COG3	0.0842	component of oligomeric golgi complex 3
