Gene	r	p	Name
TANC2	0.394	0.000387	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
NNT	-0.394	0.000388	nicotinamide nucleotide transhydrogenase
MFSD9	0.394	0.00039	major facilitator superfamily domain containing 9
SRMS	0.394	0.00039	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
CMTM4	0.394	0.000394	CKLF like MARVEL transmembrane domain containing 4
ENO3	-0.394	0.000395	enolase 3
FLJ39609	0.394	0.000396	
TSPAN13	0.394	0.000399	tetraspanin 13
SLC26A9	-0.393	0.000403	solute carrier family 26 member 9
RIN2	0.393	0.000406	Ras and Rab interactor 2
TGFB3	0.393	0.000406	transforming growth factor beta 3
ZNF254	0.393	0.000407	zinc finger protein 254
DCST1	0.393	0.000409	DC-STAMP domain containing 1
HYI	-0.393	0.000413	hydroxypyruvate isomerase (putative)
WBP2	-0.393	0.000413	WW domain binding protein 2
ATP7A	0.392	0.000415	ATPase copper transporting alpha
PCDH1	0.392	0.000417	protocadherin 1
TRIT1	-0.392	0.000418	tRNA isopentenyltransferase 1
EIF5	0.392	0.000421	eukaryotic translation initiation factor 5
CBLC	-0.391	0.000434	Cbl proto-oncogene C
GRAMD4	0.391	0.000434	GRAM domain containing 4
WIPF3	-0.391	0.000436	WAS/WASL interacting protein family member 3
NKD1	0.391	0.000437	NKD inhibitor of WNT signaling pathway 1
TMEM62	0.391	0.000442	transmembrane protein 62
C18orf8	-0.39	0.000447	regulator of MON1-CCZ1
C17orf56	-0.39	0.000451	TEPSIN adaptor related protein complex 4 accessory protein
ARHGEF1	-0.39	0.000456	Rho guanine nucleotide exchange factor 1
BMP4	0.39	0.000458	bone morphogenetic protein 4
SAT2	-0.39	0.000458	spermidine/spermine N1-acetyltransferase family member 2
SF3A2	-0.39	0.000459	splicing factor 3a subunit 2
GGTLC1	0.39	0.00046	gamma-glutamyltransferase light chain 1
FCN2	0.39	0.00046	ficolin 2
RHBDL3	0.39	0.000461	rhomboid like 3
NAGPA	-0.39	0.000461	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
DHCR24	0.39	0.000463	24-dehydrocholesterol reductase
SCOC	0.389	0.000467	short coiled-coil protein
PCIF1	-0.389	0.00047	phosphorylated CTD interacting factor 1
PLEKHB1	-0.389	0.000472	pleckstrin homology domain containing B1
DAZL	-0.389	0.000476	deleted in azoospermia like
SCGB2A1	0.389	0.00048	secretoglobin family 2A member 1
RNF139	0.388	0.000483	ring finger protein 139
BRPF3	0.388	0.000485	bromodomain and PHD finger containing 3
FAM22D	0.388	0.000488	NUT family member 2D
MUC21	0.388	0.000495	mucin 21, cell surface associated
CYB561	0.388	0.000495	cytochrome b561
ISX	0.388	0.000496	intestine specific homeobox
RPLP2	-0.388	0.000497	ribosomal protein lateral stalk subunit P2
KRT222	0.387	0.000498	keratin 222
MBOAT2	0.387	0.000499	membrane bound O-acyltransferase domain containing 2
RBM17	-0.387	0.000499	RNA binding motif protein 17
WDR8	-0.387	0.000499	WD repeat containing, antisense to TP73
UBA2	-0.387	0.000502	ubiquitin like modifier activating enzyme 2
A1CF	0.387	0.000506	APOBEC1 complementation factor
PRCD	-0.387	0.000508	photoreceptor disc component
ATL3	0.387	0.000509	atlastin GTPase 3
ALDH4A1	0.387	0.000512	aldehyde dehydrogenase 4 family member A1
CD97	-0.387	0.000516	adhesion G protein-coupled receptor E5
HDLBP	0.386	0.000518	high density lipoprotein binding protein
FRMD3	-0.386	0.000519	FERM domain containing 3
CCDC23	-0.386	0.000519	small vasohibin binding protein
DGKD	0.386	0.00052	diacylglycerol kinase delta
ADCY6	0.386	0.000523	adenylate cyclase 6
ARHGEF10L	-0.386	0.000525	Rho guanine nucleotide exchange factor 10 like
RCOR1	0.386	0.000526	REST corepressor 1
TMEM57	0.386	0.000527	macoilin 1
UGGT1	0.386	0.000534	UDP-glucose glycoprotein glucosyltransferase 1
DEM1	-0.386	0.000534	exonuclease 5
EPN3	0.385	0.000537	epsin 3
C15orf41	-0.385	0.000541	CDAN1 interacting nuclease 1
TMEM87A	0.385	0.000548	transmembrane protein 87A
INPP1	-0.385	0.00055	inositol polyphosphate-1-phosphatase
WDR20	0.385	0.000552	WD repeat domain 20
POU6F1	-0.385	0.000553	POU class 6 homeobox 1
DVL2	-0.385	0.000553	dishevelled segment polarity protein 2
RFNG	-0.385	0.000554	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ICAM2	-0.384	0.000556	intercellular adhesion molecule 2
MICAL1	-0.384	0.000557	microtubule associated monooxygenase, calponin and LIM domain containing 1
TTLL7	0.384	0.000559	tubulin tyrosine ligase like 7
PIK3R2	0.384	0.000559	phosphoinositide-3-kinase regulatory subunit 2
GTF2IRD1	0.384	0.000566	GTF2I repeat domain containing 1
LDLRAD1	0.384	0.000567	low density lipoprotein receptor class A domain containing 1
C1orf49	0.384	0.000569	testis expressed 35
GAB1	0.384	0.00057	GRB2 associated binding protein 1
KMO	0.384	0.000572	kynurenine 3-monooxygenase
TFCP2L1	-0.383	0.000577	transcription factor CP2 like 1
OR13A1	-0.383	0.00058	olfactory receptor family 13 subfamily A member 1
RAB28	-0.383	0.000583	RAB28, member RAS oncogene family
TOR1AIP2	0.383	0.000586	torsin 1A interacting protein 2
SARS	-0.383	0.000589	seryl-tRNA synthetase 1
IRF2	-0.383	0.000589	interferon regulatory factor 2
C9orf98	0.383	0.00059	adenylate kinase 8
PREPL	0.383	0.000591	prolyl endopeptidase like
IDE	0.383	0.000595	insulin degrading enzyme
ZNF766	0.382	0.000598	zinc finger protein 766
FN3K	-0.382	0.000601	fructosamine 3 kinase
RANBP9	0.382	0.000601	RAN binding protein 9
SOHLH1	0.382	0.000602	spermatogenesis and oogenesis specific basic helix-loop-helix 1
LOC646851	0.382	0.000604	
SCARNA2	-0.382	0.000605	small Cajal body-specific RNA 2
ANAPC4	-0.382	0.000606	anaphase promoting complex subunit 4
KDM2B	-0.382	0.00061	lysine demethylase 2B
EDARADD	0.381	0.00062	EDAR associated death domain
GLB1	0.381	0.000623	galactosidase beta 1
DENND3	-0.381	0.000625	DENN domain containing 3
DCAF15	-0.381	0.000625	DDB1 and CUL4 associated factor 15
DKFZp761E198	-0.381	0.000628	adaptor related protein complex 5 subunit beta 1
OC90	0.381	0.000631	otoconin 90
C4A	0.381	0.000632	complement C4A (Rodgers blood group)
C9orf169	0.381	0.000632	cysteine rich tail 1
CAMK2N1	0.381	0.000638	calcium/calmodulin dependent protein kinase II inhibitor 1
CNTROB	-0.381	0.000639	centrobin, centriole duplication and spindle assembly protein
DGKH	0.38	0.000642	diacylglycerol kinase eta
ARHGAP8	0.38	0.000648	Rho GTPase activating protein 8
AGGF1	0.38	0.000649	angiogenic factor with G-patch and FHA domains 1
WWC2	0.38	0.000649	WW and C2 domain containing 2
TFAP4	-0.38	0.000651	transcription factor AP-4
CCDC6	0.38	0.000651	coiled-coil domain containing 6
N4BP3	0.38	0.000664	NEDD4 binding protein 3
EPS8	0.379	0.000666	epidermal growth factor receptor pathway substrate 8
FZD4	0.379	0.000672	frizzled class receptor 4
SDC1	0.379	0.000673	syndecan 1
PLA2G4F	0.379	0.000676	phospholipase A2 group IVF
ACPP	0.379	0.000677	acid phosphatase 3
PTCH2	-0.379	0.000678	patched 2
KIAA0182	0.379	0.000681	Gse1 coiled-coil protein
LINGO4	0.379	0.000683	leucine rich repeat and Ig domain containing 4
KHDC1	-0.379	0.000683	KH domain containing 1
MCM5	-0.379	0.000684	minichromosome maintenance complex component 5
NUB1	-0.378	0.000688	negative regulator of ubiquitin like proteins 1
CD14	-0.378	0.000693	CD14 molecule
BTBD7	0.378	0.000694	BTB domain containing 7
ZNF827	0.378	0.000695	zinc finger protein 827
SIDT1	0.378	0.000698	SID1 transmembrane family member 1
ZNF341	0.378	0.000699	zinc finger protein 341
GPR39	0.378	0.0007	G protein-coupled receptor 39
PHF19	-0.378	0.0007	PHD finger protein 19
ZFYVE16	0.378	0.000706	zinc finger FYVE-type containing 16
UBTD2	0.378	0.000708	ubiquitin domain containing 2
MOCS3	0.377	0.000716	molybdenum cofactor synthesis 3
FEM1C	0.377	0.000721	fem-1 homolog C
UGT8	-0.377	0.000721	UDP glycosyltransferase 8
LOC729884	0.377	0.000721	
TTC12	0.377	0.000723	tetratricopeptide repeat domain 12
BRWD1	0.377	0.000723	bromodomain and WD repeat domain containing 1
ZNF253	0.377	0.000724	zinc finger protein 253
ZNF615	0.377	0.000729	zinc finger protein 615
LOC84740	-0.377	0.00073	
RAD23A	-0.377	0.000731	RAD23 homolog A, nucleotide excision repair protein
SCN8A	0.377	0.000731	sodium voltage-gated channel alpha subunit 8
IL23A	-0.377	0.000731	interleukin 23 subunit alpha
C8orf47	-0.377	0.000734	glutamate rich 5
ERBB3	0.377	0.000734	erb-b2 receptor tyrosine kinase 3
SNED1	0.377	0.000735	sushi, nidogen and EGF like domains 1
ANKRD17	0.377	0.000735	ankyrin repeat domain 17
NRK	0.376	0.000742	Nik related kinase
LOC100288778	-0.376	0.000742	
C20orf3	0.376	0.000743	adipocyte plasma membrane associated protein
CCDC61	-0.376	0.000744	coiled-coil domain containing 61
B3GNTL1	-0.376	0.000744	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1
C12orf66	0.376	0.000747	KICSTOR subunit 2
FOXA1	0.376	0.000749	forkhead box A1
MPP3	0.376	0.000751	MAGUK p55 scaffold protein 3
LOC100131193	0.376	0.000754	
GNRH1	-0.376	0.000754	gonadotropin releasing hormone 1
SCGB1D2	0.376	0.00076	secretoglobin family 1D member 2
RALA	0.376	0.000761	RAS like proto-oncogene A
ARCN1	0.376	0.000763	archain 1
SETD7	0.376	0.000763	SET domain containing 7, histone lysine methyltransferase
KCNK7	-0.376	0.000763	potassium two pore domain channel subfamily K member 7
PBX1	0.375	0.000771	PBX homeobox 1
COPB2	0.375	0.000774	COPI coat complex subunit beta 2
SLC7A13	0.375	0.000786	solute carrier family 7 member 13
HSPBAP1	-0.375	0.000786	HSPB1 associated protein 1
PRR15	0.375	0.000789	proline rich 15
SPA17	0.375	0.000792	sperm autoantigenic protein 17
SLC13A3	0.374	0.000805	solute carrier family 13 member 3
KIAA0556	0.373	0.000823	katanin interacting protein
RNF103	0.373	0.000832	ring finger protein 103
VPS37C	0.373	0.000834	VPS37C subunit of ESCRT-I
LMBRD2	0.373	0.000836	LMBR1 domain containing 2
C5orf36	0.373	0.000838	KIAA0825
SEH1L	-0.373	0.000842	SEH1 like nucleoporin
MAL2	0.373	0.000845	mal, T cell differentiation protein 2
CCDC28A	-0.373	0.000846	coiled-coil domain containing 28A
DMAP1	-0.373	0.000848	DNA methyltransferase 1 associated protein 1
CRTC2	-0.372	0.00085	CREB regulated transcription coactivator 2
SUPT3H	-0.372	0.000855	SPT3 homolog, SAGA and STAGA complex component
SFRS8	-0.372	0.000858	splicing factor SWAP
ARHGEF12	0.372	0.000861	Rho guanine nucleotide exchange factor 12
TNFSF10	0.372	0.000863	TNF superfamily member 10
MYPOP	-0.372	0.000864	Myb related transcription factor, partner of profilin
RPUSD3	-0.372	0.000867	RNA pseudouridine synthase D3
PRTFDC1	-0.372	0.000877	phosphoribosyl transferase domain containing 1
ZMYM2	0.372	0.000878	zinc finger MYM-type containing 2
OPTN	-0.371	0.00088	optineurin
CISD3	0.371	0.000883	CDGSH iron sulfur domain 3
DUSP10	0.371	0.000886	dual specificity phosphatase 10
DNAJC8	-0.371	0.00089	DnaJ heat shock protein family (Hsp40) member C8
ATAD3B	-0.371	0.00089	ATPase family AAA domain containing 3B
GOLGA1	0.371	0.000892	golgin A1
GNA15	-0.371	0.000899	G protein subunit alpha 15
ARHGAP33	-0.371	0.0009	Rho GTPase activating protein 33
RPIA	-0.371	0.000903	ribose 5-phosphate isomerase A
DNAI1	0.371	0.000904	dynein axonemal intermediate chain 1
ZMIZ2	-0.371	0.000909	zinc finger MIZ-type containing 2
SERINC2	0.371	0.00091	serine incorporator 2
MBD3	-0.37	0.000911	methyl-CpG binding domain protein 3
SEMA3C	0.37	0.000914	semaphorin 3C
SNHG6	-0.37	0.000916	small nucleolar RNA host gene 6
SPATA5	-0.37	0.000918	spermatogenesis associated 5
PHF1	-0.37	0.00092	PHD finger protein 1
RAB5C	0.37	0.000921	RAB5C, member RAS oncogene family
C10orf54	-0.37	0.000934	V-set immunoregulatory receptor
SEPTIN15	-0.369	0.000947	
RCL1	-0.369	0.00095	RNA terminal phosphate cyclase like 1
DLEU2	-0.369	0.000951	deleted in lymphocytic leukemia 2
IRX5	0.369	0.000952	iroquois homeobox 5
USP22	0.369	0.000956	ubiquitin specific peptidase 22
ZMYND15	-0.369	0.000959	zinc finger MYND-type containing 15
MAP3K9	0.369	0.00096	mitogen-activated protein kinase kinase kinase 9
IFT57	-0.369	0.000962	intraflagellar transport 57
ANO9	-0.369	0.000965	anoctamin 9
FZD3	0.369	0.000965	frizzled class receptor 3
TM7SF2	0.369	0.000968	transmembrane 7 superfamily member 2
NRF1	-0.369	0.000974	nuclear respiratory factor 1
MTCP1NB	-0.369	0.000974	C-X9-C motif containing 4
SLC2A13	0.368	0.000976	solute carrier family 2 member 13
DOLK	0.368	0.000976	dolichol kinase
SLC44A4	0.368	0.00098	solute carrier family 44 member 4
REN	0.368	0.000981	renin
REXO1	-0.368	0.000981	RNA exonuclease 1 homolog
ANKRD52	0.368	0.000983	ankyrin repeat domain 52
YTHDF3	0.368	0.000992	YTH N6-methyladenosine RNA binding protein 3
EGFL8	-0.368	0.000993	EGF like domain multiple 8
ACOT6	0.368	0.000994	acyl-CoA thioesterase 6
PBLD	0.368	0.000994	phenazine biosynthesis like protein domain containing
LSM7	-0.368	0.000996	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
EFHD2	-0.368	0.000999	EF-hand domain family member D2
CRYM	0.368	0.001	crystallin mu
MIA	-0.368	0.001	MIA SH3 domain containing
ATXN1	0.367	0.00101	ataxin 1
SLC25A18	0.367	0.00101	solute carrier family 25 member 18
GNA14	0.367	0.00102	G protein subunit alpha 14
CNBP	-0.367	0.00102	CCHC-type zinc finger nucleic acid binding protein
MAGT1	0.367	0.00102	magnesium transporter 1
RNASEH2B	-0.367	0.00103	ribonuclease H2 subunit B
OTUB2	0.367	0.00103	OTU deubiquitinase, ubiquitin aldehyde binding 2
SREBF2	0.367	0.00104	sterol regulatory element binding transcription factor 2
MCART1	-0.367	0.00104	solute carrier family 25 member 51
AGXT2L2	-0.366	0.00105	5-phosphohydroxy-L-lysine phospho-lyase
CDX2	-0.366	0.00105	caudal type homeobox 2
G3BP2	0.366	0.00106	G3BP stress granule assembly factor 2
MFI2	-0.366	0.00106	melanotransferrin
ZFP82	-0.366	0.00106	ZFP82 zinc finger protein
ALDH18A1	0.366	0.00106	aldehyde dehydrogenase 18 family member A1
FLRT3	0.366	0.00106	fibronectin leucine rich transmembrane protein 3
DNAJB6	-0.366	0.00107	DnaJ heat shock protein family (Hsp40) member B6
SYN1	-0.366	0.00107	synapsin I
PIP4K2B	0.366	0.00107	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
CDKL5	0.366	0.00108	cyclin dependent kinase like 5
ZNF749	0.366	0.00108	zinc finger protein 749
SLC9A6	-0.366	0.00108	solute carrier family 9 member A6
RHOG	-0.366	0.00108	ras homolog family member G
SREBF1	0.365	0.00109	sterol regulatory element binding transcription factor 1
HOTAIR	0.364	0.00112	HOX transcript antisense RNA
GALK1	-0.364	0.00112	galactokinase 1
ARRDC2	-0.365	0.00112	arrestin domain containing 2
BCL2L11	0.364	0.00112	BCL2 like 11
C4orf31	0.364	0.00112	neuron derived neurotrophic factor
KRTAP10-3	0.364	0.00113	keratin associated protein 10-3
RXRA	0.364	0.00113	retinoid X receptor alpha
COPS7B	-0.364	0.00113	COP9 signalosome subunit 7B
LRRC33	-0.364	0.00113	negative regulator of reactive oxygen species
C18orf21	-0.364	0.00114	chromosome 18 open reading frame 21
SEC23IP	0.364	0.00114	SEC23 interacting protein
HOXC11	0.364	0.00114	homeobox C11
CD44	-0.364	0.00115	CD44 molecule (Indian blood group)
KIAA0564	0.364	0.00115	von Willebrand factor A domain containing 8
CSRNP2	0.364	0.00115	cysteine and serine rich nuclear protein 2
BASE	0.363	0.00116	BPI fold containing family A member 4, pseudogene
GSR	0.363	0.00116	glutathione-disulfide reductase
TJAP1	-0.363	0.00116	tight junction associated protein 1
C17orf86	-0.363	0.00116	small nucleolar RNA host gene 20
ASGR1	-0.363	0.00117	asialoglycoprotein receptor 1
CYP4X1	0.363	0.00117	cytochrome P450 family 4 subfamily X member 1
ZNF138	0.363	0.00117	zinc finger protein 138
PTX3	-0.363	0.00119	pentraxin 3
ZP2	0.363	0.00119	zona pellucida glycoprotein 2
C9orf128	0.363	0.00119	family with sequence similarity 221 member B
ENAH	0.362	0.0012	ENAH actin regulator
NR1H3	-0.362	0.00121	nuclear receptor subfamily 1 group H member 3
MOGAT2	0.362	0.00121	monoacylglycerol O-acyltransferase 2
ME2	-0.362	0.00122	malic enzyme 2
RBM42	-0.362	0.00123	RNA binding motif protein 42
FBXO28	0.362	0.00124	F-box protein 28
SLC39A9	0.361	0.00124	solute carrier family 39 member 9
BTBD12	0.361	0.00124	SLX4 structure-specific endonuclease subunit
CCDC160	0.362	0.00124	coiled-coil domain containing 160
HNRNPA3	-0.361	0.00125	heterogeneous nuclear ribonucleoprotein A3
SRPK3	0.361	0.00125	SRSF protein kinase 3
ATP2C2	0.361	0.00125	ATPase secretory pathway Ca2+ transporting 2
INHBB	0.361	0.00125	inhibin subunit beta B
LYSMD2	-0.361	0.00126	LysM domain containing 2
C1orf109	-0.361	0.00126	chromosome 1 open reading frame 109
C17orf67	-0.361	0.00126	chromosome 17 open reading frame 67
DUSP4	0.361	0.00126	dual specificity phosphatase 4
CNIH	0.361	0.00127	cornichon family AMPA receptor auxiliary protein 1
C2CD4B	0.361	0.00127	C2 calcium dependent domain containing 4B
PBOV1	0.36	0.00128	prostate and breast cancer overexpressed 1
GPX8	0.361	0.00128	glutathione peroxidase 8 (putative)
RAB5B	0.36	0.00129	RAB5B, member RAS oncogene family
TIRAP	0.36	0.00129	TIR domain containing adaptor protein
HHAT	0.36	0.00129	hedgehog acyltransferase
GTF3C1	0.36	0.0013	general transcription factor IIIC subunit 1
PPP3CC	-0.36	0.0013	protein phosphatase 3 catalytic subunit gamma
PRODH	0.36	0.00131	proline dehydrogenase 1
ENPP1	0.36	0.00131	ectonucleotide pyrophosphatase/phosphodiesterase 1
SLC25A28	-0.359	0.00132	solute carrier family 25 member 28
ABCC6P1	0.359	0.00132	ATP binding cassette subfamily C member 6 pseudogene 1
LOC84856	-0.359	0.00133	
DGKE	-0.359	0.00133	diacylglycerol kinase epsilon
C14orf148	0.359	0.00133	NADP dependent oxidoreductase domain containing 1
FAR2	0.359	0.00133	fatty acyl-CoA reductase 2
ERI2	0.359	0.00134	ERI1 exoribonuclease family member 2
CCDC7	-0.359	0.00134	coiled-coil domain containing 7
C1orf161	0.359	0.00134	mab-21 like 3
ASRGL1	0.359	0.00135	asparaginase and isoaspartyl peptidase 1
CD9	0.359	0.00135	CD9 molecule
COG6	0.359	0.00135	component of oligomeric golgi complex 6
PRDM10	0.359	0.00137	PR/SET domain 10
MEIG1	-0.358	0.00137	meiosis/spermiogenesis associated 1
C17orf39	-0.358	0.00137	GID complex subunit 4 homolog
ITIH5L	0.358	0.00138	inter-alpha-trypsin inhibitor heavy chain family member 6
AGPAT3	0.358	0.00139	1-acylglycerol-3-phosphate O-acyltransferase 3
PGCP	-0.358	0.00139	carboxypeptidase Q
CXCL16	-0.358	0.00139	C-X-C motif chemokine ligand 16
SMAD4	-0.358	0.00139	SMAD family member 4
WFDC6	0.358	0.00139	WAP four-disulfide core domain 6
IDH1	0.358	0.0014	isocitrate dehydrogenase (NADP(+)) 1
LOC100144603	0.358	0.0014	
MYBBP1A	-0.358	0.00141	MYB binding protein 1a
DBF4B	-0.358	0.00141	DBF4 zinc finger B
NFKBIE	-0.357	0.00141	NFKB inhibitor epsilon
ICAM5	-0.357	0.00142	intercellular adhesion molecule 5
TATDN2	-0.357	0.00142	TatD DNase domain containing 2
ADPRH	-0.357	0.00143	ADP-ribosylarginine hydrolase
TECTA	0.357	0.00143	tectorin alpha
RND2	-0.357	0.00144	Rho family GTPase 2
CPD	0.357	0.00144	carboxypeptidase D
GTF3C4	0.357	0.00145	general transcription factor IIIC subunit 4
UBE4A	0.357	0.00145	ubiquitination factor E4A
PAIP2B	0.357	0.00145	poly(A) binding protein interacting protein 2B
NAP1L5	-0.357	0.00146	nucleosome assembly protein 1 like 5
BRD3	0.356	0.00146	bromodomain containing 3
KRT18	0.356	0.00147	keratin 18
ACBD7	-0.356	0.00148	acyl-CoA binding domain containing 7
BIK	0.356	0.00148	BCL2 interacting killer
NEU4	0.356	0.00149	neuraminidase 4
LOC93432	-0.356	0.00149	
CHODL	-0.356	0.00149	chondrolectin
C10orf27	0.356	0.00149	thymus, brain and testes associated
FAM110A	0.356	0.0015	family with sequence similarity 110 member A
C14orf45	0.356	0.0015	basal body orientation factor 1
MRTO4	-0.356	0.0015	MRT4 homolog, ribosome maturation factor
REEP6	0.356	0.0015	receptor accessory protein 6
FRRS1	0.355	0.00151	ferric chelate reductase 1
COL27A1	-0.355	0.00152	collagen type XXVII alpha 1 chain
CACNA1S	0.355	0.00152	calcium voltage-gated channel subunit alpha1 S
RPA2	-0.355	0.00153	replication protein A2
VAPB	0.355	0.00153	VAMP associated protein B and C
RAB11FIP4	0.355	0.00153	RAB11 family interacting protein 4
CIDEB	-0.355	0.00153	cell death inducing DFFA like effector b
DOM3Z	-0.355	0.00155	decapping exoribonuclease
KIAA1161	0.355	0.00155	myogenesis regulating glycosidase (putative)
TPD52	0.354	0.00156	tumor protein D52
KIF21A	0.354	0.00156	kinesin family member 21A
PTPN2	-0.355	0.00156	protein tyrosine phosphatase non-receptor type 2
CSNK1A1	0.354	0.00156	casein kinase 1 alpha 1
PIGO	0.354	0.00157	phosphatidylinositol glycan anchor biosynthesis class O
ACHE	-0.354	0.00158	acetylcholinesterase (Cartwright blood group)
TARBP1	-0.354	0.00158	TAR (HIV-1) RNA binding protein 1
DPAGT1	0.354	0.00159	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
TMEM132A	0.354	0.0016	transmembrane protein 132A
STX1A	0.354	0.0016	syntaxin 1A
XBP1	0.354	0.0016	X-box binding protein 1
KCTD14	-0.354	0.0016	potassium channel tetramerization domain containing 14
DTWD2	0.354	0.0016	DTW domain containing 2
KIAA1370	0.354	0.0016	family with sequence similarity 214 member A
SLC35D2	-0.354	0.00161	solute carrier family 35 member D2
KCTD3	0.353	0.00162	potassium channel tetramerization domain containing 3
ADAM15	0.353	0.00163	ADAM metallopeptidase domain 15
EDDM3B	0.353	0.00166	epididymal protein 3B
PCDH20	0.353	0.00166	protocadherin 20
SLC30A8	0.353	0.00166	solute carrier family 30 member 8
RHOXF1	-0.352	0.00168	Rhox homeobox family member 1
ZNF157	-0.352	0.00168	zinc finger protein 157
ADRA2C	0.352	0.00168	adrenoceptor alpha 2C
CCDC59	-0.352	0.00168	coiled-coil domain containing 59
DPP3	0.352	0.00169	dipeptidyl peptidase 3
NACC2	0.352	0.0017	NACC family member 2
MPV17L	0.352	0.00171	MPV17 mitochondrial inner membrane protein like
PML	-0.352	0.00171	PML nuclear body scaffold
RTP3	0.352	0.00171	receptor transporter protein 3
RANGRF	-0.352	0.00172	RAN guanine nucleotide release factor
AFF4	0.351	0.00172	AF4/FMR2 family member 4
GABRD	0.351	0.00173	gamma-aminobutyric acid type A receptor subunit delta
C4orf7	-0.351	0.00174	follicular dendritic cell secreted protein
CXorf50B	-0.351	0.00174	family with sequence similarity 226 member B
PIP	0.351	0.00175	prolactin induced protein
KLF9	0.351	0.00176	Kruppel like factor 9
C6orf25	0.351	0.00176	megakaryocyte and platelet inhibitory receptor G6b
SLC13A5	-0.351	0.00177	solute carrier family 13 member 5
VDAC1	0.351	0.00177	voltage dependent anion channel 1
SEC23B	0.351	0.00178	SEC23 homolog B, COPII coat complex component
THAP11	-0.35	0.00178	THAP domain containing 11
TFEB	-0.35	0.00178	transcription factor EB
TFAP2B	0.351	0.00178	transcription factor AP-2 beta
APBA3	-0.35	0.00179	amyloid beta precursor protein binding family A member 3
IL34	-0.35	0.00179	interleukin 34
RGMA	-0.35	0.00179	repulsive guidance molecule BMP co-receptor a
RINL	-0.35	0.00179	Ras and Rab interactor like
DCLRE1C	-0.35	0.0018	DNA cross-link repair 1C
ERGIC1	0.35	0.0018	endoplasmic reticulum-golgi intermediate compartment 1
GPATCH3	-0.35	0.0018	G-patch domain containing 3
ELMO2	0.35	0.00181	engulfment and cell motility 2
GALR3	-0.35	0.00181	galanin receptor 3
GPSM3	-0.35	0.00181	G protein signaling modulator 3
ARMCX2	-0.35	0.00182	armadillo repeat containing X-linked 2
SLC35C2	0.35	0.00182	solute carrier family 35 member C2
NRTN	-0.35	0.00182	neurturin
NEO1	0.35	0.00183	neogenin 1
RALGAPA2	0.35	0.00183	Ral GTPase activating protein catalytic subunit alpha 2
ST3GAL3	-0.349	0.00184	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
BCL2L1	0.35	0.00184	BCL2 like 1
MON2	0.349	0.00185	MON2 homolog, regulator of endosome-to-Golgi trafficking
ASB13	-0.349	0.00186	ankyrin repeat and SOCS box containing 13
KLHL21	-0.349	0.00186	kelch like family member 21
EPB41L4A	0.349	0.00186	erythrocyte membrane protein band 4.1 like 4A
HCST	-0.349	0.00186	hematopoietic cell signal transducer
AMOT	0.349	0.00187	angiomotin
RIPK1	0.349	0.00187	receptor interacting serine/threonine kinase 1
ZNF841	0.349	0.00187	zinc finger protein 841
OGG1	-0.349	0.00187	8-oxoguanine DNA glycosylase
ZNF678	0.349	0.00189	zinc finger protein 678
GPD1L	0.348	0.0019	glycerol-3-phosphate dehydrogenase 1 like
KATNAL2	-0.348	0.00191	katanin catalytic subunit A1 like 2
PRPF40B	0.348	0.00192	pre-mRNA processing factor 40 homolog B
LOC168474	0.348	0.00193	
DDB1	0.348	0.00195	damage specific DNA binding protein 1
RAB26	0.347	0.00197	RAB26, member RAS oncogene family
MED9	-0.347	0.00197	mediator complex subunit 9
CLCN3	0.347	0.00198	chloride voltage-gated channel 3
HEXDC	-0.347	0.00199	hexosaminidase D
EDAR	-0.347	0.00199	ectodysplasin A receptor
C1orf51	-0.347	0.002	circadian associated repressor of transcription
S100A7	0.347	0.00201	S100 calcium binding protein A7
NR2F1	0.347	0.00202	nuclear receptor subfamily 2 group F member 1
CLDN25	0.347	0.00202	claudin 25
TMEM141	0.346	0.00202	transmembrane protein 141
TMEM131	0.347	0.00202	transmembrane protein 131
IRAK1	-0.347	0.00202	interleukin 1 receptor associated kinase 1
CSF1	-0.346	0.00203	colony stimulating factor 1
AVL9	0.346	0.00203	AVL9 cell migration associated
KIAA2013	-0.346	0.00204	KIAA2013
EXOC6	0.346	0.00204	exocyst complex component 6
SPTLC3	0.346	0.00204	serine palmitoyltransferase long chain base subunit 3
TAS2R20	-0.346	0.00204	taste 2 receptor member 20
VIPR1	0.346	0.00205	vasoactive intestinal peptide receptor 1
GOLGB1	0.346	0.00205	golgin B1
OSBPL2	0.346	0.00205	oxysterol binding protein like 2
DAAM1	0.346	0.00206	dishevelled associated activator of morphogenesis 1
NCRNA00095	0.346	0.00206	FBXL19 antisense RNA 1
ZHX1	0.346	0.00206	zinc fingers and homeoboxes 1
FLJ44054	-0.346	0.00206	GAS6 divergent transcript
IL22RA1	-0.346	0.00207	interleukin 22 receptor subunit alpha 1
