Gene	r	p	Name
TGFBR3	-0.343	0.00728	transforming growth factor beta receptor 3
PREB	0.303	0.0073	prolactin regulatory element binding
FEV	-0.408	0.0073	FEV transcription factor, ETS family member
BMF	-0.412	0.0074	Bcl2 modifying factor
MTHFR	0.303	0.00741	methylenetetrahydrofolate reductase
STT3B	0.303	0.00741	STT3 oligosaccharyltransferase complex catalytic subunit B
GSTCD	0.303	0.00744	glutathione S-transferase C-terminal domain containing
IDH1	0.302	0.0076	isocitrate dehydrogenase (NADP(+)) 1
HMGCS2	0.302	0.00762	3-hydroxy-3-methylglutaryl-CoA synthase 2
SMPD4	0.302	0.00765	sphingomyelin phosphodiesterase 4
NAMPT	0.302	0.00768	nicotinamide phosphoribosyltransferase
B3GNT2	0.318	0.0077	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
SGTB	-0.301	0.0078	small glutamine rich tetratricopeptide repeat co-chaperone beta
CCT4	0.301	0.00782	chaperonin containing TCP1 subunit 4
C1orf109	-0.358	0.00786	chromosome 1 open reading frame 109
CLMN	0.301	0.00787	calmin
PM20D2	-0.302	0.00795	peptidase M20 domain containing 2
KIAA1328	-0.3	0.00801	KIAA1328
PRPF38B	-0.3	0.00802	pre-mRNA processing factor 38B
KHNYN	-0.3	0.00802	KH and NYN domain containing
ITFG1	0.3	0.00802	integrin alpha FG-GAP repeat containing 1
B4GALT4	-0.36	0.00806	beta-1,4-galactosyltransferase 4
P2RX7	-0.49	0.00807	purinergic receptor P2X 7
SSBP1	-0.3	0.00811	single stranded DNA binding protein 1
MAP3K2	-0.3	0.00813	mitogen-activated protein kinase kinase kinase 2
RNF138	-0.389	0.00818	ring finger protein 138
CLCA2	0.385	0.00827	chloride channel accessory 2
RAB2A	0.299	0.00827	RAB2A, member RAS oncogene family
GPN1	-0.299	0.00827	GPN-loop GTPase 1
TRPT1	0.299	0.00829	tRNA phosphotransferase 1
ARL6IP5	0.299	0.00831	ADP ribosylation factor like GTPase 6 interacting protein 5
TBL2	0.299	0.00836	transducin beta like 2
PCYT1A	-0.298	0.00838	phosphate cytidylyltransferase 1A, choline
TM9SF3	0.298	0.00838	transmembrane 9 superfamily member 3
R3HDM2	-0.317	0.00839	R3H domain containing 2
ATP2C1	0.298	0.00843	ATPase secretory pathway Ca2+ transporting 1
EPC1	-0.302	0.00846	enhancer of polycomb homolog 1
NCLN	0.298	0.00847	nicalin
SH3BP5L	0.298	0.00857	SH3 binding domain protein 5 like
DGAT1	0.41	0.00858	diacylglycerol O-acyltransferase 1
HERC4	0.298	0.00858	HECT and RLD domain containing E3 ubiquitin protein ligase 4
RARA	0.303	0.00858	retinoic acid receptor alpha
GBF1	0.298	0.00858	golgi brefeldin A resistant guanine nucleotide exchange factor 1
RAB1A	0.298	0.00859	RAB1A, member RAS oncogene family
C19orf47	-0.298	0.00859	chromosome 19 open reading frame 47
ANP32E	-0.298	0.0086	acidic nuclear phosphoprotein 32 family member E
RAN	-0.297	0.00863	RAN, member RAS oncogene family
SH2B1	-0.297	0.00867	SH2B adaptor protein 1
DEK	-0.297	0.00868	DEK proto-oncogene
ANGPTL8	-0.371	0.0087	angiopoietin like 8
STAC2	0.318	0.00872	SH3 and cysteine rich domain 2
KCTD2	-0.33	0.00872	potassium channel tetramerization domain containing 2
AKT1	0.297	0.00874	AKT serine/threonine kinase 1
CEP290	-0.297	0.00879	centrosomal protein 290
SCD	0.311	0.0088	stearoyl-CoA desaturase
LONP2	0.297	0.00883	lon peptidase 2, peroxisomal
TRIM23	0.296	0.00884	tripartite motif containing 23
RALA	0.296	0.00888	RAS like proto-oncogene A
FMC1-LUC7L2	-0.296	0.00889	FMC1-LUC7L2 readthrough
WTAP	-0.296	0.00889	WT1 associated protein
ZNF219	-0.353	0.00889	zinc finger protein 219
VAMP4	0.399	0.00893	vesicle associated membrane protein 4
WDR47	-0.296	0.00893	WD repeat domain 47
STIL	-0.408	0.00895	STIL centriolar assembly protein
MORF4L1	-0.296	0.00896	mortality factor 4 like 1
USP25	0.296	0.00896	ubiquitin specific peptidase 25
KAZN	-0.296	0.00896	kazrin, periplakin interacting protein
KRI1	-0.296	0.00897	KRI1 homolog
S100A7A	0.296	0.00897	S100 calcium binding protein A7A
CPNE1	-0.296	0.00899	copine 1
SETD5	-0.335	0.00899	SET domain containing 5
SEC24A	0.296	0.00901	SEC24 homolog A, COPII coat complex component
NEPRO	-0.296	0.00901	nucleolus and neural progenitor protein
SLC39A11	0.301	0.00907	solute carrier family 39 member 11
SRXN1	0.295	0.00909	sulfiredoxin 1
IER3IP1	0.319	0.00912	immediate early response 3 interacting protein 1
TEX264	0.295	0.00919	testis expressed 264, ER-phagy receptor
MAN1B1	0.295	0.00919	mannosidase alpha class 1B member 1
PPWD1	-0.295	0.0092	peptidylprolyl isomerase domain and WD repeat containing 1
ACAA1	0.295	0.00925	acetyl-CoA acyltransferase 1
RARG	0.328	0.00926	retinoic acid receptor gamma
NR2C2AP	-0.295	0.00928	nuclear receptor 2C2 associated protein
S100A7	0.295	0.00932	S100 calcium binding protein A7
PEX1	0.294	0.00933	peroxisomal biogenesis factor 1
APOD	0.294	0.00934	apolipoprotein D
PPIAL4G	-0.294	0.00935	peptidylprolyl isomerase A like 4G
FUNDC1	0.35	0.00937	FUN14 domain containing 1
NMI	-0.294	0.00937	N-myc and STAT interactor
LIPT2	-0.401	0.00939	lipoyl(octanoyl) transferase 2
GLB1	0.294	0.00955	galactosidase beta 1
NCKAP5L	-0.312	0.00956	NCK associated protein 5 like
CARD14	0.312	0.00965	caspase recruitment domain family member 14
NFATC1	-0.293	0.0097	nuclear factor of activated T cells 1
C16orf89	0.373	0.00972	chromosome 16 open reading frame 89
CYP17A1	-0.381	0.00981	cytochrome P450 family 17 subfamily A member 1
ZSCAN21	-0.464	0.00984	zinc finger and SCAN domain containing 21
INPP5B	-0.292	0.00987	inositol polyphosphate-5-phosphatase B
UBE4A	0.292	0.00991	ubiquitination factor E4A
SH3BGR	-0.336	0.00994	SH3 domain binding glutamate rich protein
PSMD3	0.292	0.00996	proteasome 26S subunit, non-ATPase 3
AGAP3	-0.292	0.00996	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
AP1M2	0.292	0.00997	adaptor related protein complex 1 subunit mu 2
LSM14B	0.292	0.01	LSM family member 14B
HERPUD2	0.398	0.01	HERPUD family member 2
METTL1	0.292	0.01	methyltransferase 1, tRNA methylguanosine
COL4A6	-0.341	0.01	collagen type IV alpha 6 chain
PCIF1	-0.292	0.01	phosphorylated CTD interacting factor 1
MLEC	0.291	0.0101	malectin
SAP30BP	-0.291	0.0101	SAP30 binding protein
RANGAP1	0.292	0.0101	Ran GTPase activating protein 1
MICOS13	-0.291	0.0102	mitochondrial contact site and cristae organizing system subunit 13
USP19	0.291	0.0102	ubiquitin specific peptidase 19
NOMO1	0.291	0.0103	NODAL modulator 1
SLC27A4	0.291	0.0104	solute carrier family 27 member 4
CBY2	-0.411	0.0104	chibby family member 2
RPL37A	0.29	0.0104	ribosomal protein L37a
DNAJC1	0.29	0.0105	DnaJ heat shock protein family (Hsp40) member C1
POU5F2	-0.334	0.0105	POU domain class 5, transcription factor 2
OFD1	-0.29	0.0105	OFD1 centriole and centriolar satellite protein
MT-ND5	0.359	0.0105	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5
PAPSS2	0.29	0.0106	3'-phosphoadenosine 5'-phosphosulfate synthase 2
TBC1D24	0.29	0.0106	TBC1 domain family member 24
PLCD3	-0.306	0.0106	phospholipase C delta 3
VASH1	-0.325	0.0106	vasohibin 1
FAAP100	-0.336	0.0107	FA core complex associated protein 100
HMGB2	-0.289	0.0107	high mobility group box 2
TGFB3	0.293	0.0107	transforming growth factor beta 3
TAF5	-0.289	0.0107	TATA-box binding protein associated factor 5
EPG5	-0.289	0.0107	ectopic P-granules 5 autophagy tethering factor
USO1	0.289	0.0107	USO1 vesicle transport factor
CYTIP	-0.358	0.0108	cytohesin 1 interacting protein
CRIPT	-0.289	0.0108	CXXC repeat containing interactor of PDZ3 domain
TMEM263	0.289	0.0108	transmembrane protein 263
NINJ2	0.521	0.0109	ninjurin 2
ATAT1	-0.289	0.0109	alpha tubulin acetyltransferase 1
GNL1	-0.289	0.0109	G protein nucleolar 1 (putative)
SPZ1	-0.35	0.0109	spermatogenic leucine zipper 1
IK	-0.288	0.011	IK cytokine
ARRB2	-0.288	0.011	arrestin beta 2
KLHDC2	-0.296	0.011	kelch domain containing 2
ATP6AP1	0.288	0.0111	ATPase H+ transporting accessory protein 1
CSNK1A1L	0.288	0.0111	casein kinase 1 alpha 1 like
HDAC9	-0.288	0.0111	histone deacetylase 9
RGS12	-0.306	0.0112	regulator of G protein signaling 12
ZNF90	0.325	0.0112	zinc finger protein 90
RAB15	0.287	0.0113	RAB15, member RAS oncogene family
SAFB2	-0.287	0.0113	scaffold attachment factor B2
YME1L1	0.287	0.0113	YME1 like 1 ATPase
MBP	-0.287	0.0114	myelin basic protein
VAPB	0.287	0.0114	VAMP associated protein B and C
LEF1	-0.294	0.0115	lymphoid enhancer binding factor 1
NRG1	-0.455	0.0115	neuregulin 1
CMC4	-0.287	0.0115	C-X9-C motif containing 4
CRYBG2	-0.506	0.0116	crystallin beta-gamma domain containing 2
PBXIP1	0.286	0.0116	PBX homeobox interacting protein 1
SRSF4	-0.286	0.0116	serine and arginine rich splicing factor 4
KIAA0753	-0.307	0.0116	KIAA0753
ARCN1	0.286	0.0117	archain 1
KLF3	-0.328	0.0118	Kruppel like factor 3
MMGT1	0.311	0.0118	membrane magnesium transporter 1
ACBD3	0.285	0.0119	acyl-CoA binding domain containing 3
NFKBIL1	-0.293	0.0119	NFKB inhibitor like 1
ALG5	0.285	0.012	ALG5 dolichyl-phosphate beta-glucosyltransferase
RNF26	-0.503	0.0122	ring finger protein 26
NDUFB11	0.284	0.0122	NADH:ubiquinone oxidoreductase subunit B11
SARS2	-0.284	0.0123	seryl-tRNA synthetase 2, mitochondrial
HACD3	0.284	0.0123	3-hydroxyacyl-CoA dehydratase 3
SLC25A1	0.284	0.0123	solute carrier family 25 member 1
PHYKPL	-0.284	0.0123	5-phosphohydroxy-L-lysine phospho-lyase
NDC1	0.292	0.0123	NDC1 transmembrane nucleoporin
GORASP2	0.284	0.0124	golgi reassembly stacking protein 2
POLR1H	-0.284	0.0124	RNA polymerase I subunit H
PTK2	0.284	0.0124	protein tyrosine kinase 2
FBXO2	-0.284	0.0124	F-box protein 2
TNKS1BP1	0.283	0.0125	tankyrase 1 binding protein 1
NUB1	-0.283	0.0125	negative regulator of ubiquitin like proteins 1
NRDC	0.284	0.0125	nardilysin convertase
TPI1	-0.283	0.0125	triosephosphate isomerase 1
DHRS4	0.284	0.0125	dehydrogenase/reductase 4
QPRT	0.283	0.0126	quinolinate phosphoribosyltransferase
CSTF2T	0.283	0.0127	cleavage stimulation factor subunit 2 tau variant
ZW10	0.283	0.0127	zw10 kinetochore protein
CSNK1A1	0.283	0.0127	casein kinase 1 alpha 1
ACP3	0.411	0.0127	acid phosphatase 3
BRD2	-0.283	0.0127	bromodomain containing 2
ASB13	-0.337	0.0128	ankyrin repeat and SOCS box containing 13
CSNK1G3	0.29	0.0128	casein kinase 1 gamma 3
SOX11	-0.316	0.013	SRY-box transcription factor 11
TRPS1	-0.282	0.013	transcriptional repressor GATA binding 1
ZC3H7B	0.282	0.013	zinc finger CCCH-type containing 7B
SLITRK6	-0.434	0.013	SLIT and NTRK like family member 6
CDR2	0.289	0.013	cerebellar degeneration related protein 2
RAVER1	-0.282	0.0131	ribonucleoprotein, PTB binding 1
ZNF24	-0.281	0.0132	zinc finger protein 24
PPFIBP2	0.281	0.0132	PPFIA binding protein 2
EIF2S2	0.281	0.0132	eukaryotic translation initiation factor 2 subunit beta
N4BP2L1	-0.345	0.0133	NEDD4 binding protein 2 like 1
EXOSC8	-0.281	0.0133	exosome component 8
FCHSD2	-0.281	0.0133	FCH and double SH3 domains 2
SNRNP48	-0.315	0.0134	small nuclear ribonucleoprotein U11/U12 subunit 48
ANKRD17	0.281	0.0134	ankyrin repeat domain 17
TAF12	-0.32	0.0134	TATA-box binding protein associated factor 12
ZDHHC3	0.497	0.0135	zinc finger DHHC-type palmitoyltransferase 3
DNAJC19	-0.28	0.0135	DnaJ heat shock protein family (Hsp40) member C19
CPQ	-0.28	0.0135	carboxypeptidase Q
EFHD1	0.28	0.0135	EF-hand domain family member D1
EIF4A1	0.281	0.0135	eukaryotic translation initiation factor 4A1
ITSN2	-0.281	0.0135	intersectin 2
SAFB	-0.281	0.0135	scaffold attachment factor B
TMEM167A	0.344	0.0136	transmembrane protein 167A
ATAD1	0.28	0.0136	ATPase family AAA domain containing 1
SUB1	-0.28	0.0136	SUB1 regulator of transcription
LRRC42	-0.289	0.0137	leucine rich repeat containing 42
FECH	-0.28	0.0137	ferrochelatase
FAM86B2	0.419	0.0137	family with sequence similarity 86 member B2
DNM1L	-0.28	0.0137	dynamin 1 like
GALK1	-0.28	0.0137	galactokinase 1
GPR89A	0.282	0.0137	G protein-coupled receptor 89A
EMC10	0.279	0.0139	ER membrane protein complex subunit 10
NTMT1	0.279	0.0139	N-terminal Xaa-Pro-Lys N-methyltransferase 1
SEMA4D	-0.295	0.0139	semaphorin 4D
MORC4	-0.297	0.0139	MORC family CW-type zinc finger 4
ZBTB4	-0.386	0.0139	zinc finger and BTB domain containing 4
RNF169	-0.279	0.014	ring finger protein 169
RTN4	0.279	0.014	reticulon 4
NOMO2	0.279	0.014	NODAL modulator 2
BIRC6	0.279	0.014	baculoviral IAP repeat containing 6
IRF5	-0.279	0.014	interferon regulatory factor 5
ARID4A	-0.279	0.014	AT-rich interaction domain 4A
BTF3	0.279	0.0141	basic transcription factor 3
DBR1	-0.279	0.0141	debranching RNA lariats 1
ARHGAP21	-0.279	0.0141	Rho GTPase activating protein 21
USP16	0.278	0.0142	ubiquitin specific peptidase 16
ZFHX4	-0.332	0.0142	zinc finger homeobox 4
NFKB2	-0.278	0.0142	nuclear factor kappa B subunit 2
CTAGE4	0.279	0.0142	CTAGE family member 4
RPTOR	-0.278	0.0142	regulatory associated protein of MTOR complex 1
ZFPL1	0.278	0.0143	zinc finger protein like 1
MCM9	-0.337	0.0145	minichromosome maintenance 9 homologous recombination repair factor
MGAT2	0.37	0.0145	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
TXNRD3	-0.291	0.0145	thioredoxin reductase 3
SEC22B	0.277	0.0146	SEC22 homolog B, vesicle trafficking protein
GOLT1B	0.457	0.0146	golgi transport 1B
CROCC	-0.277	0.0146	ciliary rootlet coiled-coil, rootletin
PPP1R1B	0.277	0.0147	protein phosphatase 1 regulatory inhibitor subunit 1B
UIMC1	-0.277	0.0147	ubiquitin interaction motif containing 1
PANX1	0.33	0.0148	pannexin 1
CSTA	0.277	0.0149	cystatin A
DIMT1	-0.276	0.0149	DIM1 rRNA methyltransferase and ribosome maturation factor
PLEKHS1	0.277	0.0149	pleckstrin homology domain containing S1
MED24	0.276	0.015	mediator complex subunit 24
PRPSAP1	-0.276	0.015	phosphoribosyl pyrophosphate synthetase associated protein 1
ARID4B	-0.276	0.015	AT-rich interaction domain 4B
HSP90AB1	0.276	0.015	heat shock protein 90 alpha family class B member 1
RELB	-0.276	0.015	RELB proto-oncogene, NF-kB subunit
MNT	-0.291	0.0151	MAX network transcriptional repressor
NFYB	-0.276	0.0151	nuclear transcription factor Y subunit beta
MOB3C	-0.298	0.0151	MOB kinase activator 3C
RNF141	-0.318	0.0151	ring finger protein 141
REXO1	-0.408	0.0151	RNA exonuclease 1 homolog
PTMS	-0.276	0.0151	parathymosin
MTPN	-0.276	0.0152	myotrophin
RAB39A	0.276	0.0152	RAB39A, member RAS oncogene family
ATXN1	0.276	0.0153	ataxin 1
ZNF740	-0.275	0.0153	zinc finger protein 740
SDSL	0.275	0.0154	serine dehydratase like
TADA3	-0.275	0.0155	transcriptional adaptor 3
BCR	0.275	0.0155	BCR activator of RhoGEF and GTPase
STMN3	-0.324	0.0156	stathmin 3
NUDT2	0.275	0.0156	nudix hydrolase 2
STEAP4	0.275	0.0156	STEAP4 metalloreductase
UBE2O	-0.275	0.0156	ubiquitin conjugating enzyme E2 O
CHCHD3	-0.274	0.0158	coiled-coil-helix-coiled-coil-helix domain containing 3
EXOSC6	-0.274	0.0158	exosome component 6
RING1	0.274	0.0159	ring finger protein 1
FAM210A	-0.28	0.0159	family with sequence similarity 210 member A
GABPB1	-0.274	0.016	GA binding protein transcription factor subunit beta 1
SCFD2	0.274	0.016	sec1 family domain containing 2
ACACB	0.274	0.016	acetyl-CoA carboxylase beta
MST1R	0.321	0.016	macrophage stimulating 1 receptor
ICA1	0.274	0.016	islet cell autoantigen 1
CTNNBIP1	0.274	0.0161	catenin beta interacting protein 1
FAM118B	0.274	0.0161	family with sequence similarity 118 member B
TUBGCP6	-0.274	0.0161	tubulin gamma complex associated protein 6
SMARCAD1	-0.274	0.0161	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
HES1	0.3	0.0161	hes family bHLH transcription factor 1
HSPA8	0.273	0.0162	heat shock protein family A (Hsp70) member 8
RAB30	0.273	0.0163	RAB30, member RAS oncogene family
NDUFS5	-0.273	0.0164	NADH:ubiquinone oxidoreductase subunit S5
PLEKHG4B	-0.377	0.0165	pleckstrin homology and RhoGEF domain containing G4B
ENDOD1	0.272	0.0165	endonuclease domain containing 1
CEACAM5	0.313	0.0166	CEA cell adhesion molecule 5
FSIP1	0.484	0.0166	fibrous sheath interacting protein 1
DDHD1	-0.281	0.0166	DDHD domain containing 1
IRS2	-0.272	0.0167	insulin receptor substrate 2
SPATA13	-0.281	0.0167	spermatogenesis associated 13
NIBAN2	0.272	0.0167	niban apoptosis regulator 2
TRIP11	0.272	0.0168	thyroid hormone receptor interactor 11
GPRASP1	0.483	0.0168	G protein-coupled receptor associated sorting protein 1
SDC2	-0.371	0.0168	syndecan 2
MOV10	0.271	0.0169	Mov10 RISC complex RNA helicase
ANTXR2	0.333	0.017	ANTXR cell adhesion molecule 2
MIA3	0.271	0.0171	MIA SH3 domain ER export factor 3
LRRC47	-0.271	0.0171	leucine rich repeat containing 47
KLHL7	-0.312	0.0171	kelch like family member 7
TMEM87A	0.271	0.0171	transmembrane protein 87A
RNF17	-0.37	0.0171	ring finger protein 17
ISY1-RAB43	-0.271	0.0172	ISY1-RAB43 readthrough
CYB5R3	0.271	0.0172	cytochrome b5 reductase 3
TPR	-0.271	0.0173	translocated promoter region, nuclear basket protein
TANK	-0.271	0.0173	TRAF family member associated NFKB activator
TAF1	-0.271	0.0173	TATA-box binding protein associated factor 1
HGS	-0.27	0.0174	hepatocyte growth factor-regulated tyrosine kinase substrate
CEP85	-0.276	0.0174	centrosomal protein 85
MSRB2	0.27	0.0174	methionine sulfoxide reductase B2
GUCY1A2	-0.294	0.0175	guanylate cyclase 1 soluble subunit alpha 2
SENP2	0.283	0.0175	SUMO specific peptidase 2
MEF2D	-0.27	0.0175	myocyte enhancer factor 2D
MACC1	0.275	0.0176	MET transcriptional regulator MACC1
E2F5	-0.275	0.0176	E2F transcription factor 5
YIPF6	0.273	0.0176	Yip1 domain family member 6
NCAPG2	-0.27	0.0176	non-SMC condensin II complex subunit G2
C12orf4	0.27	0.0177	chromosome 12 open reading frame 4
USP36	-0.27	0.0177	ubiquitin specific peptidase 36
EMB	-0.47	0.0178	embigin
STIM2	0.269	0.0179	stromal interaction molecule 2
MED26	-0.269	0.0179	mediator complex subunit 26
NCCRP1	0.269	0.0179	NCCRP1, F-box associated domain containing
GSKIP	0.269	0.018	GSK3B interacting protein
CADPS2	0.269	0.018	calcium dependent secretion activator 2
IRF2BPL	-0.269	0.018	interferon regulatory factor 2 binding protein like
PRR5-ARHGAP8	0.274	0.018	PRR5-ARHGAP8 readthrough
SLU7	-0.269	0.0181	SLU7 homolog, splicing factor
RBM47	0.269	0.0181	RNA binding motif protein 47
ITPKC	-0.269	0.0182	inositol-trisphosphate 3-kinase C
SCAF8	-0.269	0.0182	SR-related CTD associated factor 8
ARF6	0.269	0.0182	ADP ribosylation factor 6
TMOD2	-0.269	0.0182	tropomodulin 2
PPIL4	-0.269	0.0182	peptidylprolyl isomerase like 4
LSM6	-0.268	0.0183	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated
LARP4	0.268	0.0183	La ribonucleoprotein 4
KATNAL2	0.268	0.0183	katanin catalytic subunit A1 like 2
CTDSPL2	-0.268	0.0184	CTD small phosphatase like 2
SSR2	-0.314	0.0184	signal sequence receptor subunit 2
GPRASP2	-0.442	0.0184	G protein-coupled receptor associated sorting protein 2
PRAMEF19	-0.428	0.0184	PRAME family member 19
ZSWIM8	-0.268	0.0184	zinc finger SWIM-type containing 8
DCLRE1A	0.317	0.0185	DNA cross-link repair 1A
RCOR1	0.268	0.0185	REST corepressor 1
PAFAH2	0.273	0.0185	platelet activating factor acetylhydrolase 2
MYO18A	0.268	0.0186	myosin XVIIIA
YES1	0.268	0.0186	YES proto-oncogene 1, Src family tyrosine kinase
RPAIN	-0.291	0.0187	RPA interacting protein
PCDHGC3	0.357	0.0187	protocadherin gamma subfamily C, 3
ADAM15	0.273	0.0187	ADAM metallopeptidase domain 15
LNX2	0.466	0.0188	ligand of numb-protein X 2
RAB33B	0.267	0.0188	RAB33B, member RAS oncogene family
RBM42	-0.267	0.0188	RNA binding motif protein 42
NNT	-0.267	0.0188	nicotinamide nucleotide transhydrogenase
LRCH2	-0.307	0.0189	leucine rich repeats and calponin homology domain containing 2
ZNF564	-0.475	0.0189	zinc finger protein 564
STAG1	-0.267	0.0189	stromal antigen 1
KANSL2	-0.272	0.019	KAT8 regulatory NSL complex subunit 2
SUMO2	-0.267	0.019	small ubiquitin like modifier 2
FBXW10	-0.419	0.019	F-box and WD repeat domain containing 10
FBXW8	-0.27	0.019	F-box and WD repeat domain containing 8
CRIM1	-0.456	0.0191	cysteine rich transmembrane BMP regulator 1
NSD2	-0.267	0.0191	nuclear receptor binding SET domain protein 2
PDCD4	-0.266	0.0192	programmed cell death 4
GTF2A2	-0.277	0.0193	general transcription factor IIA subunit 2
MIPEP	0.266	0.0193	mitochondrial intermediate peptidase
TCF3	-0.281	0.0194	transcription factor 3
YEATS2	-0.266	0.0194	YEATS domain containing 2
TAF1L	-0.266	0.0194	TATA-box binding protein associated factor 1 like
WWTR1	-0.266	0.0195	WW domain containing transcription regulator 1
S100P	0.265	0.0196	S100 calcium binding protein P
PHF3	-0.265	0.0197	PHD finger protein 3
RANBP3	-0.265	0.0197	RAN binding protein 3
EYA3	-0.265	0.0197	EYA transcriptional coactivator and phosphatase 3
SAP18	-0.265	0.0197	Sin3A associated protein 18
MAL2	0.387	0.0197	mal, T cell differentiation protein 2
NHLRC2	-0.265	0.0198	NHL repeat containing 2
NUP42	-0.265	0.0198	nucleoporin 42
MELTF	-0.27	0.0199	melanotransferrin
SCLT1	-0.282	0.0199	sodium channel and clathrin linker 1
CCT7	0.265	0.02	chaperonin containing TCP1 subunit 7
STT3A	0.265	0.02	STT3 oligosaccharyltransferase complex catalytic subunit A
ADNP	-0.265	0.02	activity dependent neuroprotector homeobox
ZC3H13	-0.27	0.02	zinc finger CCCH-type containing 13
TDP2	-0.265	0.02	tyrosyl-DNA phosphodiesterase 2
ARHGEF5	-0.265	0.02	Rho guanine nucleotide exchange factor 5
ZNF521	-0.445	0.0201	zinc finger protein 521
ING1	-0.265	0.0201	inhibitor of growth family member 1
DNAH8	-0.264	0.0201	dynein axonemal heavy chain 8
CANX	0.265	0.0201	calnexin
STXBP3	-0.265	0.0201	syntaxin binding protein 3
ABLIM1	0.264	0.0202	actin binding LIM protein 1
RAB2B	0.264	0.0202	RAB2B, member RAS oncogene family
TUSC2	0.281	0.0202	tumor suppressor 2, mitochondrial calcium regulator
MATK	-0.275	0.0203	megakaryocyte-associated tyrosine kinase
TICAM1	-0.294	0.0203	TIR domain containing adaptor molecule 1
LAMA3	-0.264	0.0203	laminin subunit alpha 3
RTN3	0.264	0.0203	reticulon 3
C3orf33	-0.318	0.0204	chromosome 3 open reading frame 33
DIPK2A	-0.353	0.0204	divergent protein kinase domain 2A
NFKB1	-0.264	0.0204	nuclear factor kappa B subunit 1
PDCD5	-0.264	0.0205	programmed cell death 5
RIPK1	0.264	0.0205	receptor interacting serine/threonine kinase 1
THOC7	-0.264	0.0206	THO complex 7
ITFG2	-0.263	0.0206	integrin alpha FG-GAP repeat containing 2
ALKBH2	-0.289	0.0206	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase
RPL32	0.263	0.0206	ribosomal protein L32
ALG12	0.384	0.0206	ALG12 alpha-1,6-mannosyltransferase
KPTN	-0.264	0.0206	kaptin, actin binding protein
SSR1	0.264	0.0206	signal sequence receptor subunit 1
AS3MT	-0.263	0.0206	arsenite methyltransferase
CDC42BPB	0.263	0.0208	CDC42 binding protein kinase beta
EI24	0.278	0.0208	EI24 autophagy associated transmembrane protein
COX15	0.395	0.0209	cytochrome c oxidase assembly homolog COX15
FKBPL	0.268	0.0209	FKBP prolyl isomerase like
DCAF10	-0.263	0.0209	DDB1 and CUL4 associated factor 10
MED11	-0.268	0.021	mediator complex subunit 11
CRISP3	0.263	0.021	cysteine rich secretory protein 3
ZBTB14	-0.273	0.021	zinc finger and BTB domain containing 14
IPO4	0.263	0.021	importin 4
STAG2	-0.263	0.0211	stromal antigen 2
ATF7	-0.263	0.0211	activating transcription factor 7
CTTNBP2	-0.281	0.0211	cortactin binding protein 2
ZKSCAN5	-0.325	0.0211	zinc finger with KRAB and SCAN domains 5
PRPS2	-0.262	0.0212	phosphoribosyl pyrophosphate synthetase 2
KIF20B	-0.297	0.0212	kinesin family member 20B
C1QBP	-0.262	0.0212	complement C1q binding protein
FNTA	-0.262	0.0212	farnesyltransferase, CAAX box, alpha
SNX6	-0.262	0.0212	sorting nexin 6
CCDC14	-0.339	0.0213	coiled-coil domain containing 14
CCDC46	-0.307	0.0213	centrosomal protein 112
SAE1	-0.262	0.0213	SUMO1 activating enzyme subunit 1
ATPAF1	0.262	0.0214	ATP synthase mitochondrial F1 complex assembly factor 1
GCLM	-0.262	0.0214	glutamate-cysteine ligase modifier subunit
KLHDC7A	0.313	0.0214	kelch domain containing 7A
SHTN1	0.262	0.0214	shootin 1
TMEM120A	0.296	0.0215	transmembrane protein 120A
CXXC5	-0.272	0.0215	CXXC finger protein 5
SNRNP35	-0.315	0.0216	small nuclear ribonucleoprotein U11/U12 subunit 35
REEP5	0.261	0.0217	receptor accessory protein 5
DCP1B	-0.261	0.0217	decapping mRNA 1B
PON2	0.261	0.0218	paraoxonase 2
CSTF1	0.261	0.0218	cleavage stimulation factor subunit 1
NDUFS4	-0.261	0.0219	NADH:ubiquinone oxidoreductase subunit S4
TBC1D22B	0.261	0.0219	TBC1 domain family member 22B
ABHD16A	0.261	0.0219	abhydrolase domain containing 16A, phospholipase
ATAD3B	-0.261	0.022	ATPase family AAA domain containing 3B
DYNLT1	0.261	0.0221	dynein light chain Tctex-type 1
BTBD2	-0.268	0.0221	BTB domain containing 2
KCTD9	-0.26	0.0221	potassium channel tetramerization domain containing 9
IARS1	0.261	0.0221	isoleucyl-tRNA synthetase 1
MED13L	-0.261	0.0221	mediator complex subunit 13L
RILPL1	-0.261	0.0221	Rab interacting lysosomal protein like 1
LBP	0.26	0.0222	lipopolysaccharide binding protein
H2BC1	-0.26	0.0222	H2B clustered histone 1
TMED7-TICAM2	0.26	0.0223	TMED7-TICAM2 readthrough
CCDC61	-0.26	0.0223	coiled-coil domain containing 61
CPT1A	0.26	0.0224	carnitine palmitoyltransferase 1A
