Gene	r	p	Name
CRLF1	-0.2758	0.0021060492499726	cytokine receptor like factor 1
UBE2J1	0.2756	0.0021219788056446	ubiquitin conjugating enzyme E2 J1
EI24	0.2755	0.0021330657497441	EI24 autophagy associated transmembrane protein
HACD3	0.2754	0.0021392960001949	3-hydroxyacyl-CoA dehydratase 3
DNAJA4	0.2746	0.0022104115747509	DnaJ heat shock protein family (Hsp40) member A4
THRA	0.2744	0.0022225625019867	thyroid hormone receptor alpha
UNC93B1	0.2741	0.0022498295710051	unc-93 homolog B1, TLR signaling regulator
MCUB	0.274	0.0022571879534542	mitochondrial calcium uniporter dominant negative subunit beta
CD320	-0.2737	0.0022876361196936	CD320 molecule
SEL1L	0.2736	0.0022930765595872	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
ADAM8	0.2736	0.0022979958811098	ADAM metallopeptidase domain 8
STX18	0.2733	0.0023186909536	syntaxin 18
USE1	0.2728	0.0023674449182736	unconventional SNARE in the ER 1
MIER3	0.2722	0.0024220754657667	MIER family member 3
C1orf226	-0.2722	0.0024247431215364	chromosome 1 open reading frame 226
RPL7	0.2721	0.0024302336728028	ribosomal protein L7
RASSF8	-0.2721	0.0024328341186376	Ras association domain family member 8
TMEM63B	0.2718	0.0024556301560181	transmembrane protein 63B
RPL13A	0.2718	0.0024614248642463	ribosomal protein L13a
SLC39A7	0.2712	0.0025180250654083	solute carrier family 39 member 7
GPR108	0.2709	0.0025406068320037	G protein-coupled receptor 108
EPN3	0.2708	0.0025527391906923	epsin 3
TMEM209	0.2707	0.0025600967492093	transmembrane protein 209
TMA16	-0.2704	0.0025897995833972	translation machinery associated 16 homolog
CCPG1	0.2701	0.0026190336361305	cell cycle progression 1
AP2M1	0.2699	0.002642015408068	adaptor related protein complex 2 subunit mu 1
HSPA4L	-0.2695	0.0026843030979293	heat shock protein family A (Hsp70) member 4 like
CD82	0.2695	0.002687581203223	CD82 molecule
RBM8A	-0.2694	0.0026987346098274	RNA binding motif protein 8A
KLK5	-0.2693	0.0027074758562826	kallikrein related peptidase 5
GFRA1	-0.2689	0.0027482279544179	GDNF family receptor alpha 1
CCDC94	-0.2685	0.0027827915185663	YJU2 splicing factor homolog
PON2	0.2683	0.0028088176636538	paraoxonase 2
FAM134A	0.2682	0.0028224881636381	reticulophagy regulator family member 2
IRS1	-0.2682	0.0028228422663082	insulin receptor substrate 1
UBE3C	0.268	0.002839394325907	ubiquitin protein ligase E3C
TFAP2E	0.268	0.0028452130176659	transcription factor AP-2 epsilon
MAGEC1	0.2677	0.0028773656750381	MAGE family member C1
SCYL2	0.2676	0.0028858302055798	SCY1 like pseudokinase 2
PEX1	0.2673	0.0029169459857466	peroxisomal biogenesis factor 1
RASGRP2	0.2673	0.0029198612773712	RAS guanyl releasing protein 2
C17orf62	0.2672	0.0029235556315516	cytochrome b-245 chaperone 1
KPNA3	0.2672	0.0029287175665592	karyopherin subunit alpha 3
IPPK	-0.2671	0.0029437867777535	inositol-pentakisphosphate 2-kinase
RPA2	-0.2667	0.0029802014929821	replication protein A2
HDHD2	-0.2667	0.0029854930339026	haloacid dehalogenase like hydrolase domain containing 2
VAPB	0.2665	0.0030003082533248	VAMP associated protein B and C
ARL1	0.2665	0.00300919967804	ADP ribosylation factor like GTPase 1
NCOA3	0.266	0.0030680651279139	nuclear receptor coactivator 3
STT3B	0.2659	0.0030726384126619	STT3 oligosaccharyltransferase complex catalytic subunit B
VTI1B	0.2659	0.0030729147755453	vesicle transport through interaction with t-SNAREs 1B
DLGAP4	0.2659	0.0030760081873562	DLG associated protein 4
PARK7	-0.2656	0.0031133275211804	Parkinsonism associated deglycase
ZNF512	0.2655	0.0031203353542982	zinc finger protein 512
YKT6	0.2654	0.003134088697627	YKT6 v-SNARE homolog
USP12	0.2653	0.0031485959427597	ubiquitin specific peptidase 12
LMAN2	0.2652	0.0031608799562265	lectin, mannose binding 2
LTN1	0.2649	0.0031870493246599	listerin E3 ubiquitin protein ligase 1
SARS	-0.2648	0.0032038814286223	seryl-tRNA synthetase 1
STX17	0.2644	0.0032457864763415	syntaxin 17
RGS10	-0.2644	0.0032474945671207	regulator of G protein signaling 10
EMC9	0.2644	0.0032494336530244	ER membrane protein complex subunit 9
PARD6A	-0.2643	0.0032647809491169	par-6 family cell polarity regulator alpha
GRAMD4	0.2643	0.0032656091527537	GRAM domain containing 4
ARSD	0.2643	0.0032693279765	arylsulfatase D
BNIP1	0.264	0.0032989674384474	BCL2 interacting protein 1
UGGT1	0.264	0.0033006805291904	UDP-glucose glycoprotein glucosyltransferase 1
MAN2A2	0.2638	0.0033212964218378	mannosidase alpha class 2A member 2
TNFSF10	0.2638	0.0033235053327237	TNF superfamily member 10
CRAT	0.2636	0.0033469421681599	carnitine O-acetyltransferase
QTRT1	-0.2635	0.0033681665884205	queuine tRNA-ribosyltransferase catalytic subunit 1
ACBD7	-0.2634	0.00337305900672	acyl-CoA binding domain containing 7
BIRC6	0.2633	0.0033879157431532	baculoviral IAP repeat containing 6
OSBPL5	0.2632	0.0034001174442383	oxysterol binding protein like 5
ACADSB	-0.263	0.0034269652213739	acyl-CoA dehydrogenase short/branched chain
USP9X	0.2629	0.0034347262747328	ubiquitin specific peptidase 9 X-linked
RNASEH2A	-0.2626	0.0034819846461903	ribonuclease H2 subunit A
SPAG7	-0.2622	0.0035221269341956	sperm associated antigen 7
LSM2	-0.2621	0.003547733462324	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
WDR54	-0.2619	0.0035662169443169	WD repeat domain 54
TEP1	0.2618	0.0035799963240534	telomerase associated protein 1
GALNT10	0.2617	0.0035993952773311	polypeptide N-acetylgalactosaminyltransferase 10
METTL21A	0.2615	0.0036209714243151	methyltransferase 21A, HSPA lysine
INTS8	0.2614	0.0036299784588015	integrator complex subunit 8
ZBTB38	0.2614	0.0036322052009261	zinc finger and BTB domain containing 38
NPM1	-0.2612	0.0036562976229616	nucleophosmin 1
UTP11	0.2611	0.0036735493454193	UTP11 small subunit processome component
USP38	0.261	0.0036925813020228	ubiquitin specific peptidase 38
ZCCHC17	-0.2609	0.0036988981512043	zinc finger CCHC-type containing 17
ASNSD1	-0.2606	0.0037362685384409	asparagine synthetase domain containing 1
PLCB3	0.2606	0.0037375377677814	phospholipase C beta 3
ZNF385B	-0.2606	0.0037475688828103	zinc finger protein 385B
GTF2H2C	0.2604	0.0037733729925787	GTF2H2 family member C
SEC63	0.2603	0.0037838837824357	SEC63 homolog, protein translocation regulator
LURAP1L	0.2602	0.003792016640642	leucine rich adaptor protein 1 like
PSEN1	0.26	0.0038237329136561	presenilin 1
ALG6	0.2597	0.0038649582894733	ALG6 alpha-1,3-glucosyltransferase
SH2D4A	0.2595	0.0039014438984064	SH2 domain containing 4A
RPL26	0.2594	0.0039129834550849	ribosomal protein L26
TCEA1	-0.2591	0.0039561299947987	transcription elongation factor A1
HMGCL	-0.2591	0.0039582632663779	3-hydroxy-3-methylglutaryl-CoA lyase
TMEM63C	0.2591	0.003960829307481	transmembrane protein 63C
ZC3H3	0.259	0.0039659047991165	zinc finger CCCH-type containing 3
C4orf3	0.2589	0.0039794440902892	chromosome 4 open reading frame 3
GLOD4	-0.2587	0.0040094236893415	glyoxalase domain containing 4
ATP9A	0.2586	0.0040218261784036	ATPase phospholipid transporting 9A (putative)
BCR	0.2586	0.0040341517050312	BCR activator of RhoGEF and GTPase
ABCA6	0.2583	0.0040645839671744	ATP binding cassette subfamily A member 6
AP4S1	0.2582	0.0040831680948089	adaptor related protein complex 4 subunit sigma 1
CSTF3	0.2579	0.0041254602563585	cleavage stimulation factor subunit 3
SUSD2	0.2578	0.004148541780829	sushi domain containing 2
CTTNBP2	0.2576	0.0041754648406465	cortactin binding protein 2
CDCP1	0.2575	0.0041857707745282	CUB domain containing protein 1
TOR1AIP2	0.2575	0.0041860494530345	torsin 1A interacting protein 2
CASC3	0.2575	0.0041907436706722	CASC3 exon junction complex subunit
SULT1E1	0.2574	0.0042023775858133	sulfotransferase family 1E member 1
VPS26A	0.2574	0.0042106803549025	VPS26, retromer complex component A
FAHD1	-0.2572	0.0042382515117174	fumarylacetoacetate hydrolase domain containing 1
RING1	0.2571	0.004253490844796	ring finger protein 1
HIP1R	0.2566	0.0043242267528905	huntingtin interacting protein 1 related
RPN1	0.2565	0.0043463018825284	ribophorin I
PPM1E	-0.2564	0.0043594890344546	protein phosphatase, Mg2+/Mn2+ dependent 1E
RPL6	0.2564	0.0043618642495951	ribosomal protein L6
CC2D2A	-0.2564	0.0043652308718062	coiled-coil and C2 domain containing 2A
LIMK2	0.2563	0.0043842101164509	LIM domain kinase 2
CLPTM1L	0.2562	0.0043903474587681	CLPTM1 like
TJP2	0.2562	0.0043996959826246	tight junction protein 2
C19orf70	-0.2562	0.0044013626259861	mitochondrial contact site and cristae organizing system subunit 13
KLRG2	0.256	0.0044291162677855	killer cell lectin like receptor G2
MAN1B1	0.2558	0.0044557186593005	mannosidase alpha class 1B member 1
PRAMEF17	-0.2558	0.004456137546083	PRAME family member 17
DNAJC19	-0.2556	0.0044891518220934	DnaJ heat shock protein family (Hsp40) member C19
RPL27A	0.2556	0.0044960202485978	ribosomal protein L27a
CPSF1	0.2555	0.0045002246180208	cleavage and polyadenylation specific factor 1
RHBDD2	0.2554	0.0045254515856514	rhomboid domain containing 2
WDR70	-0.2553	0.0045352866659844	WD repeat domain 70
ANKRD54	0.2553	0.0045466256570776	ankyrin repeat domain 54
TMEM199	0.2552	0.0045544527177874	transmembrane protein 199
BANF1	-0.2551	0.0045722203232078	BAF nuclear assembly factor 1
BPIFB1	0.2551	0.0045761949142706	BPI fold containing family B member 1
MET	-0.2551	0.0045791377212566	MET proto-oncogene, receptor tyrosine kinase
ACOX3	0.255	0.0045807847093739	acyl-CoA oxidase 3, pristanoyl
PCNX3	0.2549	0.0045983726248714	pecanex 3
TMEM120A	0.2549	0.0046057505001879	transmembrane protein 120A
FAM13A	0.2547	0.0046407230366327	family with sequence similarity 13 member A
SUPT3H	-0.2544	0.0046849348072518	SPT3 homolog, SAGA and STAGA complex component
RERG	-0.2544	0.0046865085988673	RAS like estrogen regulated growth inhibitor
HLA-F	0.2544	0.0046893102526855	major histocompatibility complex, class I, F
MGST2	0.2544	0.0046911109362993	microsomal glutathione S-transferase 2
RPL36AL	0.2543	0.0046993580806218	ribosomal protein L36a like
AIF1	-0.2542	0.0047157233413141	allograft inflammatory factor 1
PTRH2	0.2541	0.0047316759143752	peptidyl-tRNA hydrolase 2
DDX52	0.2541	0.004735389459772	DExD-box helicase 52
VEZT	0.2541	0.0047438530955867	vezatin, adherens junctions transmembrane protein
RPA3	-0.2539	0.0047649448573522	replication protein A3
PIK3C2A	0.2539	0.0047700793447105	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
RPS6KB1	0.2538	0.004783057827017	ribosomal protein S6 kinase B1
GTPBP3	-0.2536	0.0048260560055985	GTP binding protein 3, mitochondrial
ALG11	0.2535	0.0048346388306669	ALG11 alpha-1,2-mannosyltransferase
FBXO9	0.2534	0.0048536159466956	F-box protein 9
ABHD4	0.2534	0.0048575338016369	abhydrolase domain containing 4, N-acyl phospholipase B
RPTOR	-0.2534	0.0048640879627299	regulatory associated protein of MTOR complex 1
HDGF	-0.2531	0.0049189942247927	heparin binding growth factor
AKR7A2	-0.253	0.0049232902494139	aldo-keto reductase family 7 member A2
ITGB3	0.253	0.0049356620999573	integrin subunit beta 3
TM9SF2	0.2528	0.0049617046131365	transmembrane 9 superfamily member 2
PPOX	-0.2528	0.0049633648807182	protoporphyrinogen oxidase
POLDIP2	0.2526	0.0050020772204784	DNA polymerase delta interacting protein 2
SNX7	-0.2526	0.0050060915872298	sorting nexin 7
GPCPD1	0.2526	0.0050074939857247	glycerophosphocholine phosphodiesterase 1
RSBN1	-0.2525	0.0050123027225798	round spermatid basic protein 1
CLPTM1	0.2525	0.0050266116811981	CLPTM1 regulator of GABA type A receptor forward trafficking
STX6	0.2524	0.0050384679746727	syntaxin 6
EXOC2	0.2524	0.0050391220099171	exocyst complex component 2
ABCF2	0.2524	0.0050422750902622	ATP binding cassette subfamily F member 2
TMTC3	0.2522	0.0050661570057156	transmembrane O-mannosyltransferase targeting cadherins 3
ZDHHC13	0.2522	0.0050717772753478	zinc finger DHHC-type palmitoyltransferase 13
ZMPSTE24	0.2522	0.0050795575030216	zinc metallopeptidase STE24
HTT	0.252	0.0050995996157421	huntingtin
HID1	0.2519	0.0051238520016022	HID1 domain containing
ZNF787	-0.2519	0.005132213587096	zinc finger protein 787
LY86	-0.2519	0.0051339130196947	lymphocyte antigen 86
CABIN1	0.2517	0.0051673472410423	calcineurin binding protein 1
HEATR5A	0.2515	0.0051927812034964	HEAT repeat containing 5A
UBE2G2	0.2514	0.0052141321576781	ubiquitin conjugating enzyme E2 G2
C12orf10	-0.2512	0.0052485833178988	MYG1 exonuclease
CAB39L	0.2512	0.0052509057722848	calcium binding protein 39 like
AGPAT2	0.2511	0.0052724380293983	1-acylglycerol-3-phosphate O-acyltransferase 2
EIF2AK4	0.2511	0.0052743491861242	eukaryotic translation initiation factor 2 alpha kinase 4
HM13	0.251	0.0052960419774033	histocompatibility minor 13
NEDD4	0.2508	0.0053228778250261	NEDD4 E3 ubiquitin protein ligase
DNMT3A	0.2508	0.0053347158178512	DNA methyltransferase 3 alpha
RTN4	0.2506	0.005363249417291	reticulon 4
EIF4ENIF1	0.25	0.0054838654431924	eukaryotic translation initiation factor 4E nuclear import factor 1
ATP13A3	0.2498	0.0055171468665554	ATPase 13A3
RPL36A	0.2498	0.005517219134061	ribosomal protein L36a
ITGA2B	0.2497	0.0055510222804981	integrin subunit alpha 2b
MCRIP1	-0.2496	0.0055556336898155	MAPK regulated corepressor interacting protein 1
GBF1	0.2496	0.0055590871072345	golgi brefeldin A resistant guanine nucleotide exchange factor 1
C20orf24	0.2492	0.0056395598699746	RAB5 interacting factor
ICMT	0.2492	0.0056399331130187	isoprenylcysteine carboxyl methyltransferase
ABCD3	0.2492	0.0056409498273139	ATP binding cassette subfamily D member 3
SNX5	-0.2492	0.005650075339581	sorting nexin 5
CDC42BPG	0.2491	0.0056535211683731	CDC42 binding protein kinase gamma
UBA2	-0.2491	0.0056654839972696	ubiquitin like modifier activating enzyme 2
RAVER1	-0.2488	0.0057248088646681	ribonucleoprotein, PTB binding 1
RALB	0.2487	0.0057332888368462	RAS like proto-oncogene B
MTDH	0.2486	0.0057593907930838	metadherin
MARCHF2	0.2486	0.0057662848930798	membrane associated ring-CH-type finger 2
ATP13A1	0.2482	0.0058475042989937	ATPase 13A1
SEC24B	0.2478	0.0059219926126666	SEC24 homolog B, COPII coat complex component
PEX13	0.2478	0.005931960358736	peroxisomal biogenesis factor 13
SLC12A4	0.2476	0.0059660262841904	solute carrier family 12 member 4
CEP164	0.2476	0.005966442841075	centrosomal protein 164
PCDHB8	0.2474	0.0060000807506197	protocadherin beta 8
CHD1L	-0.2474	0.0060085657470221	chromodomain helicase DNA binding protein 1 like
TMEM214	0.2474	0.0060103368703572	transmembrane protein 214
ATP2B4	0.2473	0.0060209978401932	ATPase plasma membrane Ca2+ transporting 4
LMAN1	0.2472	0.0060455613560841	lectin, mannose binding 1
ZNF467	0.2472	0.0060506103688005	zinc finger protein 467
ILVBL	0.2472	0.0060545024172196	ilvB acetolactate synthase like
ZNF414	-0.247	0.0060986691534766	zinc finger protein 414
EDEM3	0.247	0.00609889582339	ER degradation enhancing alpha-mannosidase like protein 3
SEMA4C	0.2466	0.0061714632308286	semaphorin 4C
FAM134C	0.2465	0.0061977098989067	reticulophagy regulator family member 3
LZTFL1	-0.2464	0.0062186493869064	leucine zipper transcription factor like 1
TBCB	-0.2464	0.0062207019728842	tubulin folding cofactor B
BUB1B-PAK6	0.2464	0.0062315110565284	BUB1B-PAK6 readthrough
PCYOX1	0.2461	0.0062873093249412	prenylcysteine oxidase 1
MSMO1	0.2461	0.0062963183447195	methylsterol monooxygenase 1
AP4B1	0.246	0.0063182978449331	adaptor related protein complex 4 subunit beta 1
MRFAP1	-0.2459	0.006319705896066	Morf4 family associated protein 1
LGALS8	0.2458	0.0063445634193144	galectin 8
TXNRD3	-0.2457	0.0063793665419313	thioredoxin reductase 3
NIT2	-0.2456	0.0063875303351	nitrilase family member 2
KDM6A	0.2456	0.0064021863841937	lysine demethylase 6A
SAE1	-0.2454	0.0064421896862517	SUMO1 activating enzyme subunit 1
C12orf75	0.2454	0.0064428904370887	chromosome 12 open reading frame 75
STT3A	0.2454	0.0064466196797949	STT3 oligosaccharyltransferase complex catalytic subunit A
TOR1A	0.2453	0.0064682454474083	torsin family 1 member A
FOCAD	0.2452	0.0064766094940477	focadhesin
DAD1	0.2452	0.0064857024743726	defender against cell death 1
IBTK	0.2451	0.0065194374811216	inhibitor of Bruton tyrosine kinase
CFAP58	0.245	0.0065244396804289	cilia and flagella associated protein 58
COPB2	0.245	0.0065400090873331	COPI coat complex subunit beta 2
SELP	0.2449	0.00655469176704	selectin P
AP2S1	0.2448	0.0065675931584296	adaptor related protein complex 2 subunit sigma 1
VIMP	0.2445	0.006636331780587	selenoprotein S
NARR	0.2444	0.0066782206355483	RAB34, member RAS oncogene family
IQCD	0.2443	0.006698418226539	IQ motif containing D
WRAP53	-0.2442	0.0067110232255227	WD repeat containing antisense to TP53
SGPP1	0.244	0.0067596745253046	sphingosine-1-phosphate phosphatase 1
EXOC3	0.2439	0.0067917262506212	exocyst complex component 3
KCTD18	-0.2439	0.0067945362972535	potassium channel tetramerization domain containing 18
LZTS2	0.2438	0.0068036060185466	leucine zipper tumor suppressor 2
PPP6C	0.2437	0.0068247801629556	protein phosphatase 6 catalytic subunit
MTHFR	0.2437	0.0068422490722649	methylenetetrahydrofolate reductase
INSM1	-0.2436	0.0068504685367765	INSM transcriptional repressor 1
PDRG1	-0.2436	0.0068609797692528	p53 and DNA damage regulated 1
HEXIM1	-0.2434	0.0069023166103583	HEXIM P-TEFb complex subunit 1
OSGEPL1	0.2434	0.006909152672481	O-sialoglycoprotein endopeptidase like 1
CLK2	0.2434	0.0069092129263538	CDC like kinase 2
HERC1	0.2434	0.0069128290137285	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
NAA20	0.2433	0.0069357789292902	N-alpha-acetyltransferase 20, NatB catalytic subunit
SLC5A6	0.2432	0.006947973347804	solute carrier family 5 member 6
SPOCD1	0.2432	0.0069606244516416	SPOC domain containing 1
SLITRK6	-0.2431	0.0069662460735187	SLIT and NTRK like family member 6
COX20	-0.243	0.0069911949197734	cytochrome c oxidase assembly factor COX20
RAB6C	0.243	0.0069959804550287	RAB6C, member RAS oncogene family
DFFA	-0.2429	0.0070288890391145	DNA fragmentation factor subunit alpha
SAR1A	0.2428	0.0070349579261564	secretion associated Ras related GTPase 1A
PLGRKT	0.2428	0.0070525969795683	plasminogen receptor with a C-terminal lysine
CMTM4	0.2427	0.007062960029906	CKLF like MARVEL transmembrane domain containing 4
IL6ST	-0.2424	0.0071385398480191	interleukin 6 cytokine family signal transducer
MAGEA4	0.2424	0.0071501016766542	MAGE family member A4
TMED5	0.2422	0.0071998016391907	transmembrane p24 trafficking protein 5
SLC26A6	0.242	0.0072429626982968	solute carrier family 26 member 6
RPS6	0.2416	0.0073434443736596	ribosomal protein S6
COMT	0.2416	0.0073532079908903	catechol-O-methyltransferase
TMEM87A	0.2416	0.0073543189641683	transmembrane protein 87A
CSNK1G3	0.2414	0.0073841802026313	casein kinase 1 gamma 3
VPS18	0.2413	0.0074099813185345	VPS18 core subunit of CORVET and HOPS complexes
VPS41	0.2412	0.0074397069588511	VPS41 subunit of HOPS complex
ZNF806	0.2411	0.0074639388665355	zinc finger protein 285C, pseudogene
GTF2H1	0.2411	0.0074788170599437	general transcription factor IIH subunit 1
NR1D1	0.241	0.0074900178677638	nuclear receptor subfamily 1 group D member 1
B4GALT3	0.2406	0.0075959099895609	beta-1,4-galactosyltransferase 3
AGPAT1	0.2405	0.0076153142259374	1-acylglycerol-3-phosphate O-acyltransferase 1
CD46	0.2405	0.0076173500053589	CD46 molecule
NCKAP1	0.2404	0.0076382896326033	NCK associated protein 1
CYB5B	0.2404	0.0076400506961592	cytochrome b5 type B
FAM126B	0.2404	0.0076425868086437	family with sequence similarity 126 member B
SEMA4B	0.2403	0.0076683732219343	semaphorin 4B
ARHGEF10L	-0.2402	0.0077008474694335	Rho guanine nucleotide exchange factor 10 like
SDCBP2	0.2402	0.0077128050228052	syndecan binding protein 2
ARL3	-0.2401	0.0077189159277582	ADP ribosylation factor like GTPase 3
DCAF16	-0.24	0.0077579911372227	DDB1 and CUL4 associated factor 16
S100P	0.2399	0.0077820312848851	S100 calcium binding protein P
PGRMC2	0.2398	0.0077990845003697	progesterone receptor membrane component 2
BAZ1B	0.2398	0.0078153540098325	bromodomain adjacent to zinc finger domain 1B
FAM46A	-0.2395	0.0078905321667427	terminal nucleotidyltransferase 5A
KLHDC7A	0.2394	0.0078992928304083	kelch domain containing 7A
COX6C	-0.2393	0.007942870433304	cytochrome c oxidase subunit 6C
NBAS	0.239	0.008019125088806	NBAS subunit of NRZ tethering complex
CACNG6	0.239	0.0080213932118167	calcium voltage-gated channel auxiliary subunit gamma 6
PTTG1IP	0.239	0.0080231457738249	PTTG1 interacting protein
IGF2BP3	-0.2388	0.0080738210121192	insulin like growth factor 2 mRNA binding protein 3
KIAA0368	0.2386	0.0081275355693246	Ecm29 proteasome adaptor and scaffold
GNAI3	0.2384	0.0081847432504865	G protein subunit alpha i3
C8orf44-SGK3	-0.2383	0.008206924234042	C8orf44-SGK3 readthrough
RPL8	0.2383	0.008208766721226	ribosomal protein L8
ABCA8	0.2383	0.0082164211817855	ATP binding cassette subfamily A member 8
AHCYL1	-0.2382	0.0082367684197384	adenosylhomocysteinase like 1
SECISBP2	0.2381	0.008263028267218	SECIS binding protein 2
TMEM57	0.2378	0.008345167350703	macoilin 1
FADS2	0.2378	0.0083533603072307	fatty acid desaturase 2
FABP3	-0.2378	0.0083636573403302	fatty acid binding protein 3
DEGS1	0.2377	0.0083871616639821	delta 4-desaturase, sphingolipid 1
MCOLN3	0.2377	0.0083927877232606	mucolipin TRP cation channel 3
ZCCHC2	0.2374	0.0084608896494125	zinc finger CCHC-type containing 2
TGFBR1	0.2373	0.0084839147480052	transforming growth factor beta receptor 1
MPI	-0.2372	0.0085353370942886	mannose phosphate isomerase
REST	0.2371	0.0085515147309524	RE1 silencing transcription factor
GAS1	0.2371	0.0085579020822512	growth arrest specific 1
CBX1	-0.237	0.0085828119090623	chromobox 1
CHID1	0.2368	0.0086298693477922	chitinase domain containing 1
TMX1	0.2368	0.0086498387907469	thioredoxin related transmembrane protein 1
TRIM28	-0.2367	0.0086670071892748	tripartite motif containing 28
USP28	0.2365	0.0087200042815477	ubiquitin specific peptidase 28
AP4E1	0.2365	0.0087308358732956	adaptor related protein complex 4 subunit epsilon 1
ZADH2	-0.2362	0.0088004836809053	prostaglandin reductase 3
AGRN	0.2362	0.0088120341347044	agrin
LUC7L	-0.236	0.0088618886546078	LUC7 like
B4GALT4	0.2358	0.0089383830839847	beta-1,4-galactosyltransferase 4
RNF185	0.2357	0.0089529274989835	ring finger protein 185
DYNLT1	0.2355	0.0090262542244548	dynein light chain Tctex-type 1
LAD1	0.2352	0.0091130527545257	ladinin 1
LPCAT2	0.2351	0.009138384133675	lysophosphatidylcholine acyltransferase 2
CYP51A1	0.235	0.0091675843275742	cytochrome P450 family 51 subfamily A member 1
KIAA0907	-0.235	0.0091852753770684	KH domain containing 4, pre-mRNA splicing factor
POFUT2	0.2349	0.0092100496637885	protein O-fucosyltransferase 2
ESD	-0.2348	0.0092236665998601	esterase D
MMACHC	0.2347	0.0092750363217978	metabolism of cobalamin associated C
CYFIP1	0.2344	0.0093496013740969	cytoplasmic FMR1 interacting protein 1
RANBP3	-0.2343	0.0093860348747298	RAN binding protein 3
EDARADD	0.2343	0.0093982065405942	EDAR associated death domain
TMX3	0.234	0.0094720234762513	thioredoxin related transmembrane protein 3
TMEM237	0.234	0.0094920603001828	transmembrane protein 237
COPA	0.2339	0.0095036893713757	COPI coat complex subunit alpha
OLA1	0.2339	0.0095047564885363	Obg like ATPase 1
C17orf49	-0.2339	0.0095164642067461	chromosome 17 open reading frame 49
CHAD	-0.2339	0.0095269743723209	chondroadherin
PEX26	0.2336	0.0095986653811792	peroxisomal biogenesis factor 26
C14orf169	-0.2336	0.0096203308092597	ribosomal oxygenase 1
GCN1	0.2336	0.0096219304259891	GCN1 activator of EIF2AK4
CASP14	0.2336	0.0096247820364792	caspase 14
HAGH	-0.2333	0.0097104407042963	hydroxyacylglutathione hydrolase
MSL3	0.2332	0.0097446286110772	MSL complex subunit 3
RAB2B	0.2331	0.0097739181531873	RAB2B, member RAS oncogene family
EN1	-0.233	0.0098025074217417	engrailed homeobox 1
NOS1	0.233	0.0098131464657576	nitric oxide synthase 1
PIN1	-0.2327	0.009896628801864	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
SNX14	0.2327	0.0098985491377345	sorting nexin 14
DNMT1	-0.2327	0.0099096924706648	DNA methyltransferase 1
IPO9	0.2326	0.0099288444743707	importin 9
DOHH	-0.2325	0.0099650436214591	deoxyhypusine hydroxylase
LRRC59	0.2324	0.0099844334476611	leucine rich repeat containing 59
AKR1B1	-0.2324	0.0099863698376289	aldo-keto reductase family 1 member B
ACTR8	0.2323	0.0100169934677617	actin related protein 8
DCPS	-0.2323	0.0100174344551527	decapping enzyme, scavenger
EEF1D	0.2322	0.0100795219190304	eukaryotic translation elongation factor 1 delta
CD276	0.2321	0.010099551991133	CD276 molecule
CNNM4	0.232	0.0101149854103793	cyclin and CBS domain divalent metal cation transport mediator 4
PLEKHG4	-0.2319	0.0101495394027173	pleckstrin homology and RhoGEF domain containing G4
SDHB	-0.2316	0.0102547126177449	succinate dehydrogenase complex iron sulfur subunit B
TPCN1	0.2313	0.0103550836344475	two pore segment channel 1
ATP6V1C2	0.2312	0.0103908469706467	ATPase H+ transporting V1 subunit C2
TM9SF4	0.2312	0.0103989660667298	transmembrane 9 superfamily member 4
NAA25	0.2311	0.010419580636763	N-alpha-acetyltransferase 25, NatB auxiliary subunit
ADAP2	-0.231	0.0104619765546657	ArfGAP with dual PH domains 2
ZNF655	0.2309	0.0105171850930446	zinc finger protein 655
UBAC2	0.2308	0.0105298058752409	UBA domain containing 2
ARL5B	0.2308	0.0105349540044734	ADP ribosylation factor like GTPase 5B
ACSL3	0.2307	0.0105669716454761	acyl-CoA synthetase long chain family member 3
RPS8	0.2307	0.0105693456355835	ribosomal protein S8
THNSL1	-0.2307	0.0105709213404389	threonine synthase like 1
ERGIC2	0.2307	0.0105761271100948	ERGIC and golgi 2
PARD6G	-0.2306	0.010604080964998	par-6 family cell polarity regulator gamma
IBA57	-0.2303	0.0107028045853797	iron-sulfur cluster assembly factor IBA57
AK2	-0.2302	0.0107372974855497	adenylate kinase 2
UEVLD	0.2301	0.0107654143784232	UEV and lactate/malate dehyrogenase domains
ATP2B1	0.2301	0.0107785334891112	ATPase plasma membrane Ca2+ transporting 1
NUDT6	-0.23	0.0108199301045627	nudix hydrolase 6
RNF11	0.23	0.0108294212358002	ring finger protein 11
RPL23A	0.2299	0.0108549941144895	ribosomal protein L23a
CYTIP	0.2298	0.0108799086750868	cytohesin 1 interacting protein
SUGP1	-0.2297	0.0109109725763069	SURP and G-patch domain containing 1
HMOX2	0.2296	0.0109674905702958	heme oxygenase 2
KIAA0391	0.2295	0.0110025890546148	protein only RNase P catalytic subunit
WDR77	-0.2294	0.0110297296327768	WD repeat domain 77
TCAF1	0.2294	0.0110417216698898	TRPM8 channel associated factor 1
