Gene	Summed p values	Name
SF3A1	0.4940676736233003	splicing factor 3a subunit 1
RPL15	0.49407939608330165	ribosomal protein L15
FNBP1L	0.494273762282081	formin binding protein 1 like
ZNF467	0.4943604918105764	zinc finger protein 467
ANKRD63	0.4943651267370182	ankyrin repeat domain 63
LOC101929715	0.49446469564445583	
ENC1	0.49464494684632226	ectodermal-neural cortex 1
HDHD1	0.49487852601645116	pseudouridine 5'-phosphatase
ARF1	0.4949728168454184	ADP ribosylation factor 1
TMEM184B	0.49499286581985674	transmembrane protein 184B
MUCL1	0.495056264507026	mucin like 1
SF1	0.49514885762930794	splicing factor 1
KLHL28	0.49526919766145006	kelch like family member 28
PRR23A	0.4953231808860342	proline rich 23A
CT83	0.49534539444207565	cancer/testis antigen 83
AAMP	0.4954656381486646	angio associated migratory cell protein
PRR15	0.49548528777304235	proline rich 15
VIPAS39	0.49571094427519957	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
EMC4	0.49572858175733525	ER membrane protein complex subunit 4
SCYL3	0.4958218572988636	SCY1 like pseudokinase 3
DLX5	0.4959546330613459	distal-less homeobox 5
HLA-L	0.4962265792524051	major histocompatibility complex, class I, L (pseudogene)
CDK5	0.49627205854752365	cyclin dependent kinase 5
LINC01226	0.49639311294144045	long intergenic non-protein coding RNA 1226
GSPT1	0.4964618474641947	G1 to S phase transition 1
ICAM5	0.4965446688259412	intercellular adhesion molecule 5
LRTM2	0.4965458749470769	leucine rich repeats and transmembrane domains 2
ANO10	0.4966130810934363	anoctamin 10
ZNF316	0.496751262998029	zinc finger protein 316
PEX11A	0.49686604776565874	peroxisomal biogenesis factor 11 alpha
FLJ22184	0.4968979687678033	
WSB1	0.4969380167993606	WD repeat and SOCS box containing 1
NCF1B	0.49702734720197944	neutrophil cytosolic factor 1B pseudogene
IGSF1	0.49711415100600254	immunoglobulin superfamily member 1
KCNJ5	0.4971604520684061	potassium inwardly rectifying channel subfamily J member 5
GALM	0.49739184657048185	galactose mutarotase
LINC00316	0.49754433364064965	long intergenic non-protein coding RNA 316
SRRM3	0.4975868894733092	serine/arginine repetitive matrix 3
CYP4F12	0.4976615736364243	cytochrome P450 family 4 subfamily F member 12
TSPAN7	0.49780652134188796	tetraspanin 7
TLR9	0.49803334282322803	toll like receptor 9
RITA1	0.49822103226476455	RBPJ interacting and tubulin associated 1
DGUOK	0.4982766440490639	deoxyguanosine kinase
COA1	0.4984160342284165	cytochrome c oxidase assembly factor 1
TMPRSS11B	0.49842177668440335	transmembrane serine protease 11B
CXorf28	0.4986499960687884	long intergenic non-protein coding RNA 1546
SNX27	0.4986587684956501	sorting nexin 27
PITX1	0.4987158710823491	paired like homeodomain 1
PIP5K1C	0.49878128733220106	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
SRSF12	0.49885374465625076	serine and arginine rich splicing factor 12
NAB2	0.49887471652567084	NGFI-A binding protein 2
FUBP3	0.49887766852157367	far upstream element binding protein 3
RAB4B	0.49922556718979355	RAB4B, member RAS oncogene family
FAM129C	0.4992565277533773	niban apoptosis regulator 3
ZFP64	0.4992569569268274	ZFP64 zinc finger protein
GLS2	0.49925870905920955	glutaminase 2
FGFBP3	0.4993281160752291	fibroblast growth factor binding protein 3
PEX16	0.49955227239841765	peroxisomal biogenesis factor 16
CECR6	0.49955458594347574	transmembrane protein 121B
FAM64A	0.49961095287698887	PICALM interacting mitotic regulator
SOX11	0.49978740652428943	SRY-box transcription factor 11
CDKN2AIPNL	0.4998448301089537	CDKN2A interacting protein N-terminal like
LINC00999	0.49989190334345934	long intergenic non-protein coding RNA 999
H2AFB3	0.4999032309993155	H2A.B variant histone 3
CCL22	0.5000201633171163	C-C motif chemokine ligand 22
ZFP36L1	0.5000865338150485	ZFP36 ring finger protein like 1
VNN3	0.5001978040679148	vanin 3, pseudogene
CYS1	0.5003700791138789	cystin 1
CAPNS1	0.5005841855433721	calpain small subunit 1
CCDC140	0.5006036647252603	CCDC140 long non-coding RNA
CNPY1	0.500815245055181	canopy FGF signaling regulator 1
RDH13	0.5008233207189379	retinol dehydrogenase 13
TBC1D16	0.5012564808866895	TBC1 domain family member 16
LCP1	0.5012927674210924	lymphocyte cytosolic protein 1
RAPSN	0.5013968246969388	receptor associated protein of the synapse
MMEL1	0.5014075289516704	membrane metalloendopeptidase like 1
PGBD2	0.5015503089825438	piggyBac transposable element derived 2
RAVER1	0.5017109895387313	ribonucleoprotein, PTB binding 1
USP13	0.5017113774259359	ubiquitin specific peptidase 13
RPPH1	0.5019114421184685	ribonuclease P RNA component H1
MOB1A	0.5019370903173055	MOB kinase activator 1A
DOCK7	0.5020047601617367	dedicator of cytokinesis 7
SNRPA	0.502439898779604	small nuclear ribonucleoprotein polypeptide A
C9orf43	0.5026460819876116	chromosome 9 open reading frame 43
NKAPL	0.5027264160010959	NFKB activating protein like
BRMS1L	0.5030333640232988	BRMS1 like transcriptional repressor
OR9A2	0.5030905724001971	olfactory receptor family 9 subfamily A member 2
MRTO4	0.5031760046431896	MRT4 homolog, ribosome maturation factor
THSD4	0.5032344279697452	thrombospondin type 1 domain containing 4
F2R	0.5032683196034236	coagulation factor II thrombin receptor
SASH3	0.5033949709883083	SAM and SH3 domain containing 3
SGTA	0.5037131041535091	small glutamine rich tetratricopeptide repeat co-chaperone alpha
GLA	0.5037548655847781	galactosidase alpha
CAB39L	0.5037640928079551	calcium binding protein 39 like
TEX30	0.5037696211388029	testis expressed 30
KIR2DS4	0.5038007131924442	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
NEAT1	0.5039116924455755	nuclear paraspeckle assembly transcript 1
POLN	0.5040091165579637	DNA polymerase nu
ITGA11	0.5040846114332321	integrin subunit alpha 11
WDR59	0.5043056009956902	WD repeat domain 59
RNF216P1	0.504422475471144	ring finger protein 216 pseudogene 1
FXR2	0.5045042406776421	FMR1 autosomal homolog 2
ATP6V0D1	0.5045246540029062	ATPase H+ transporting V0 subunit d1
CHCHD4	0.5047683759656972	coiled-coil-helix-coiled-coil-helix domain containing 4
SSX4B	0.5049628506182242	SSX family member 4B
TEX43	0.505077800105835	testis expressed 43
TTLL9	0.5054655156554135	tubulin tyrosine ligase like 9
THBS1	0.5056317004600315	thrombospondin 1
TAPBPL	0.5057178045692551	TAP binding protein like
NR1I2	0.5057883180780665	nuclear receptor subfamily 1 group I member 2
POLM	0.5059154098967156	DNA polymerase mu
TINAG	0.5059170038705719	tubulointerstitial nephritis antigen
UCP3	0.5059565447775355	uncoupling protein 3
SGCE	0.5059603664712773	sarcoglycan epsilon
CTCFL	0.505972111348556	CCCTC-binding factor like
XPNPEP3	0.505988632331879	X-prolyl aminopeptidase 3
SUSD1	0.5060559272340168	sushi domain containing 1
CNKSR1	0.5063270656060365	connector enhancer of kinase suppressor of Ras 1
MRVI1	0.5064222251820206	inositol 1,4,5-triphosphate receptor associated 1
PHAX	0.5064383413069652	phosphorylated adaptor for RNA export
HGD	0.5064433605341782	homogentisate 1,2-dioxygenase
SERPING1	0.506455250175794	serpin family G member 1
RIMBP3C	0.5064975639847455	RIMS binding protein 3C
C6orf48	0.5066062157062393	small nucleolar RNA host gene 32
LOC400655	0.5068502278341607	
HSPA4L	0.5068512525405229	heat shock protein family A (Hsp70) member 4 like
TYW1B	0.5068857342859852	tRNA-yW synthesizing protein 1 homolog B
POLR3D	0.5069151660392904	RNA polymerase III subunit D
DAZAP2	0.5070304785503041	DAZ associated protein 2
LINC00998	0.5071373595876749	small integral membrane protein 30
CRHR1-IT1	0.5071505375513983	long intergenic non-protein coding RNA 2210
VPS4A	0.5073566594409226	vacuolar protein sorting 4 homolog A
MAGEA1	0.5073766224465237	MAGE family member A1
MIEF1	0.5074132680977095	mitochondrial elongation factor 1
TAB2	0.5074133376501605	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
FLVCR1-AS1	0.5074627893442829	FLVCR1 divergent transcript
RPP40	0.5075939436589265	ribonuclease P/MRP subunit p40
PTBP1	0.5076943828469561	polypyrimidine tract binding protein 1
RHCE	0.5077360041138268	Rh blood group CcEe antigens
PRSS56	0.5077753691794392	serine protease 56
OR5E1P	0.507898595475313	olfactory receptor family 5 subfamily E member 1 pseudogene
KLF11	0.5079905926912305	Kruppel like factor 11
CLTB	0.5080619151757533	clathrin light chain B
KIAA0930	0.5081870279707804	KIAA0930
UBTF	0.5083226109072282	upstream binding transcription factor
MMP24-AS1	0.5084398590865217	MMP24 opposite strand
HHIPL1	0.5085589191676643	HHIP like 1
MTMR3	0.5086545949649918	myotubularin related protein 3
TMCO1	0.5087546721455687	transmembrane and coiled-coil domains 1
FTMT	0.5088459142857911	ferritin mitochondrial
DNAJA1P5	0.5089438704424594	DnaJ heat shock protein family (Hsp40) member A1 pseudogene 5
ZNF727P	0.5089532610798926	zinc finger protein 727
BRINP1	0.5089584026482499	BMP/retinoic acid inducible neural specific 1
FOXD4L5	0.5089949984052794	forkhead box D4 like 5
LOC407835	0.5091089168765269	mitogen-activated protein kinase kinase 2 pseudogene(LOC407835)
ARX	0.5091580259426953	aristaless related homeobox
LRRK1	0.509488576749662	leucine rich repeat kinase 1
SATL1	0.5094974407103954	spermidine/spermine N1-acetyl transferase like 1
LOC400654	0.5095610554660277	
FGF11	0.5097540873828218	fibroblast growth factor 11
C21orf91-OT1	0.5097738020831228	C21orf91 overlapping transcript 1
LINC00963	0.5098385620243033	long intergenic non-protein coding RNA 963
KCNQ1DN	0.5098925745764642	KCNQ1 downstream neighbor
LINC00638	0.5099662375076547	long intergenic non-protein coding RNA 638
WDFY3-AS2	0.5099834626506785	WDFY3 antisense RNA 2
COQ2	0.5100594573857201	coenzyme Q2, polyprenyltransferase
HRK	0.5101940614449691	harakiri, BCL2 interacting protein
PLEKHG3	0.5102111836419622	pleckstrin homology and RhoGEF domain containing G3
ASAH2	0.5102689128572867	N-acylsphingosine amidohydrolase 2
RBM8A	0.5102983802670256	RNA binding motif protein 8A
DENND1B	0.5103535159860759	DENN domain containing 1B
RPL18	0.5104132311684718	ribosomal protein L18
DMPK	0.5105374616728017	DM1 protein kinase
DBN1	0.5106730662843321	drebrin 1
LINC00189	0.5110576040455463	long intergenic non-protein coding RNA 189
OR2T8	0.5111055547493621	olfactory receptor family 2 subfamily T member 8
GTF2E2	0.5112774595588435	general transcription factor IIE subunit 2
CYTH2	0.5113570166615575	cytohesin 2
DNAJB6	0.5114306607605387	DnaJ heat shock protein family (Hsp40) member B6
LINC-PINT	0.5114308884663105	long intergenic non-protein coding RNA, p53 induced transcript
UGT2B10	0.5114506556958205	UDP glucuronosyltransferase family 2 member B10
SLC24A4	0.5117018003335536	solute carrier family 24 member 4
NCF1	0.511928627169156	neutrophil cytosolic factor 1
MSANTD3	0.5119394896121723	Myb/SANT DNA binding domain containing 3
HES2	0.5119800311721144	hes family bHLH transcription factor 2
LOC100506272	0.5119811690178149	
DCUN1D5	0.5119871656376987	defective in cullin neddylation 1 domain containing 5
FAM174A	0.5119993835016389	family with sequence similarity 174 member A
RFPL2	0.5120839518774468	ret finger protein like 2
ZFYVE1	0.5122025200219935	zinc finger FYVE-type containing 1
RASGRP2	0.5122436911434467	RAS guanyl releasing protein 2
STX1A	0.512320736106074	syntaxin 1A
MUC12	0.5123607356176807	mucin 12, cell surface associated
GSC2	0.5123826516332282	goosecoid homeobox 2
C2orf91	0.512578827972761	long intergenic non-protein coding RNA 2898
NPC1	0.5126739742426804	NPC intracellular cholesterol transporter 1
MSTN	0.5127927239291596	myostatin
CD58	0.5128039687498694	CD58 molecule
SLC25A29	0.5129331018527198	solute carrier family 25 member 29
PSRC1	0.5131310030321444	proline and serine rich coiled-coil 1
ASCC3	0.5132821746319866	activating signal cointegrator 1 complex subunit 3
CGB7	0.5133477535612357	chorionic gonadotropin subunit beta 7
ADAT3	0.5133675942572085	adenosine deaminase tRNA specific 3
LINC00643	0.513544556368565	long intergenic non-protein coding RNA 643
CCDC34	0.5135452234315325	coiled-coil domain containing 34
FAM228B	0.5137633900043365	family with sequence similarity 228 member B
LOC400684	0.5137745210027183	
UBAC2	0.5137971314766607	UBA domain containing 2
POLR2J3	0.5139306882224551	RNA polymerase II subunit J3
ELMO2	0.5140103849278256	engulfment and cell motility 2
FAM47B	0.5140440866947333	family with sequence similarity 47 member B
CRABP2	0.5141051835614475	cellular retinoic acid binding protein 2
ARHGEF17	0.5142333629382217	Rho guanine nucleotide exchange factor 17
OR10Q1	0.5143809821371597	olfactory receptor family 10 subfamily Q member 1
SLC30A8	0.5144144718895283	solute carrier family 30 member 8
TAS2R20	0.5145165975098482	taste 2 receptor member 20
FGF14-IT1	0.5145352304332171	FGF14 intronic transcript 1
ANP32A-IT1	0.5146358375801691	ANP32A intronic transcript 1
LHFPL5	0.5146415614034061	LHFPL tetraspan subfamily member 5
CEP162	0.5150055671790034	centrosomal protein 162
FAM49B	0.5154173768188082	CYFIP related Rac1 interactor B
MID1	0.5156461322051038	midline 1
LOC729966	0.5156690434900303	uncharacterized LOC729966(LOC729966)
HIST2H3A	0.5158177877286569	H3 clustered histone 15
METTL23	0.5158492306798084	methyltransferase like 23
C7orf33	0.5159510444601271	chromosome 7 open reading frame 33
OVCH2	0.5161570924190841	ovochymase 2
FAM98C	0.5162381604922701	family with sequence similarity 98 member C
ZNF454	0.5163512549138707	zinc finger protein 454
RPEL1	0.5163638898177983	ribulose-5-phosphate-3-epimerase like 1
CDC42	0.5164520150186702	cell division cycle 42
MTCP1	0.5165730537310882	mature T cell proliferation 1
PPP2CB	0.5166049993739782	protein phosphatase 2 catalytic subunit beta
HSPA1B	0.5167132109538083	heat shock protein family A (Hsp70) member 1B
MLLT1	0.5167513955107241	MLLT1 super elongation complex subunit
LINC00163	0.5167721820843809	long intergenic non-protein coding RNA 163
SCMH1	0.5169057030381051	Scm polycomb group protein homolog 1
FASTKD1	0.5169125003825082	FAST kinase domains 1
HEATR4	0.5169270341963732	HEAT repeat containing 4
LRPPRC	0.5170290095028055	leucine rich pentatricopeptide repeat containing
CHMP4A	0.5170384434171476	charged multivesicular body protein 4A
POMT1	0.5171870686872746	protein O-mannosyltransferase 1
PRKCE	0.5172869345617367	protein kinase C epsilon
SLCO4A1	0.5173917816147464	solute carrier organic anion transporter family member 4A1
ACSL3	0.5174512778012315	acyl-CoA synthetase long chain family member 3
DLGAP1	0.5176628659547621	DLG associated protein 1
PLSCR2	0.5179180659424191	phospholipid scramblase 2
PGPEP1L	0.5182998644982907	pyroglutamyl-peptidase I like
HDHD2	0.5183893898270691	haloacid dehalogenase like hydrolase domain containing 2
HAVCR1	0.5188152656439965	hepatitis A virus cellular receptor 1
NAA10	0.5194106169025359	N-alpha-acetyltransferase 10, NatA catalytic subunit
ADPRH	0.5195668528015147	ADP-ribosylarginine hydrolase
KIRREL3	0.5198903783040252	kirre like nephrin family adhesion molecule 3
ALS2	0.5199404334326791	alsin Rho guanine nucleotide exchange factor ALS2
HLA-F	0.5199956436010155	major histocompatibility complex, class I, F
VPS29	0.5200321468116993	VPS29 retromer complex component
GPAT2	0.5202567444693567	glycerol-3-phosphate acyltransferase 2, mitochondrial
ZNF117	0.520350458910525	zinc finger protein 117
SUCLG1	0.5205086146380247	succinate-CoA ligase GDP/ADP-forming subunit alpha
GNAI1	0.5206524624185642	G protein subunit alpha i1
NANOGNB	0.5206634322945047	NANOG neighbor homeobox
CNOT3	0.5206785806382356	CCR4-NOT transcription complex subunit 3
FAM109A	0.5207615030556126	PH domain containing endocytic trafficking adaptor 1
ZNF697	0.5208132726943779	zinc finger protein 697
HIVEP2	0.5210313123670208	HIVEP zinc finger 2
VSTM2B	0.521186973581061	V-set and transmembrane domain containing 2B
C1orf210	0.5213119098387061	chromosome 1 open reading frame 210
LRRC37A3	0.5215061796034758	leucine rich repeat containing 37 member A3
PBOV1	0.5215282027635023	prostate and breast cancer overexpressed 1
TSTD3	0.5215589247385541	thiosulfate sulfurtransferase like domain containing 3
LOC100132356	0.5216219905731063	uncharacterized LOC100132356(LOC100132356)
FAM86C2P	0.5217568902236441	family with sequence similarity 86 member C2, pseudogene
RGPD3	0.5219062067636915	RANBP2 like and GRIP domain containing 3
DIDO1	0.5219287371367236	death inducer-obliterator 1
PNRC1	0.5221332737844787	proline rich nuclear receptor coactivator 1
TTC30A	0.5221385466733903	tetratricopeptide repeat domain 30A
MIPEPP3	0.5221519593392626	mitochondrial intermediate peptidase pseudogene 3
SERPINA6	0.5221669665845363	serpin family A member 6
CLK3	0.5224154389073524	CDC like kinase 3
MAOA	0.5224175580261623	monoamine oxidase A
SIAH2	0.522581758035715	siah E3 ubiquitin protein ligase 2
OR52W1	0.5226298800654541	olfactory receptor family 52 subfamily W member 1
PCSK1	0.5227837449266816	proprotein convertase subtilisin/kexin type 1
OR56B4	0.523010221334607	olfactory receptor family 56 subfamily B member 4
XPR1	0.5230382677241708	xenotropic and polytropic retrovirus receptor 1
CPNE7	0.5230641262686091	copine 7
RBFOX1	0.5233451063902254	RNA binding fox-1 homolog 1
ZNF121	0.5234166038564932	zinc finger protein 121
GGTLC1	0.5234903095899782	gamma-glutamyltransferase light chain 1
LINC01105	0.5234984045197058	sciatic injury induced lincRNA upregulator of SOX11
FAM83H-AS1	0.5235058238674951	IQ motif and ankyrin repeat containing 1
EIF5B	0.5235583563716703	eukaryotic translation initiation factor 5B
TUBB4A	0.5235626999995828	tubulin beta 4A class IVa
TBC1D32	0.5235986401679028	TBC1 domain family member 32
MAFG-AS1	0.5237655564979422	MYC inducible lncRNA inactivating p53
RBM19	0.5238130979207036	RNA binding motif protein 19
GRHPR	0.5238223125769927	glyoxylate and hydroxypyruvate reductase
SEC1P	0.5238634051383565	secretory blood group 1, pseudogene
PLEKHM2	0.5241354743718044	pleckstrin homology and RUN domain containing M2
SLC25A46	0.5242326886734565	solute carrier family 25 member 46
CRNDE	0.5242376002198524	colorectal neoplasia differentially expressed
CYP4X1	0.5242514516418885	cytochrome P450 family 4 subfamily X member 1
TRIT1	0.5242986262308519	tRNA isopentenyltransferase 1
GKN2	0.5248249409769414	gastrokine 2
PAQR8	0.5248796698249469	progestin and adipoQ receptor family member 8
TANK	0.524965788355477	TRAF family member associated NFKB activator
LINC01343	0.5249705955600011	long intergenic non-protein coding RNA 1343
JAKMIP2-AS1	0.5250312452114021	JAKMIP2 antisense RNA 1
IMPAD1	0.5250390888553008	3'(2'), 5'-bisphosphate nucleotidase 2
CXCL6	0.525161844492891	C-X-C motif chemokine ligand 6
ARHGEF2	0.5252139914545041	Rho/Rac guanine nucleotide exchange factor 2
QPCT	0.5252153289037389	glutaminyl-peptide cyclotransferase
SDSL	0.5252346021760061	serine dehydratase like
NCKAP1	0.525500516261856	NCK associated protein 1
C5orf15	0.5256852006657067	chromosome 5 open reading frame 15
CDIPT-AS1	0.5258737813629437	CDIP transferase opposite strand, pseudogene
PRDM13	0.526116517959463	PR/SET domain 13
ZNF148	0.5261334508428057	zinc finger protein 148
EDN3	0.5261873662906026	endothelin 3
RNF126P1	0.5262642941754104	ring finger protein 126 pseudogene 1
TUT1	0.526304660796073	terminal uridylyl transferase 1, U6 snRNA-specific
PTGDS	0.5263506233608382	prostaglandin D2 synthase
PPTC7	0.5264739014360394	protein phosphatase targeting COQ7
TAS2R60	0.5264979843146833	taste 2 receptor member 60
DTWD2	0.526537166606231	DTW domain containing 2
KCNK3	0.526820403783669	potassium two pore domain channel subfamily K member 3
DEFA6	0.5269123281848049	defensin alpha 6
VPS39	0.5269149403250928	VPS39 subunit of HOPS complex
VN1R4	0.5270036752128113	vomeronasal 1 receptor 4
ATG14	0.5270778508179186	autophagy related 14
PFKFB1	0.5271347317585544	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
SCARNA5	0.5272770346310592	small Cajal body-specific RNA 5
CD37	0.5275361788176602	CD37 molecule
RPLP0P2	0.5275466984267739	ribosomal protein lateral stalk subunit P0 pseudogene 2
MIR181A1HG	0.5277111991482814	MIR181A1 host gene
XCL2	0.5277752888497691	X-C motif chemokine ligand 2
PGM2	0.5279547329697772	phosphoglucomutase 2
ZNF300	0.5280081202611995	zinc finger protein 300
LOC285000	0.5282105863440544	
HAX1	0.5283167323347	HCLS1 associated protein X-1
GRAP	0.5283247752501644	GRB2 related adaptor protein
CNOT11	0.5284055870155203	CCR4-NOT transcription complex subunit 11
ALKBH8	0.5284330061861073	alkB homolog 8, tRNA methyltransferase
TTBK1	0.5285866372389509	tau tubulin kinase 1
RBM15	0.5286855764003505	RNA binding motif protein 15
LYZ	0.5286897525264896	lysozyme
GPR56	0.5287469983301086	adhesion G protein-coupled receptor G1
LINC01205	0.5289603725156509	long intergenic non-protein coding RNA 1205
ZDHHC18	0.5289701450857338	zinc finger DHHC-type palmitoyltransferase 18
C19orf68	0.5291362618153035	zinc finger SWIM-type containing 9
VRK3	0.5291553268913963	VRK serine/threonine kinase 3
KRTAP4-2	0.529201964356071	keratin associated protein 4-2
DNAH17	0.5294001393358894	dynein axonemal heavy chain 17
GABRD	0.5294868837926189	gamma-aminobutyric acid type A receptor subunit delta
MEF2BNB	0.5294945632554111	BLOC-1 related complex subunit 8
CSTF2T	0.5295351784488008	cleavage stimulation factor subunit 2 tau variant
LOC339059	0.529785132056117	uncharacterized LOC339059(LOC339059)
SPRY2	0.5298751468865568	sprouty RTK signaling antagonist 2
ATP6V0A4	0.5298798383170356	ATPase H+ transporting V0 subunit a4
DEGS1	0.5301557995762475	delta 4-desaturase, sphingolipid 1
PTGES3L-AARSD1	0.5302479052588437	PTGES3L-AARSD1 readthrough
POLR3A	0.5303144607936394	RNA polymerase III subunit A
C9orf40	0.5303322265827382	chromosome 9 open reading frame 40
KBTBD8	0.530353163335454	kelch repeat and BTB domain containing 8
GRK1	0.5303673041187834	G protein-coupled receptor kinase 1
GSDMC	0.5303813162096632	gasdermin C
PNPLA4	0.5304004285754288	patatin like phospholipase domain containing 4
LINC00173	0.5304047483332357	long intergenic non-protein coding RNA 173
RFPL1	0.5305650621618051	ret finger protein like 1
ATP6AP1L	0.5307616156473466	ATPase H+ transporting accessory protein 1 like (pseudogene)
ANPEP	0.5307667359113075	alanyl aminopeptidase, membrane
BAG3	0.530923960467555	BAG cochaperone 3
SSH2	0.531008141181349	slingshot protein phosphatase 2
PMEPA1	0.5310614651734208	prostate transmembrane protein, androgen induced 1
KIAA1524	0.5312355725983964	cellular inhibitor of PP2A
KCTD17	0.5312640607041872	potassium channel tetramerization domain containing 17
UBA6-AS1	0.5312984452816595	UBA6 divergent transcript
EPM2A	0.5314032622056292	EPM2A glucan phosphatase, laforin
CXCL16	0.5314874811173366	C-X-C motif chemokine ligand 16
MGAT3	0.531812559986561	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
FAM175A	0.5319290117682387	abraxas 1, BRCA1 A complex subunit
MAP3K14	0.5319554629325861	mitogen-activated protein kinase kinase kinase 14
CXCR2	0.5319719516463932	C-X-C motif chemokine receptor 2
HPSE	0.5320146022307584	heparanase
FBXL18	0.532321316334428	F-box and leucine rich repeat protein 18
C17orf67	0.5323268031880917	chromosome 17 open reading frame 67
CDKAL1	0.532383762829565	CDK5 regulatory subunit associated protein 1 like 1
KCNAB2	0.5323956998459783	potassium voltage-gated channel subfamily A regulatory beta subunit 2
GIT1	0.5324934254321729	GIT ArfGAP 1
CAST	0.5325849523931285	calpastatin
SYK	0.532623071564557	spleen associated tyrosine kinase
ZPLD1	0.5326540828889815	zona pellucida like domain containing 1
SLC34A3	0.5327117600577417	solute carrier family 34 member 3
EIF2B5	0.53271739585928	eukaryotic translation initiation factor 2B subunit epsilon
RGS10	0.5329843487850585	regulator of G protein signaling 10
SNORA67	0.5330843292230234	small nucleolar RNA, H/ACA box 67
ZBTB7A	0.5332890482849658	zinc finger and BTB domain containing 7A
CDPF1	0.5334647330457378	cysteine rich DPF motif domain containing 1
FAM213B	0.5335273561555589	peroxiredoxin like 2B
RPLP0	0.5335856241484422	ribosomal protein lateral stalk subunit P0
C17orf99	0.5338383749515669	chromosome 17 open reading frame 99
GNG4	0.5338885404117873	G protein subunit gamma 4
LFNG	0.5339309546175742	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
TRIB1	0.5339978034956743	tribbles pseudokinase 1
NKAP	0.53400512703583	NFKB activating protein
USP51	0.5340548705799505	ubiquitin specific peptidase 51
SPAST	0.5343929658828056	spastin
SBK2	0.5344917359807584	SH3 domain binding kinase family member 2
KLF9	0.5344990822307484	Kruppel like factor 9
SNORA11B	0.5345786250995398	small nucleolar RNA, H/ACA box 11B
ZG16B	0.5345839511271616	zymogen granule protein 16B
PIN1P1	0.5346070061894215	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1
OR1M1	0.5346161933704359	olfactory receptor family 1 subfamily M member 1
SNIP1	0.5346343773231101	Smad nuclear interacting protein 1
LINC00260	0.534700389280327	long intergenic non-protein coding RNA 260
KRTAP4-6	0.5347077948460727	keratin associated protein 4-6
DPH7	0.5347178206526743	diphthamide biosynthesis 7
SCGB2A2	0.5348095944179114	secretoglobin family 2A member 2
NNT	0.5349155772308797	nicotinamide nucleotide transhydrogenase
SAP30L-AS1	0.5353224890307299	SAP30L antisense RNA 1 (head to head)
LZIC	0.5355643278425178	leucine zipper and CTNNBIP1 domain containing
ATP2C1	0.5356701909791365	ATPase secretory pathway Ca2+ transporting 1
SNORA56	0.5356879287438046	small nucleolar RNA, H/ACA box 56
KRBA1	0.535945401336203	KRAB-A domain containing 1
LPP-AS2	0.5362041594724577	LPP antisense RNA 2
TRMT11	0.5362931856685353	tRNA methyltransferase 11 homolog
KIR3DL1	0.5364096386939715	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
MCM5	0.5364376765910388	minichromosome maintenance complex component 5
KLHL18	0.5364550377666492	kelch like family member 18
PIPSL	0.5365136045029013	PIP5K1A and PSMD4 like (pseudogene)
WFS1	0.5367495863928704	wolframin ER transmembrane glycoprotein
PSMB9	0.5368552100364168	proteasome 20S subunit beta 9
PNISR	0.5368769896264789	PNN interacting serine and arginine rich protein
LOC101927043	0.536921869297508	
EGLN2	0.5369630471854153	egl-9 family hypoxia inducible factor 2
NCKAP5L	0.5369721830536719	NCK associated protein 5 like
HDGFRP2	0.5370021884788069	HDGF like 2
TMA16	0.5370514648920903	translation machinery associated 16 homolog
B3GNT3	0.5372758388374085	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
CBWD2	0.537278410524487	Zn regulated GTPase metalloprotein activator 1B
DHRS13	0.5373843083271783	dehydrogenase/reductase 13
RAC2	0.537398516801574	Rac family small GTPase 2
ASPSCR1	0.537417860004187	ASPSCR1 tether for SLC2A4, UBX domain containing
GYG2	0.5376035963083966	glycogenin 2
CES1	0.5377379761220761	carboxylesterase 1
NRTN	0.5378122501987299	neurturin
GTF3C6	0.5379546222439179	general transcription factor IIIC subunit 6
BZW2	0.5380706695674304	basic leucine zipper and W2 domains 2
AMY1A	0.5382039013156066	amylase alpha 1A
FAM203A	0.5382543349118702	HGH1 homolog
HEXIM1	0.538274755969597	HEXIM P-TEFb complex subunit 1
LINC00304	0.5384607887953936	long intergenic non-protein coding RNA 304
ACTRT1	0.5384814839031885	actin related protein T1
CDK15	0.538597850545613	cyclin dependent kinase 15
GDAP1	0.5388688686804786	ganglioside induced differentiation associated protein 1
KLK11	0.5388791092318892	kallikrein related peptidase 11
FUT1	0.5391314943636063	fucosyltransferase 1 (H blood group)
FAM24B	0.5393681433706213	family with sequence similarity 24 member B
SON	0.5395534309064477	SON DNA and RNA binding protein
GSTZ1	0.53955697225589	glutathione S-transferase zeta 1
XK	0.5395703694995889	X-linked Kx blood group
ZNF329	0.5396030860029642	zinc finger protein 329
