Gene	Summed p values	Name
SP3	0.8109464845118248	Sp3 transcription factor
SRSF12	0.8109597072735955	serine and arginine rich splicing factor 12
MOB3A	0.8116791775066374	MOB kinase activator 3A
ANKFY1	0.81190133111942	ankyrin repeat and FYVE domain containing 1
ZNF16	0.8119060475837099	zinc finger protein 16
LYN	0.8121061821172832	LYN proto-oncogene, Src family tyrosine kinase
FYN	0.8121775414671953	FYN proto-oncogene, Src family tyrosine kinase
POLR1D	0.8123012729246795	RNA polymerase I and III subunit D
ERG	0.8123489429773816	ETS transcription factor ERG
RAN	0.8128883776971615	RAN, member RAS oncogene family
ARHGAP1	0.813122024783196	Rho GTPase activating protein 1
ADCY3	0.8133566295147319	adenylate cyclase 3
MRPL50	0.8136372116381329	mitochondrial ribosomal protein L50
POFUT2	0.8137510332482354	protein O-fucosyltransferase 2
RPL18A	0.8137592810657784	ribosomal protein L18a
DDX5	0.8139343914216273	DEAD-box helicase 5
SPCS2	0.8141707151174103	signal peptidase complex subunit 2
DNAJC25	0.8142532511872729	DnaJ heat shock protein family (Hsp40) member C25
FRK	0.815003300743731	fyn related Src family tyrosine kinase
DTYMK	0.815565086244365	deoxythymidylate kinase
DNAJB2	0.8157328298321269	DnaJ heat shock protein family (Hsp40) member B2
GIGYF1	0.8157659890332641	GRB10 interacting GYF protein 1
SCEL	0.8157946275599441	sciellin
KCNU1	0.8161520040292879	potassium calcium-activated channel subfamily U member 1
DSG3	0.8167569438226895	desmoglein 3
UBN2	0.8168232242783837	ubinuclein 2
RFXAP	0.8168261734098433	regulatory factor X associated protein
PML	0.8169616320415087	PML nuclear body scaffold
BIN1	0.8172147077740504	bridging integrator 1
EFR3A	0.8172938581156381	EFR3 homolog A
NDUFAF2	0.8173186280435096	NADH:ubiquinone oxidoreductase complex assembly factor 2
MAPK8IP1	0.8173528459355062	mitogen-activated protein kinase 8 interacting protein 1
FIZ1	0.8176604941806653	FLT3 interacting zinc finger 1
SPEF2	0.8179197830185605	sperm flagellar 2
CD53	0.8181788063360677	CD53 molecule
TENM1	0.8185299620062549	teneurin transmembrane protein 1
SLC4A7	0.8191659388415363	solute carrier family 4 member 7
GNG7	0.8193846809809212	G protein subunit gamma 7
SAFB2	0.819425745536559	scaffold attachment factor B2
LNPEP	0.8194484615216504	leucyl and cystinyl aminopeptidase
SUPT4H1	0.8195255984826811	SPT4 homolog, DSIF elongation factor subunit
EMB	0.820180935664177	embigin
GABARAPL1	0.8202308266532166	GABA type A receptor associated protein like 1
INO80	0.8208632239387763	INO80 complex ATPase subunit
FCGR3B	0.8210060977259678	Fc gamma receptor IIIb
ZBTB14	0.8210971359380701	zinc finger and BTB domain containing 14
NSD1	0.8211917765599337	nuclear receptor binding SET domain protein 1
RANGRF	0.8218584742055963	RAN guanine nucleotide release factor
RAB7A	0.821966028545398	RAB7A, member RAS oncogene family
RAB19	0.8219691906726954	RAB19, member RAS oncogene family
DEK	0.8223085600591049	DEK proto-oncogene
RABL2B	0.8224076664953812	RAB, member of RAS oncogene family like 2B
NEGR1	0.8224336896900515	neuronal growth regulator 1
RALGPS1	0.8224444664744396	Ral GEF with PH domain and SH3 binding motif 1
DNAJA1	0.8227598065517143	DnaJ heat shock protein family (Hsp40) member A1
AIF1	0.8228330008864558	allograft inflammatory factor 1
SNUPN	0.8229023747844358	snurportin 1
TMEM205	0.8232243794179018	transmembrane protein 205
TIPIN	0.8234236583208395	TIMELESS interacting protein
ZNF410	0.8236887537410312	zinc finger protein 410
RFESD	0.8243113518879615	Rieske Fe-S domain containing
PGLS	0.824781849184314	6-phosphogluconolactonase
OARD1	0.8249443989447655	O-acyl-ADP-ribose deacylase 1
PRDM10	0.8251165913661517	PR/SET domain 10
PATJ	0.8251287828785222	PATJ crumbs cell polarity complex component
ALDOA	0.8252975486715077	aldolase, fructose-bisphosphate A
TAB1	0.8253452030088174	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
IRX3	0.8255499624567624	iroquois homeobox 3
METTL25	0.8257698654277004	methyltransferase like 25
AK6	0.8258196953413873	adenylate kinase 6
DYNLRB1	0.8259753249373916	dynein light chain roadblock-type 1
ITPR2	0.8259759945834941	inositol 1,4,5-trisphosphate receptor type 2
NAPB	0.8261480081026192	NSF attachment protein beta
CRYM	0.8263502444130756	crystallin mu
CTAGE1	0.8263652831025304	cutaneous T cell lymphoma-associated antigen 1
PFKFB3	0.8265290434817929	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
SRGN	0.8265540551035335	serglycin
ABCB6	0.8266374008610688	ATP binding cassette subfamily B member 6 (Langereis blood group)
PCBD2	0.8266424428711037	pterin-4 alpha-carbinolamine dehydratase 2
PXDNL	0.8267253570964656	peroxidasin like
ZWINT	0.8271389944860068	ZW10 interacting kinetochore protein
GEMIN2	0.8273605324420711	gem nuclear organelle associated protein 2
ME3	0.8274680510120624	malic enzyme 3
ENPP4	0.8275006623746968	ectonucleotide pyrophosphatase/phosphodiesterase 4
ZCCHC14	0.8278070363183035	zinc finger CCHC-type containing 14
CD247	0.8281876273463862	CD247 molecule
GLTP	0.8283201230790849	glycolipid transfer protein
CEP95	0.8284320281552924	centrosomal protein 95
PDK3	0.828438180511101	pyruvate dehydrogenase kinase 3
GABARAPL2	0.8285036730636892	GABA type A receptor associated protein like 2
TJAP1	0.829357373836686	tight junction associated protein 1
ANKRD50	0.8295972485563766	ankyrin repeat domain containing 50
STAT5A	0.8299139647793893	signal transducer and activator of transcription 5A
KIAA0922	0.830032075800051	transmembrane 131 like
SAV1	0.8300788665156922	salvador family WW domain containing protein 1
E2F3	0.8301142461290266	E2F transcription factor 3
SEC61G	0.8307227488783748	SEC61 translocon subunit gamma
STAT5B	0.8307679719367185	signal transducer and activator of transcription 5B
DGCR8	0.8308324401081509	DGCR8 microprocessor complex subunit
POLR3A	0.8308808916968066	RNA polymerase III subunit A
MCM8	0.831078346217269	minichromosome maintenance 8 homologous recombination repair factor
C8G	0.8315025799505318	complement C8 gamma chain
NSA2	0.8315298575127088	NSA2 ribosome biogenesis factor
CTPS1	0.8316570669139624	CTP synthase 1
SERPINB2	0.8322849636091181	serpin family B member 2
HSPBAP1	0.8324839037353634	HSPB1 associated protein 1
ABCD4	0.8325195571042214	ATP binding cassette subfamily D member 4
RPN1	0.8327330810737803	ribophorin I
FBXL2	0.8330835828167644	F-box and leucine rich repeat protein 2
NLRC4	0.8333948634912453	NLR family CARD domain containing 4
PJA2	0.8335801520156624	praja ring finger ubiquitin ligase 2
ADAMTS2	0.8336832713372561	ADAM metallopeptidase with thrombospondin type 1 motif 2
NMT2	0.8338265014044591	N-myristoyltransferase 2
FSIP2	0.834013207321647	fibrous sheath interacting protein 2
HPS4	0.8344524179045508	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
NABP2	0.834605674534764	nucleic acid binding protein 2
ASH1L	0.834606157642317	ASH1 like histone lysine methyltransferase
PCDH1	0.8353163961576076	protocadherin 1
COPRS	0.8355916243481386	coordinator of PRMT5 and differentiation stimulator
ZCCHC11	0.8357756909059629	terminal uridylyl transferase 4
RB1CC1	0.8358183445522359	RB1 inducible coiled-coil 1
HEXIM1	0.8361742728130527	HEXIM P-TEFb complex subunit 1
IL17RA	0.8365352899279305	interleukin 17 receptor A
CMTM4	0.8365660234423445	CKLF like MARVEL transmembrane domain containing 4
DEGS1	0.8366551133445609	delta 4-desaturase, sphingolipid 1
ERCC6	0.8368004487668128	ERCC excision repair 6, chromatin remodeling factor
TMEM209	0.8374629401849938	transmembrane protein 209
KIAA1033	0.8374776256729869	WASH complex subunit 4
ARFIP2	0.8375586855757895	ADP ribosylation factor interacting protein 2
ADPRM	0.8380049368811959	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
DNAJC10	0.8380705984488966	DnaJ heat shock protein family (Hsp40) member C10
SRSF2	0.8384003993813743	serine and arginine rich splicing factor 2
EML3	0.838453804718752	EMAP like 3
LPIN2	0.8384543257512038	lipin 2
FBXO18	0.8387108642720983	F-box DNA helicase 1
KCNH3	0.8387162171572135	potassium voltage-gated channel subfamily H member 3
XYLT2	0.8387363551554872	xylosyltransferase 2
C16orf70	0.8390500497615493	phagosome assembly factor 1
MKL2	0.839102725197071	myocardin related transcription factor B
LRP5	0.8391504752151993	LDL receptor related protein 5
PF4V1	0.8391611595452751	platelet factor 4 variant 1
OLA1	0.8392573313729184	Obg like ATPase 1
FAM134C	0.8394108390252667	reticulophagy regulator family member 3
SUMO1	0.8396348506614346	small ubiquitin like modifier 1
ZKSCAN5	0.840997784881504	zinc finger with KRAB and SCAN domains 5
RBX1	0.8412426204953218	ring-box 1
TMEM63A	0.8412815608636279	transmembrane protein 63A
CCDC88A	0.8413131382423407	coiled-coil domain containing 88A
COL11A2	0.841389988642492	collagen type XI alpha 2 chain
BRE	0.8414094831257402	BRISC and BRCA1 A complex member 2
XPA	0.8414478188127842	XPA, DNA damage recognition and repair factor
YIPF3	0.8425138687877	Yip1 domain family member 3
SORD	0.8428149451716512	sorbitol dehydrogenase
TTC19	0.8430026248378422	tetratricopeptide repeat domain 19
GFOD2	0.8432461349240729	glucose-fructose oxidoreductase domain containing 2
SEC31A	0.8434026928830735	SEC31 homolog A, COPII coat complex component
C3orf58	0.8434706550372347	divergent protein kinase domain 2A
ERLIN1	0.8435797458697736	ER lipid raft associated 1
AHSA1	0.8438642396159937	activator of HSP90 ATPase activity 1
KRI1	0.8445013672954597	KRI1 homolog
TSPYL2	0.8446189534166084	TSPY like 2
CRISP3	0.8447522456851988	cysteine rich secretory protein 3
ZNF106	0.8447830878738668	zinc finger protein 106
STAG3	0.8453559772835555	stromal antigen 3
VAMP7	0.8454449466450775	vesicle associated membrane protein 7
FRS2	0.8455195250214516	fibroblast growth factor receptor substrate 2
LCN2	0.8455968226005375	lipocalin 2
HSD17B12	0.8456280172296309	hydroxysteroid 17-beta dehydrogenase 12
CCDC144A	0.8458534951056352	coiled-coil domain containing 144A
ST6GAL1	0.846043090788789	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
PSMD9	0.8461915926170692	proteasome 26S subunit, non-ATPase 9
SPATA6	0.8463152268473577	spermatogenesis associated 6
SETD7	0.8464980452407239	SET domain containing 7, histone lysine methyltransferase
RTN4	0.846684057197063	reticulon 4
DIMT1	0.8467176024921762	DIM1 rRNA methyltransferase and ribosome maturation factor
COL17A1	0.84726394256946	collagen type XVII alpha 1 chain
EPHB4	0.8476032049535792	EPH receptor B4
FEZ2	0.8478549972709557	fasciculation and elongation protein zeta 2
ABHD12	0.8480474098801153	abhydrolase domain containing 12, lysophospholipase
SURF2	0.8480749872147477	surfeit 2
LCAT	0.8483939677564487	lecithin-cholesterol acyltransferase
MB21D2	0.8489033499195607	Mab-21 domain containing 2
KIAA1324	0.8489770650636768	endosome-lysosome associated apoptosis and autophagy regulator 1
RHOQ	0.8491162491020418	ras homolog family member Q
RNF141	0.8491734396600081	ring finger protein 141
DHRS13	0.849238997354077	dehydrogenase/reductase 13
MBLAC2	0.8495575336023611	metallo-beta-lactamase domain containing 2
MIPEP	0.8496741523773368	mitochondrial intermediate peptidase
RABAC1	0.849722036401708	Rab acceptor 1
ITGB1BP1	0.850248396527861	integrin subunit beta 1 binding protein 1
AP1S1	0.8503129936686054	adaptor related protein complex 1 subunit sigma 1
KIAA0907	0.8503326109229086	KH domain containing 4, pre-mRNA splicing factor
AGPAT2	0.8503404810324602	1-acylglycerol-3-phosphate O-acyltransferase 2
PRR15	0.8504098129104225	proline rich 15
POTEI	0.8504534827047707	POTE ankyrin domain family member I
DHX33	0.8507003741205287	DEAH-box helicase 33
WDR24	0.8508376131252158	WD repeat domain 24
RPL5	0.85105944428539	ribosomal protein L5
PKM	0.8510668352741169	pyruvate kinase M1/2
SEMA4C	0.8511225144619207	semaphorin 4C
TKFC	0.8512963471051992	triokinase and FMN cyclase
ABHD17A	0.8517505941351096	abhydrolase domain containing 17A, depalmitoylase
MED23	0.851785966943721	mediator complex subunit 23
CASP14	0.8518843189574071	caspase 14
B4GALT4	0.8524466721150029	beta-1,4-galactosyltransferase 4
RIC1	0.8524776873235049	RIC1 homolog, RAB6A GEF complex partner 1
CSRP3	0.8524875751402273	cysteine and glycine rich protein 3
VMAC	0.8525738438493471	vimentin type intermediate filament associated coiled-coil protein
PDPR	0.8526783565354525	pyruvate dehydrogenase phosphatase regulatory subunit
MIER3	0.8528034736620393	MIER family member 3
RPS8	0.8528770558667677	ribosomal protein S8
CBX2	0.8529424978129211	chromobox 2
TADA2A	0.8532422898274886	transcriptional adaptor 2A
MRPL57	0.8533066045087954	mitochondrial ribosomal protein L57
GRAMD1A	0.853927726478064	GRAM domain containing 1A
CCDC92	0.8541175043468214	coiled-coil domain containing 92
DNAJB4	0.8541340385810764	DnaJ heat shock protein family (Hsp40) member B4
SCFD1	0.8541418867001854	sec1 family domain containing 1
IGSF8	0.8541647160302028	immunoglobulin superfamily member 8
ACADM	0.8541871779065031	acyl-CoA dehydrogenase medium chain
PLCB4	0.8542041790615279	phospholipase C beta 4
NAPRT	0.854225954822201	nicotinate phosphoribosyltransferase
ZCCHC8	0.8551045029707603	zinc finger CCHC-type containing 8
MTMR9	0.8553745357574131	myotubularin related protein 9
WDR83	0.8553887559385824	WD repeat domain 83
SERPINB3	0.8556863125052785	serpin family B member 3
EPB41L4B	0.8557894305201927	erythrocyte membrane protein band 4.1 like 4B
IPO7	0.8559238407385049	importin 7
MLLT3	0.8559622828088577	MLLT3 super elongation complex subunit
APOL3	0.8564722660842784	apolipoprotein L3
STK10	0.856502139873599	serine/threonine kinase 10
ZNF768	0.856917594644443	zinc finger protein 768
WDR5B	0.8570147246919175	WD repeat domain 5B
NARS2	0.8571206175822421	asparaginyl-tRNA synthetase 2, mitochondrial
FLT4	0.857363676660874	fms related receptor tyrosine kinase 4
ZNF267	0.857393241640306	zinc finger protein 267
FUOM	0.8575741957841976	fucose mutarotase
NAV3	0.8576505679193164	neuron navigator 3
TGFB1	0.858605794011642	transforming growth factor beta 1
EPC1	0.8586332412749933	enhancer of polycomb homolog 1
SDPR	0.8590548564815645	caveolae associated protein 2
STEAP4	0.8590732287513895	STEAP4 metalloreductase
C2orf68	0.8593219324130363	chromosome 2 open reading frame 68
ACYP2	0.8595217206970465	acylphosphatase 2
UBE2B	0.8596642571173512	ubiquitin conjugating enzyme E2 B
SEC61B	0.8597142385550539	SEC61 translocon subunit beta
ADPGK	0.8598320194023945	ADP dependent glucokinase
SEC63	0.8599743410643803	SEC63 homolog, protein translocation regulator
CORO7-PAM16	0.8606195509102069	CORO7-PAM16 readthrough
KRIT1	0.8608247693181457	KRIT1 ankyrin repeat containing
SQRDL	0.8609840794474664	sulfide quinone oxidoreductase
FAHD2A	0.8609842160781103	fumarylacetoacetate hydrolase domain containing 2A
MIF4GD	0.8614127865101022	MIF4G domain containing
SCCPDH	0.8614697835309373	saccharopine dehydrogenase (putative)
ERAP2	0.861475493911829	endoplasmic reticulum aminopeptidase 2
TOMM70	0.8615427341056732	translocase of outer mitochondrial membrane 70
FGD3	0.8622930859891376	FYVE, RhoGEF and PH domain containing 3
YWHAQ	0.8626890479840646	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
RRM2	0.8632210044348175	ribonucleotide reductase regulatory subunit M2
KIF19	0.8632760790122793	kinesin family member 19
C5orf22	0.863606772275717	chromosome 5 open reading frame 22
POTEJ	0.8636732723715905	POTE ankyrin domain family member J
PCGF2	0.8639268969957697	polycomb group ring finger 2
C11orf68	0.8639766214185928	chromosome 11 open reading frame 68
DCAKD	0.86414814673867	dephospho-CoA kinase domain containing
CRABP2	0.864234839748588	cellular retinoic acid binding protein 2
PLA2G16	0.8642373502038632	phospholipase A and acyltransferase 3
CCS	0.8642923782157739	copper chaperone for superoxide dismutase
PLEKHM1	0.8643587887691434	pleckstrin homology and RUN domain containing M1
OCLN	0.8643601612254345	occludin
MRPL46	0.8645651129256409	mitochondrial ribosomal protein L46
LIMCH1	0.8647776221914972	LIM and calponin homology domains 1
MZT1	0.8649676108326433	mitotic spindle organizing protein 1
MCOLN1	0.8650026973143117	mucolipin TRP cation channel 1
SSU72	0.8651247024326636	SSU72 homolog, RNA polymerase II CTD phosphatase
GLYR1	0.8653584130824923	glyoxylate reductase 1 homolog
CDKAL1	0.8653725298450226	CDK5 regulatory subunit associated protein 1 like 1
GRK2	0.8655257414393067	G protein-coupled receptor kinase 2
OTUD1	0.8660063808604396	OTU deubiquitinase 1
THNSL2	0.8660739130489236	threonine synthase like 2
ANKRD49	0.8662643249906067	ankyrin repeat domain 49
FCHSD2	0.8663592853453761	FCH and double SH3 domains 2
SLC25A6	0.8666414475313242	solute carrier family 25 member 6
NUBP2	0.8669335798180563	NUBP iron-sulfur cluster assembly factor 2, cytosolic
ATAD3A	0.8671460834385665	ATPase family AAA domain containing 3A
ANKRD44	0.8671729305402208	ankyrin repeat domain 44
TNFAIP8L3	0.8672831967547259	TNF alpha induced protein 8 like 3
AKT1	0.8679604009922604	AKT serine/threonine kinase 1
KMT2E	0.8681980890528332	lysine methyltransferase 2E (inactive)
UBE2N	0.8682326179734792	ubiquitin conjugating enzyme E2 N
CDIPT	0.8686062931081309	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
ZNF574	0.8688153243199793	zinc finger protein 574
F3	0.8689033865124056	coagulation factor III, tissue factor
MBOAT1	0.8689637644174798	membrane bound O-acyltransferase domain containing 1
ZFHX4	0.8696056001208121	zinc finger homeobox 4
POM121	0.8696095088025274	POM121 transmembrane nucleoporin
HSPA5	0.8696263439112588	heat shock protein family A (Hsp70) member 5
TFAM	0.8697800782707965	transcription factor A, mitochondrial
ZNF521	0.8701518798711121	zinc finger protein 521
ZMYM5	0.8701774086355503	zinc finger MYM-type containing 5
GSR	0.8701957808848166	glutathione-disulfide reductase
USP20	0.8702144824713489	ubiquitin specific peptidase 20
TIAL1	0.8702322818817154	TIA1 cytotoxic granule associated RNA binding protein like 1
COPZ1	0.870406328256859	COPI coat complex subunit zeta 1
MPO	0.8707921696662987	myeloperoxidase
C2CD2L	0.87086508210647	C2CD2 like
ARHGAP45	0.8708794093395604	Rho GTPase activating protein 45
PDZK1	0.8711175233084748	PDZ domain containing 1
PIGU	0.8711567347084644	phosphatidylinositol glycan anchor biosynthesis class U
C19orf33	0.8713231426571904	chromosome 19 open reading frame 33
FBL	0.8714853767245643	fibrillarin
MNT	0.8715251414251715	MAX network transcriptional repressor
MRVI1	0.8715299356750397	inositol 1,4,5-triphosphate receptor associated 1
RAC3	0.8717206676992788	Rac family small GTPase 3
LGALS3BP	0.8718857898738945	galectin 3 binding protein
DIDO1	0.8721867286580314	death inducer-obliterator 1
TTC7B	0.8723783788412508	tetratricopeptide repeat domain 7B
BOLA3	0.8724155700164794	bolA family member 3
ZFP64	0.8726016131633552	ZFP64 zinc finger protein
DMPK	0.8729450679878257	DM1 protein kinase
TOMM22	0.8730561593769863	translocase of outer mitochondrial membrane 22
B3GLCT	0.8731214551467562	beta 3-glucosyltransferase
RAP1GAP	0.8732725412664105	RAP1 GTPase activating protein
MTURN	0.8733034903742759	maturin, neural progenitor differentiation regulator homolog
HERC1	0.8735145440391217	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
RPL36	0.8737194537681426	ribosomal protein L36
KRT35	0.8737376125778406	keratin 35
ATG12	0.8740024824043129	autophagy related 12
ATAT1	0.8745038905798266	alpha tubulin acetyltransferase 1
PWP1	0.8746880718742484	PWP1 homolog, endonuclein
RABEPK	0.8750313504302288	Rab9 effector protein with kelch motifs
FABP6	0.8754280794858914	fatty acid binding protein 6
C4B_2	0.8761891097013056	complement component 4B (Chido blood group), copy 2
DVL2	0.876803153604328	dishevelled segment polarity protein 2
MCEE	0.8769877351283621	methylmalonyl-CoA epimerase
SMC1B	0.8770011648223003	structural maintenance of chromosomes 1B
SMARCAD1	0.8772370312407012	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
RTF1	0.877258417862861	RTF1 homolog, Paf1/RNA polymerase II complex component
FAM134A	0.8774311052745603	reticulophagy regulator family member 2
FAM102A	0.8774758531578346	family with sequence similarity 102 member A
AMBRA1	0.8774936978451062	autophagy and beclin 1 regulator 1
ZNRF1	0.8776951687137496	zinc and ring finger 1
ELOVL1	0.8777088823360316	ELOVL fatty acid elongase 1
SPATA33	0.8777963217882093	spermatogenesis associated 33
USP12	0.8780482191133024	ubiquitin specific peptidase 12
RAB37	0.8780991358596734	RAB37, member RAS oncogene family
RBM33	0.8781586559388341	RNA binding motif protein 33
DUSP14	0.8781677626557275	dual specificity phosphatase 14
P4HA3	0.8782059580496435	prolyl 4-hydroxylase subunit alpha 3
VPS13A	0.8788164655407984	vacuolar protein sorting 13 homolog A
ECI1	0.8790342908198688	enoyl-CoA delta isomerase 1
CWF19L2	0.8790377705222095	CWF19 like cell cycle control factor 2
LGALS3	0.8790413236705358	galectin 3
BAP1	0.8791156619677241	BRCA1 associated protein 1
TDRKH	0.8793895816900688	tudor and KH domain containing
ARF5	0.8794378580816216	ADP ribosylation factor 5
ZNF688	0.8796882810740456	zinc finger protein 688
YTHDC1	0.8800380928723667	YTH domain containing 1
PCDHB3	0.8801789990228118	protocadherin beta 3
ATR	0.8805064936361335	ATR serine/threonine kinase
NHSL2	0.8808643112902659	NHS like 2
ALPK1	0.8811956220406877	alpha kinase 1
HARS	0.8814542677823393	histidyl-tRNA synthetase 1
SIMC1	0.8815189904116311	SUMO interacting motifs containing 1
CDK20	0.8822103186377965	cyclin dependent kinase 20
CEACAM1	0.8822732956569843	CEA cell adhesion molecule 1
GAK	0.8822959487331675	cyclin G associated kinase
ZNF668	0.8823389310067904	zinc finger protein 668
C2orf72	0.8823653254827808	chromosome 2 open reading frame 72
MCAT	0.8829298573455742	malonyl-CoA-acyl carrier protein transacylase
BTBD1	0.8831468166347635	BTB domain containing 1
C6orf203	0.8835346273559956	mitochondrial transcription rescue factor 1
SYNM	0.8836813672352121	synemin
RBM15	0.8836975346966179	RNA binding motif protein 15
EXOSC3	0.8837971524756701	exosome component 3
ROR1	0.8838342389140721	receptor tyrosine kinase like orphan receptor 1
LIMS1	0.8839586312254659	LIM zinc finger domain containing 1
RFLNB	0.8840052554404526	refilin B
COL9A1	0.8841308953720033	collagen type IX alpha 1 chain
OSTM1	0.8841784869293848	osteoclastogenesis associated transmembrane protein 1
SLCO2A1	0.8845632359266824	solute carrier organic anion transporter family member 2A1
SMPDL3A	0.884593857641459	sphingomyelin phosphodiesterase acid like 3A
KLHL7	0.8846847107426815	kelch like family member 7
CCDC14	0.8848377696392461	coiled-coil domain containing 14
FRY	0.884853517633348	FRY microtubule binding protein
TEC	0.884914116924127	tec protein tyrosine kinase
EEF1E1	0.8851869897921548	eukaryotic translation elongation factor 1 epsilon 1
TBC1D22A	0.8852853188040968	TBC1 domain family member 22A
STX18	0.885541185251512	syntaxin 18
GNAO1	0.8857128578927531	G protein subunit alpha o1
TSPAN4	0.8858834662462558	tetraspanin 4
TOP1	0.8860804463312488	DNA topoisomerase I
KIF26B	0.8861194255899613	kinesin family member 26B
CHCHD3	0.8861732881485762	coiled-coil-helix-coiled-coil-helix domain containing 3
MARCHF2	0.8862998230802962	membrane associated ring-CH-type finger 2
SLC16A2	0.8863572528097498	solute carrier family 16 member 2
PFDN4	0.8866540043999659	prefoldin subunit 4
EIF4E3	0.8867197610380798	eukaryotic translation initiation factor 4E family member 3
SMG8	0.8870466750304172	SMG8 nonsense mediated mRNA decay factor
ZBTB48	0.8871041759255377	zinc finger and BTB domain containing 48
TRANK1	0.8873411690854982	tetratricopeptide repeat and ankyrin repeat containing 1
DNAH9	0.8873429748818773	dynein axonemal heavy chain 9
FAM185A	0.8875205679235536	family with sequence similarity 185 member A
SDHAF2	0.887659609242355	succinate dehydrogenase complex assembly factor 2
STAP2	0.8877957483801622	signal transducing adaptor family member 2
RUFY1	0.888040729971754	RUN and FYVE domain containing 1
CEP63	0.888279118350381	centrosomal protein 63
REEP3	0.8883088815820717	receptor accessory protein 3
TMEM87A	0.8883738008166582	transmembrane protein 87A
PRR12	0.8884093941373268	proline rich 12
PLAU	0.8886897877727865	plasminogen activator, urokinase
C21orf2	0.8887621131655203	cilia and flagella associated protein 410
ARHGAP32	0.8897514363725426	Rho GTPase activating protein 32
S100A16	0.889773000031669	S100 calcium binding protein A16
PTBP3	0.8898164936012888	polypyrimidine tract binding protein 3
MECP2	0.889847558442127	methyl-CpG binding protein 2
RPRD1A	0.8898966477823349	regulation of nuclear pre-mRNA domain containing 1A
MRPL9	0.8900820372123661	mitochondrial ribosomal protein L9
ZNF418	0.8902081893858625	zinc finger protein 418
CNTLN	0.890469440963161	centlein
FLOT1	0.890745952787321	flotillin 1
MRPL58	0.8909316916865397	mitochondrial ribosomal protein L58
KDELC2	0.8909425430894252	protein O-glucosyltransferase 3
PAIP1	0.8911628883440161	poly(A) binding protein interacting protein 1
MTMR11	0.8912514928166896	myotubularin related protein 11
TRIM26	0.8913645542783701	tripartite motif containing 26
TERT	0.891816219848157	telomerase reverse transcriptase
COL8A1	0.8918367583647184	collagen type VIII alpha 1 chain
WAPL	0.8918382306584325	WAPL cohesin release factor
SHTN1	0.8919894654318955	shootin 1
JDP2	0.8920924368475605	Jun dimerization protein 2
FAM174B	0.8923592313538602	family with sequence similarity 174 member B
SLC25A18	0.8929274813062993	solute carrier family 25 member 18
COL4A2	0.8941374002575283	collagen type IV alpha 2 chain
TMEM11	0.8943750909091459	transmembrane protein 11
ZNF268	0.8947435277670718	zinc finger protein 268
PNPLA4	0.894793173765001	patatin like phospholipase domain containing 4
MYL6B	0.8952276789498811	myosin light chain 6B
PITHD1	0.895329292353817	PITH domain containing 1
CA3	0.8955073663587498	carbonic anhydrase 3
ABCC10	0.8955496497022951	ATP binding cassette subfamily C member 10
NENF	0.8955667759756976	neudesin neurotrophic factor
ZNF397	0.8956804729663101	zinc finger protein 397
BLK	0.8957842077182252	BLK proto-oncogene, Src family tyrosine kinase
LIMK2	0.895961842082915	LIM domain kinase 2
SNAPC1	0.8961057917258091	small nuclear RNA activating complex polypeptide 1
PTPRT	0.8962335817569432	protein tyrosine phosphatase receptor type T
PRR15L	0.8962635045313785	proline rich 15 like
CHTOP	0.8962805754516923	chromatin target of PRMT1
SP4	0.8964697888091108	Sp4 transcription factor
SAYSD1	0.8964934252410962	SAYSVFN motif domain containing 1
UCK2	0.8968013502966249	uridine-cytidine kinase 2
UHRF1	0.8969115735508483	ubiquitin like with PHD and ring finger domains 1
RASSF3	0.8972052053247198	Ras association domain family member 3
PLEKHG2	0.8972130879231363	pleckstrin homology and RhoGEF domain containing G2
LASP1	0.8973952034043563	LIM and SH3 protein 1
N4BP3	0.8978115562392223	NEDD4 binding protein 3
SPATA20	0.8980996070778812	spermatogenesis associated 20
SPA17	0.8981164692784127	sperm autoantigenic protein 17
ZEB2	0.8981868346748119	zinc finger E-box binding homeobox 2
PPP1R1B	0.8982670600408185	protein phosphatase 1 regulatory inhibitor subunit 1B
FCHSD1	0.8987826234199715	FCH and double SH3 domains 1
LYSMD2	0.8987984918578745	LysM domain containing 2
KLHL36	0.8989696035018284	kelch like family member 36
KIAA1429	0.8990275872847912	vir like m6A methyltransferase associated
BORCS7	0.899043280744617	BLOC-1 related complex subunit 7
ERBB4	0.8998893410339858	erb-b2 receptor tyrosine kinase 4
NEDD8-MDP1	0.8999570059055545	NEDD8-MDP1 readthrough
CD46	0.8999698443565496	CD46 molecule
NDUFB3	0.9001013972137012	NADH:ubiquinone oxidoreductase subunit B3
TMEM63B	0.9004222554085697	transmembrane protein 63B
STAC2	0.9004720031986884	SH3 and cysteine rich domain 2
BCR	0.9006595317092236	BCR activator of RhoGEF and GTPase
