Gene	r	p	Name
ERGIC1	0.346	0.002057194721959	endoplasmic reticulum-golgi intermediate compartment 1
RAB40AL	-0.345	0.0021175630653841	RAB40A like
ACSM3	0.3448	0.0021369023411165	acyl-CoA synthetase medium chain family member 3
THAP12	-0.3446	0.0021454476580336	THAP domain containing 12
N4BP2L1	-0.3446	0.002147923921165	NEDD4 binding protein 2 like 1
BRD9	-0.3446	0.0021502679801023	bromodomain containing 9
SHARPIN	0.344	0.0021917765854476	SHANK associated RH domain interactor
CGAS	-0.3438	0.0022007409554313	cyclic GMP-AMP synthase
PLXNB3	0.3437	0.0022070269441445	plexin B3
TMEM167A	0.3435	0.0022211230378949	transmembrane protein 167A
SREBF1	0.3435	0.0022255925386278	sterol regulatory element binding transcription factor 1
ABCC11	0.3434	0.0022320103765573	ATP binding cassette subfamily C member 11
TGFBR3	-0.3431	0.0022535024566986	transforming growth factor beta receptor 3
TBCD	-0.3431	0.0022544333143793	tubulin folding cofactor D
CCDC28B	-0.343	0.0022572036137539	coiled-coil domain containing 28B
VWA5A	0.3429	0.0022678285483089	von Willebrand factor A domain containing 5A
GIMAP2	-0.3427	0.0022783954345273	GTPase, IMAP family member 2
GIGYF1	-0.3425	0.0022943715942129	GRB10 interacting GYF protein 1
HMGCS1	0.3423	0.0023113872519212	3-hydroxy-3-methylglutaryl-CoA synthase 1
CHN1	0.3422	0.002314474910174	chimerin 1
BBS2	-0.3421	0.0023223082509268	Bardet-Biedl syndrome 2
VANGL1	0.3419	0.0023423464650944	VANGL planar cell polarity protein 1
SYT17	0.3417	0.0023546022737663	synaptotagmin 17
COL4A6	-0.3413	0.0023803321540141	collagen type IV alpha 6 chain
MLLT11	-0.3413	0.0023807721676623	MLLT11 transcription factor 7 cofactor
GOLGA5	0.3413	0.0023822490907114	golgin A5
SETD3	0.3412	0.0023925634023723	SET domain containing 3, actin histidine methyltransferase
BPNT2	0.3411	0.0023994300087198	3'(2'), 5'-bisphosphate nucleotidase 2
CCDC50	-0.341	0.0024041345681728	coiled-coil domain containing 50
ZMPSTE24	0.3405	0.0024453190950709	zinc metallopeptidase STE24
GOLGA2	0.3405	0.0024478492486549	golgin A2
CDCP1	0.3404	0.0024536618312461	CUB domain containing protein 1
SEMA4G	-0.3402	0.0024658433193104	semaphorin 4G
UBR1	0.3401	0.0024724880747246	ubiquitin protein ligase E3 component n-recognin 1
FOXRED1	0.34	0.0024855776244232	FAD dependent oxidoreductase domain containing 1
CREB3L4	0.3396	0.0025179915279659	cAMP responsive element binding protein 3 like 4
CD300LB	-0.3395	0.0025230882519286	CD300 molecule like family member b
FN3KRP	-0.3395	0.0025231752397669	fructosamine 3 kinase related protein
SMAD3	-0.3393	0.0025384923097343	SMAD family member 3
RBM22	-0.3392	0.0025452673277689	RNA binding motif protein 22
BAD	-0.3391	0.0025506421066902	BCL2 associated agonist of cell death
RPS24	0.3389	0.0025697338200252	ribosomal protein S24
CCDC14	-0.3387	0.0025849705203532	coiled-coil domain containing 14
CHRDL1	-0.3387	0.0025881632887785	chordin like 1
RPS15	0.3387	0.0025889317671312	ribosomal protein S15
ARHGEF10L	-0.3386	0.0025921812278078	Rho guanine nucleotide exchange factor 10 like
XDH	0.3383	0.0026159125072181	xanthine dehydrogenase
KYNU	0.3379	0.0026535558895546	kynureninase
MCM9	-0.3374	0.0026968619980541	minichromosome maintenance 9 homologous recombination repair factor
SRSF9	-0.3371	0.0027192503322019	serine and arginine rich splicing factor 9
MBD4	-0.3368	0.0027437623524314	methyl-CpG binding domain 4, DNA glycosylase
SEPTIN9	-0.3367	0.0027529352119519	septin 9
MYT1	-0.3367	0.0027555371724893	myelin transcription factor 1
ASB13	-0.3366	0.0027595420260496	ankyrin repeat and SOCS box containing 13
TNS4	0.3365	0.0027649864844539	tensin 4
STX5	0.3364	0.0027798334771526	syntaxin 5
RORA	-0.3361	0.0028077499317393	RAR related orphan receptor A
SH3BGR	-0.3359	0.0028219001083672	SH3 domain binding glutamate rich protein
FAAP100	-0.3357	0.002839817023636	FA core complex associated protein 100
ETV3	-0.3355	0.0028546774425782	ETS variant transcription factor 3
TRIM47	-0.3355	0.0028551913805875	tripartite motif containing 47
ARL1	0.3355	0.0028586569169468	ADP ribosylation factor like GTPase 1
HCFC1	-0.3354	0.0028652588371289	host cell factor C1
RABGGTB	-0.3351	0.0028928740556555	Rab geranylgeranyltransferase subunit beta
NAB1	-0.3349	0.002913058620609	NGFI-A binding protein 1
SLBP	-0.3348	0.0029203186925154	stem-loop binding protein
SCP2	0.3346	0.0029332626308018	sterol carrier protein 2
SSBP3	-0.3346	0.0029374761374195	single stranded DNA binding protein 3
SETD5	-0.3345	0.0029435019902382	SET domain containing 5
CTAGE1	0.3342	0.0029733895805449	cutaneous T cell lymphoma-associated antigen 1
DCAF16	-0.334	0.0029873391462601	DDB1 and CUL4 associated factor 16
HDGFL2	-0.334	0.0029878907512849	HDGF like 2
USF2	-0.3339	0.0029961141392128	upstream transcription factor 2, c-fos interacting
RWDD2B	0.3339	0.0030007279779955	RWD domain containing 2B
COL17A1	-0.3336	0.0030237349162242	collagen type XVII alpha 1 chain
RAB5C	0.3336	0.0030249025192324	RAB5C, member RAS oncogene family
GZMB	-0.3336	0.0030279719547337	granzyme B
POU5F2	-0.3335	0.0030358879345678	POU domain class 5, transcription factor 2
ELMOD2	0.3334	0.0030500208108296	ELMO domain containing 2
SOX4	-0.3333	0.003055650869171	SRY-box transcription factor 4
KRT7	0.3331	0.0030738500131314	keratin 7
TBX1	0.3329	0.0030894944369695	T-box transcription factor 1
ANTXR2	0.3328	0.0030992346348458	ANTXR cell adhesion molecule 2
GPCPD1	0.3328	0.0031003066758122	glycerophosphocholine phosphodiesterase 1
ACTL6B	-0.3328	0.0031018746674589	actin like 6B
STC2	-0.3327	0.0031082608977224	stanniocalcin 2
FAM3B	0.3323	0.0031476691000747	FAM3 metabolism regulating signaling molecule B
MYC	-0.3321	0.0031727164422299	MYC proto-oncogene, bHLH transcription factor
IGFLR1	-0.3321	0.003173559409403	IGF like family receptor 1
ZFHX4	-0.3319	0.0031853120814211	zinc finger homeobox 4
ACSL3	0.3317	0.0032091872989732	acyl-CoA synthetase long chain family member 3
CEP131	-0.3314	0.0032390288350463	centrosomal protein 131
BZW2	0.3314	0.0032404768322858	basic leucine zipper and W2 domains 2
OSTC	0.3313	0.0032488477348835	oligosaccharyltransferase complex non-catalytic subunit
MAPRE3	-0.3313	0.0032525022607107	microtubule associated protein RP/EB family member 3
ABCD4	-0.3311	0.0032702304352684	ATP binding cassette subfamily D member 4
KCNH1	-0.3309	0.0032919985529159	potassium voltage-gated channel subfamily H member 1
ABHD13	0.3309	0.0032920420876394	abhydrolase domain containing 13
RPS10-NUDT3	-0.3307	0.0033043069647869	RPS10-NUDT3 readthrough
SCGN	0.3307	0.0033087187603095	secretagogin, EF-hand calcium binding protein
ARVCF	0.3307	0.0033091795910535	ARVCF delta catenin family member
KCTD2	-0.3304	0.0033393760694936	potassium channel tetramerization domain containing 2
RBM33	-0.3304	0.0033404168030026	RNA binding motif protein 33
PANX1	0.33	0.0033764426401173	pannexin 1
PREPL	0.3299	0.0033855986937044	prolyl endopeptidase like
RANBP9	0.3298	0.0034015064703108	RAN binding protein 9
MED25	-0.3297	0.003408489957211	mediator complex subunit 25
INO80D	-0.3297	0.0034108794707369	INO80 complex subunit D
WDR4	0.3293	0.0034489921523241	WD repeat domain 4
POGLUT1	-0.3293	0.0034557908637768	protein O-glucosyltransferase 1
CDCA7L	-0.3291	0.003474074088743	cell division cycle associated 7 like
FOXK2	-0.3289	0.0034933498120001	forkhead box K2
TGFB2	-0.3288	0.0035055080766133	transforming growth factor beta 2
UPRT	-0.3287	0.0035109525704975	uracil phosphoribosyltransferase homolog
PIGK	0.3286	0.0035245345889516	phosphatidylinositol glycan anchor biosynthesis class K
ATP2A2	0.3285	0.0035345685304059	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
KLF3	-0.3285	0.0035393064621642	Kruppel like factor 3
ZNF318	-0.3283	0.0035584820275874	zinc finger protein 318
RARG	0.328	0.0035907834497525	retinoic acid receptor gamma
MAD1L1	-0.328	0.0035919617809651	mitotic arrest deficient 1 like 1
LMAN2	0.3277	0.0036238545890308	lectin, mannose binding 2
SEC13	0.327	0.0036967873229905	SEC13 homolog, nuclear pore and COPII coat complex component
RAB11B	0.3269	0.0037123064453118	RAB11B, member RAS oncogene family
CEP78	-0.3269	0.0037136656144956	centrosomal protein 78
TMEM120B	0.3268	0.0037201308239753	transmembrane protein 120B
SSR4	0.3267	0.0037339467210625	signal sequence receptor subunit 4
FPGS	0.3263	0.0037819993962357	folylpolyglutamate synthase
ADAMTS5	0.3261	0.0038020466112998	ADAM metallopeptidase with thrombospondin type 1 motif 5
SNIP1	-0.3255	0.0038681809228044	Smad nuclear interacting protein 1
ZNF90	0.3255	0.0038710605965587	zinc finger protein 90
CGN	-0.3254	0.0038762618914691	cingulin
ZKSCAN5	-0.3254	0.0038844865433501	zinc finger with KRAB and SCAN domains 5
HSPA4L	-0.3251	0.0039193181780518	heat shock protein family A (Hsp70) member 4 like
SMAD1	0.3251	0.0039199927005616	SMAD family member 1
TFAP4	-0.3251	0.0039207479360859	transcription factor AP-4
VASH1	-0.325	0.0039281650865095	vasohibin 1
STMN3	-0.3245	0.0039866733269687	stathmin 3
E2F3	-0.3244	0.0039962282014075	E2F transcription factor 3
WDR87	-0.324	0.00404323786875	WD repeat domain 87
ARL6IP4	-0.3239	0.0040520518327597	ADP ribosylation factor like GTPase 6 interacting protein 4
RPN1	0.3237	0.0040786763859494	ribophorin I
DNAJC8	-0.3233	0.0041364266722486	DnaJ heat shock protein family (Hsp40) member C8
N4BP2L2	-0.323	0.0041680899756341	NEDD4 binding protein 2 like 2
ZMYM6	-0.323	0.0041720717201046	zinc finger MYM-type containing 6
ITGB6	0.323	0.0041725765117848	integrin subunit beta 6
PHETA1	0.3229	0.004181568236986	PH domain containing endocytic trafficking adaptor 1
GMPPA	0.3228	0.004187631263535	GDP-mannose pyrophosphorylase A
HID1	0.3228	0.004192680150263	HID1 domain containing
KCNB2	-0.3225	0.004225504410564	potassium voltage-gated channel subfamily B member 2
LUC7L2	-0.3225	0.0042316187378856	LUC7 like 2, pre-mRNA splicing factor
MTERF2	-0.3224	0.0042473871475568	mitochondrial transcription termination factor 2
ASXL2	-0.3222	0.0042662793206788	ASXL transcriptional regulator 2
NUP58	-0.3222	0.0042685887016432	nucleoporin 58
CEP192	-0.322	0.0042946845810627	centrosomal protein 192
FRG1	-0.3219	0.0043049619096793	FSHD region gene 1
CCNY	0.3218	0.0043165558646565	cyclin Y
CCDC8	-0.3214	0.0043669020794926	coiled-coil domain containing 8
RASSF4	-0.3214	0.0043682971875753	Ras association domain family member 4
RAB3B	0.3214	0.0043705447058402	RAB3B, member RAS oncogene family
SNAPC5	-0.3209	0.0044328957275912	small nuclear RNA activating complex polypeptide 5
SPRED1	-0.3209	0.0044380865209589	sprouty related EVH1 domain containing 1
MST1R	0.3207	0.0044574548234978	macrophage stimulating 1 receptor
SMAD2	-0.3206	0.0044688056792146	SMAD family member 2
SEC24D	0.3206	0.0044747145696401	SEC24 homolog D, COPII coat complex component
EDARADD	0.3205	0.0044922159087632	EDAR associated death domain
RAB5B	0.3203	0.004511523339646	RAB5B, member RAS oncogene family
TAF12	-0.3203	0.0045125171139776	TATA-box binding protein associated factor 12
TNIP2	-0.3201	0.004536112956239	TNFAIP3 interacting protein 2
PPIG	-0.32	0.004547129846238	peptidylprolyl isomerase G
WDR53	0.3199	0.0045727550077259	WD repeat domain 53
ENTHD1	-0.3198	0.0045843323607771	ENTH domain containing 1
SCGB1D2	0.3197	0.0045865841008786	secretoglobin family 1D member 2
RPS10	-0.3197	0.0045924283670788	ribosomal protein S10
RADIL	-0.3196	0.0046048887628502	Rap associating with DIL domain
SERHL2	0.3196	0.004610911906163	serine hydrolase like 2
ASPH	0.3193	0.0046421044292358	aspartate beta-hydroxylase
DDOST	0.3193	0.0046496921248596	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
VWA7	-0.3188	0.0047113231173414	von Willebrand factor A domain containing 7
IER3IP1	0.3186	0.0047368364985199	immediate early response 3 interacting protein 1
RAB11A	0.3186	0.0047370960024361	RAB11A, member RAS oncogene family
LGR6	-0.3185	0.0047529343228438	leucine rich repeat containing G protein-coupled receptor 6
MTF1	-0.3184	0.0047709663178557	metal regulatory transcription factor 1
B3GNT2	0.3182	0.0047932378110409	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
STAC2	0.3181	0.0048170727932608	SH3 and cysteine rich domain 2
C3orf33	-0.3178	0.0048571216924447	chromosome 3 open reading frame 33
RNF141	-0.3176	0.0048863505369692	ring finger protein 141
ZNF92	0.3175	0.0049009394687533	zinc finger protein 92
CLTC	0.3174	0.0049174983403079	clathrin heavy chain
MLPH	0.3173	0.0049274670071607	melanophilin
R3HDM2	-0.3172	0.0049366626793981	R3H domain containing 2
RPL23	0.3172	0.0049459319750735	ribosomal protein L23
SORCS1	-0.317	0.0049690948262781	sortilin related VPS10 domain containing receptor 1
NPAS2	-0.3169	0.0049777832200914	neuronal PAS domain protein 2
GLIPR1	0.3168	0.0050037666745049	GLI pathogenesis related 1
DCLRE1A	0.3167	0.0050189548641497	DNA cross-link repair 1A
SOX11	-0.3164	0.0050617778787397	SRY-box transcription factor 11
SCYL2	0.3163	0.0050664839703531	SCY1 like pseudokinase 2
SUGP1	-0.3161	0.0050958503617373	SURP and G-patch domain containing 1
TMED10	0.3161	0.0051051010902633	transmembrane p24 trafficking protein 10
ARFGEF3	0.316	0.0051208594563525	ARFGEF family member 3
NBEAL2	0.3159	0.0051318706768801	neurobeachin like 2
NRG2	-0.3159	0.0051355716847558	neuregulin 2
SLC27A6	-0.3159	0.0051366048167965	solute carrier family 27 member 6
NDUFA3	-0.3157	0.0051547605864455	NADH:ubiquinone oxidoreductase subunit A3
CANT1	0.3157	0.0051615566403304	calcium activated nucleotidase 1
AMACR	0.3156	0.0051752366563867	alpha-methylacyl-CoA racemase
TOX3	0.3154	0.005199652057844	TOX high mobility group box family member 3
CSDE1	0.3154	0.0052064897898047	cold shock domain containing E1
SNRNP35	-0.315	0.0052645319841595	small nuclear ribonucleoprotein U11/U12 subunit 35
SNRNP48	-0.3149	0.0052736119911602	small nuclear ribonucleoprotein U11/U12 subunit 48
RAB5A	0.3146	0.0053342342379773	RAB5A, member RAS oncogene family
SSR2	-0.3142	0.0053881358638984	signal sequence receptor subunit 2
WDR64	-0.3142	0.0053909914627377	WD repeat domain 64
PRAMEF12	-0.314	0.0054200526073467	PRAME family member 12
CCNG1	-0.3138	0.0054468874193776	cyclin G1
FOLH1B	-0.3138	0.005456650621637	folate hydrolase 1B (pseudogene)
FUT10	-0.3137	0.0054675905715979	fucosyltransferase 10
EMC7	0.3135	0.0054960252986835	ER membrane protein complex subunit 7
CEACAM5	0.3135	0.0055029653659572	CEA cell adhesion molecule 5
NAP1L5	-0.3134	0.0055213187994859	nucleosome assembly protein 1 like 5
TM9SF4	0.3133	0.0055248648900016	transmembrane 9 superfamily member 4
PTRH2	0.3131	0.0055541696073064	peptidyl-tRNA hydrolase 2
SUSD2	0.3131	0.0055678775305558	sushi domain containing 2
TNFSF12-TNFSF13	-0.3129	0.0055893134017877	TNFSF12-TNFSF13 readthrough
CLTCL1	0.3128	0.0056106247501144	clathrin heavy chain like 1
GALNT3	0.3126	0.0056343749713808	polypeptide N-acetylgalactosaminyltransferase 3
KLHDC7A	0.3126	0.0056381058636769	kelch domain containing 7A
PIK3C2B	0.3123	0.005688130702086	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
IFI35	-0.3123	0.00569680386909	interferon induced protein 35
NCKAP5L	-0.3121	0.0057149009669492	NCK associated protein 5 like
USP35	-0.312	0.0057341141558382	ubiquitin specific peptidase 35
KLHL7	-0.3119	0.0057508521698648	kelch like family member 7
CBR3	0.3119	0.0057544935011537	carbonyl reductase 3
ABCA10	-0.3118	0.0057735056727146	ATP binding cassette subfamily A member 10
CARD14	0.3118	0.0057791175636835	caspase recruitment domain family member 14
TYW3	-0.3117	0.0057806391126751	tRNA-yW synthesizing protein 3 homolog
YEATS4	-0.3116	0.0058062696623498	YEATS domain containing 4
GID8	0.3116	0.005808617362728	GID complex subunit 8 homolog
ABCC5	0.3115	0.0058248597503072	ATP binding cassette subfamily C member 5
NEURL2	-0.3112	0.0058664227959806	neuralized E3 ubiquitin protein ligase 2
TMBIM6	0.3112	0.0058715943310093	transmembrane BAX inhibitor motif containing 6
SNRPF	-0.3112	0.0058722338679954	small nuclear ribonucleoprotein polypeptide F
PRKCD	0.3111	0.0058870578000935	protein kinase C delta
SCD	0.3109	0.0059167768589381	stearoyl-CoA desaturase
KDELR2	0.3108	0.0059433322639801	KDEL endoplasmic reticulum protein retention receptor 2
MMGT1	0.3106	0.0059660814707781	membrane magnesium transporter 1
R3HCC1L	-0.3105	0.0059886015924064	R3H domain and coiled-coil containing 1 like
VMA21	0.3105	0.0059931687926297	vacuolar ATPase assembly factor VMA21
MT3	0.3105	0.0059955693606175	metallothionein 3
CAPS2	-0.3104	0.0060077378610414	calcyphosine 2
SH2D4A	0.3103	0.0060171841804411	SH2 domain containing 4A
FTSJ1	0.3096	0.0061376024700483	FtsJ RNA 2'-O-methyltransferase 1
NAB2	-0.3096	0.0061416422701174	NGFI-A binding protein 2
NCOA1	-0.3096	0.0061504014309259	nuclear receptor coactivator 1
ARMCX2	-0.3095	0.0061560240353263	armadillo repeat containing X-linked 2
TRIM4	0.3092	0.0062161011971735	tripartite motif containing 4
PCSK1	-0.3091	0.0062243116284449	proprotein convertase subtilisin/kexin type 1
ZNF862	-0.3091	0.0062250567191464	zinc finger protein 862
SNX24	-0.3091	0.0062310784795317	sorting nexin 24
ADGB	0.309	0.0062546326440811	androglobin
AGPAT3	0.3087	0.0062986644182525	1-acylglycerol-3-phosphate O-acyltransferase 3
C5orf15	0.3087	0.0063012901987948	chromosome 5 open reading frame 15
CTAGE6	0.3086	0.0063126043395845	CTAGE family member 6
NOL3	0.3084	0.0063567125151224	nucleolar protein 3
ITPA	0.3081	0.0064142938437312	inosine triphosphatase
ATXN7L3B	0.308	0.0064305292441309	ataxin 7 like 3B
KRT72	0.3079	0.0064490245568834	keratin 72
RAB1B	0.3078	0.006462366221771	RAB1B, member RAS oncogene family
SPAG17	-0.3078	0.0064642490796807	sperm associated antigen 17
NUDT8	0.3077	0.0064822375122403	nudix hydrolase 8
CCDC134	0.3075	0.0065110731155937	coiled-coil domain containing 134
SPOCD1	-0.3075	0.0065148774924923	SPOC domain containing 1
LRCH2	-0.3074	0.0065321250427582	leucine rich repeats and calponin homology domain containing 2
ATP8B4	-0.3073	0.0065500088667006	ATPase phospholipid transporting 8B4 (putative)
NBL1	-0.3072	0.0065700274959559	NBL1, DAN family BMP antagonist
MICOS10-NBL1	-0.3072	0.0065700274959559	MICOS10-NBL1 readthrough
CCDC46	-0.3071	0.0065869954242685	centrosomal protein 112
DPH5	0.307	0.0066114616601917	diphthamide biosynthesis 5
RAB14	0.3069	0.0066336830343601	RAB14, member RAS oncogene family
PDE1B	-0.3069	0.006640012470396	phosphodiesterase 1B
KIAA0753	-0.3068	0.006643047202107	KIAA0753
IFNGR1	0.3068	0.0066576509696618	interferon gamma receptor 1
RFX5	-0.3059	0.006810288848834	regulatory factor X5
CENPU	0.3059	0.0068248414724173	centromere protein U
RGS12	-0.3059	0.0068275342024311	regulator of G protein signaling 12
OPLAH	0.3058	0.0068303854907112	5-oxoprolinase, ATP-hydrolysing
PLCD3	-0.3058	0.0068419109562945	phospholipase C delta 3
NLRP10	-0.3056	0.0068783816388724	NLR family pyrin domain containing 10
USE1	0.3055	0.0068949797457821	unconventional SNARE in the ER 1
MVK	0.3051	0.0069679369604165	mevalonate kinase
ZBED6	0.305	0.0069902370027487	zinc finger BED-type containing 6
VWDE	-0.305	0.0069944941272549	von Willebrand factor D and EGF domains
QARS1	0.3048	0.0070328597326569	glutaminyl-tRNA synthetase 1
PPP1R3B	0.3046	0.0070805484203812	protein phosphatase 1 regulatory subunit 3B
JRK	-0.3045	0.0070853962332822	Jrk helix-turn-helix protein
USP37	0.3042	0.0071463683398103	ubiquitin specific peptidase 37
ZNF444	-0.3041	0.0071664276156369	zinc finger protein 444
SOX12	-0.3041	0.0071683949350801	SRY-box transcription factor 12
ASCC2	0.304	0.0071900773387276	activating signal cointegrator 1 complex subunit 2
NCEH1	0.3036	0.0072667887606822	neutral cholesterol ester hydrolase 1
PREB	0.3035	0.0072977104198324	prolactin regulatory element binding
RARA	0.3035	0.0072986756471102	retinoic acid receptor alpha
DBF4B	-0.3034	0.0073132678615478	DBF4 zinc finger B
WNT5B	0.3033	0.0073246694641004	Wnt family member 5B
ITGA9	-0.3032	0.0073557770941952	integrin subunit alpha 9
STT3B	0.3029	0.0074082517297388	STT3 oligosaccharyltransferase complex catalytic subunit B
MTHFR	0.3029	0.0074126467245409	methylenetetrahydrofolate reductase
GSTCD	0.3028	0.0074374363530464	glutathione S-transferase C-terminal domain containing
PM20D2	-0.3023	0.0075353766834223	peptidase M20 domain containing 2
WDR76	-0.3021	0.0075892705073103	WD repeat domain 76
IDH1	0.302	0.0075984433110294	isocitrate dehydrogenase (NADP(+)) 1
EPC1	-0.302	0.0076072140866193	enhancer of polycomb homolog 1
HMGCS2	0.3019	0.0076196332038366	3-hydroxy-3-methylglutaryl-CoA synthase 2
SMPD4	0.3018	0.0076455033315371	sphingomyelin phosphodiesterase 4
RANBP17	-0.3016	0.0076791748158497	RAN binding protein 17
NAMPT	0.3016	0.007682013384904	nicotinamide phosphoribosyltransferase
SLC39A11	0.3014	0.0077297674858123	solute carrier family 39 member 11
NR1D2	-0.3012	0.0077732349392944	nuclear receptor subfamily 1 group D member 2
SGTB	-0.3011	0.0077984641893899	small glutamine rich tetratricopeptide repeat co-chaperone beta
MSL2	-0.301	0.007803074083278	MSL complex subunit 2
CCT4	0.301	0.0078204500609988	chaperonin containing TCP1 subunit 4
BBS9	-0.3008	0.0078627828866563	Bardet-Biedl syndrome 9
CLMN	0.3007	0.0078685084995617	calmin
SHH	0.3006	0.0079029057546744	sonic hedgehog signaling molecule
TBC1D25	-0.3004	0.0079418710358706	TBC1 domain family member 25
KIAA1328	-0.3001	0.0080075030826863	KIAA1328
ITFG1	0.3001	0.0080178206918017	integrin alpha FG-GAP repeat containing 1
KHNYN	-0.3001	0.0080186293973072	KH and NYN domain containing
PRPF38B	-0.3	0.0080245566584844	pre-mRNA processing factor 38B
SRD5A3	0.2999	0.0080522449999411	steroid 5 alpha-reductase 3
HES1	0.2998	0.0080781334157145	hes family bHLH transcription factor 1
SSBP1	-0.2996	0.0081099263956732	single stranded DNA binding protein 1
MAP3K2	-0.2996	0.0081263628185859	mitogen-activated protein kinase kinase kinase 2
RAB2A	0.2989	0.0082725421017016	RAB2A, member RAS oncogene family
GPN1	-0.2989	0.008273735311247	GPN-loop GTPase 1
TRPT1	0.2988	0.0082879104159908	tRNA phosphotransferase 1
ARL6IP5	0.2987	0.0083136776275338	ADP ribosylation factor like GTPase 6 interacting protein 5
AGBL4	-0.2987	0.0083240373804877	AGBL carboxypeptidase 4
TBL2	0.2985	0.0083596829358415	transducin beta like 2
CASD1	0.2985	0.008363857182884	CAS1 domain containing 1
TM9SF3	0.2984	0.0083800629682998	transmembrane 9 superfamily member 3
PCYT1A	-0.2984	0.0083835653169857	phosphate cytidylyltransferase 1A, choline
ATP2C1	0.2982	0.0084302881841645	ATPase secretory pathway Ca2+ transporting 1
ZNF655	-0.2982	0.0084369209101887	zinc finger protein 655
NCLN	0.2981	0.0084664293872295	nicalin
NTN1	-0.298	0.0084806480946594	netrin 1
MOB3C	-0.298	0.0084904746753763	MOB kinase activator 3C
CSF1	-0.2979	0.0085040352181798	colony stimulating factor 1
SH3BP5L	0.2976	0.0085717571464129	SH3 binding domain protein 5 like
HERC4	0.2976	0.0085794590051419	HECT and RLD domain containing E3 ubiquitin protein ligase 4
GBF1	0.2976	0.0085823630512379	golgi brefeldin A resistant guanine nucleotide exchange factor 1
RAB1A	0.2975	0.0085917304008288	RAB1A, member RAS oncogene family
C19orf47	-0.2975	0.0085942109645256	chromosome 19 open reading frame 47
ANP32E	-0.2975	0.0085953492713965	acidic nuclear phosphoprotein 32 family member E
PDCD7	-0.2974	0.0086271586636929	programmed cell death 7
RAN	-0.2974	0.0086279724667327	RAN, member RAS oncogene family
FAM53B	-0.2973	0.0086410008583255	family with sequence similarity 53 member B
SLC9A9	-0.2972	0.0086681915342168	solute carrier family 9 member A9
SH2B1	-0.2972	0.0086744104972725	SH2B adaptor protein 1
DEK	-0.2971	0.0086807597526763	DEK proto-oncogene
MORC4	-0.2971	0.0087012907122512	MORC family CW-type zinc finger 4
FAM193B	-0.297	0.0087263501946629	family with sequence similarity 193 member B
KIF20B	-0.2969	0.0087404194069938	kinesin family member 20B
AKT1	0.2969	0.0087426825493645	AKT serine/threonine kinase 1
CEP290	-0.2967	0.00878982065647	centrosomal protein 290
LONP2	0.2965	0.0088280367385676	lon peptidase 2, peroxisomal
TRIM23	0.2965	0.008836297644724	tripartite motif containing 23
TMEM120A	0.2964	0.0088632381476627	transmembrane protein 120A
RALA	0.2963	0.0088764318763488	RAS like proto-oncogene A
WTAP	-0.2963	0.0088861491530694	WT1 associated protein
FMC1-LUC7L2	-0.2963	0.0088938636517855	FMC1-LUC7L2 readthrough
WDR47	-0.2961	0.0089331553611573	WD repeat domain 47
KLHDC2	-0.296	0.0089498739902972	kelch domain containing 2
USP25	0.296	0.0089592218367229	ubiquitin specific peptidase 25
KAZN	-0.296	0.0089609744197241	kazrin, periplakin interacting protein
MORF4L1	-0.296	0.0089617424982103	mortality factor 4 like 1
KRI1	-0.2959	0.0089690253547395	KRI1 homolog
S100A7A	0.2959	0.0089725001489325	S100 calcium binding protein A7A
CPNE1	-0.2959	0.008989406240442	copine 1
SEC24A	0.2958	0.0090054661872796	SEC24 homolog A, COPII coat complex component
NEPRO	-0.2958	0.0090142172010505	nucleolus and neural progenitor protein
SPDL1	-0.2955	0.0090764271727873	spindle apparatus coiled-coil protein 1
SRXN1	0.2954	0.0090936575726921	sulfiredoxin 1
COL28A1	-0.2952	0.0091549091260287	collagen type XXVIII alpha 1 chain
TEX264	0.2951	0.0091871019583041	testis expressed 264, ER-phagy receptor
MAN1B1	0.295	0.0091916770031206	mannosidase alpha class 1B member 1
PPWD1	-0.295	0.0092012753378219	peptidylprolyl isomerase domain and WD repeat containing 1
SEMA4D	-0.2949	0.0092258601003493	semaphorin 4D
ACAA1	0.2948	0.009249747960368	acetyl-CoA acyltransferase 1
NR2C2AP	-0.2947	0.0092822190641041	nuclear receptor 2C2 associated protein
S100A7	0.2945	0.0093217553385463	S100 calcium binding protein A7
PEX1	0.2945	0.0093299336884656	peroxisomal biogenesis factor 1
APOD	0.2945	0.0093376157311627	apolipoprotein D
PPIAL4G	-0.2944	0.0093480499253414	peptidylprolyl isomerase A like 4G
NMI	-0.2943	0.0093656033093141	N-myc and STAT interactor
BTBD10	-0.2943	0.0093864538376549	BTB domain containing 10
MDM4	-0.2942	0.0093885343929576	MDM4 regulator of p53
LEF1	-0.2942	0.0093907905206872	lymphoid enhancer binding factor 1
TICAM1	-0.2942	0.0094109177622794	TIR domain containing adaptor molecule 1
GUCY1A2	-0.2939	0.0094811310282336	guanylate cyclase 1 soluble subunit alpha 2
ITIH6	-0.2938	0.0095035490616054	inter-alpha-trypsin inhibitor heavy chain family member 6
GLB1	0.2936	0.009545071108148	galactosidase beta 1
